#ItemID,FaceID,FaceTypeID,IrisColorID,FaceName,
#¤ªî†¥¹¥¤¥Ã¥Á¥ã©`£¨¥¨¥ß¥ë£©,
16017500,1000,0,,,#¼È´æ¥¨¥ß¥ëî†,
16017301,205,200,5,
16017301,206,200,6,
16017301,207,200,7,
16017301,208,200,8,
16017301,209,200,9,
16017301,210,200,10,
16017301,211,200,11,
16017301,212,200,12,
16017301,213,200,13,
16017301,214,200,14,
16017301,215,201,0,¥Í¥³¥Þ¥¿£¨Ë{£©,#Ë{,
16017301,216,201,1,
16017301,217,201,2,
16017301,218,201,3,
16017301,219,201,4,
16017301,220,201,5,
16017301,221,201,6,
16017301,222,201,7,
16017301,223,201,8,
16017301,224,201,9,
16017301,225,201,10,
16017301,226,201,11,
16017301,227,201,12,
16017301,228,201,13,
16017301,229,201,14,
16017301,230,202,0,¥Í¥³¥Þ¥¿£¨¾v£©,#¾v,
16017301,231,202,1,
16017301,232,202,2,
16017301,233,202,3,
16017301,234,202,4,
16017301,235,202,5,
16017301,236,202,6,
16017301,237,202,7,
16017301,238,202,8,
16017301,239,202,9,
16017301,240,202,10,
16017301,241,202,11,
16017301,242,202,12,
16017301,243,202,13,
16017301,244,202,14,
16017301,245,203,0,¥Í¥³¥Þ¥¿£¨É½´µ£©,#É½´µ,
16017301,246,203,1,
16017301,247,203,2,
16017301,248,203,3,
16017301,249,203,4,
16017301,250,203,5,
16017301,251,203,6,
16017301,252,203,7,
16017301,253,203,8,
16017301,254,203,9,
16017301,255,203,10,
16017301,256,203,11,
16017301,257,203,12,
16017301,258,203,13,
16017301,259,203,14,
16017301,260,204,0,¥Í¥³¥Þ¥¿£¨Çž£©,#Çž,
16017301,261,204,1,
16017301,262,204,2,
16017301,263,204,3,
16017301,264,204,4,
16017301,265,204,5,
16017301,266,204,6,
16017301,267,204,7,
16017301,268,204,8,
16017301,269,204,9,
16017301,270,204,10,
16017301,271,204,11,
16017301,272,204,12,
16017301,273,204,13,
16017301,274,204,14,
16017301,275,205,0,¥Í¥³¥Þ¥¿£¨Üç£©,#Üç,
16017301,276,205,1,
16017301,277,205,2,
16017301,278,205,3,
16017301,279,205,4,
16017301,280,205,5,
16017301,281,205,6,
16017301,282,205,7,
16017301,283,205,8,
16017301,284,205,9,
16017301,285,205,10,
16017301,286,205,11,
16017301,287,205,12,
16017301,288,205,13,
16017301,289,205,14,
16017301,290,206,0,¥Í¥³¥Þ¥¿£¨ÐÓ£©,#ÐÓ,
16017301,291,206,1,
16017301,292,206,2,
16017301,293,206,3,
16017301,294,206,4,
16017301,295,206,5,
16017301,296,206,6,
16017301,297,206,7,
16017301,298,206,8,
16017301,299,206,9,
16017301,300,206,10,
16017301,301,206,11,
16017301,302,206,12,
16017301,303,206,13,
16017301,304,206,14,
16017301,305,207,0,¥Í¥³¥Þ¥¿£¨¿Õ£©,#¿Õ,
16017301,306,207,1,
16017301,307,207,2,
16017301,308,207,3,
16017301,309,207,4,
16017301,310,207,5,
16017301,311,207,6,
16017301,312,207,7,
16017301,313,207,8,
16017301,314,207,9,
16017301,315,207,10,
16017301,316,207,11,
16017301,317,207,12,
16017301,318,207,13,
16017301,319,207,14,
16017301,320,208,0,¥Í¥³¥Þ¥¿£¨ºúÌÒ£©,#ºúÌÒ,
16017301,321,208,1,
16017301,322,208,2,
16017301,323,208,3,
16017301,324,208,4,
16017301,325,208,5,
16017301,326,208,6,
16017301,327,208,7,
16017301,328,208,8,
16017301,329,208,9,
16017301,330,208,10,
16017301,331,208,11,
16017301,332,208,12,
16017301,333,208,13,
16017301,334,208,14,
16017301,335,209,0,¥Í¥³¥Þ¥¿£¨Èô²Ë£©,#Èô²Ë,
16017301,336,209,1,
16017301,337,209,2,
16017301,338,209,3,
16017301,339,209,4,
16017301,340,209,5,
16017301,341,209,6,
16017301,342,209,7,
16017301,343,209,8,
16017301,344,209,9,
16017301,345,209,10,
16017301,346,209,11,
16017301,347,209,12,
16017301,348,209,13,
16017301,349,209,14,
16017301,350,210,0,¥Í¥³¥Þ¥¿£¨°×£©,#°×,
16017301,351,210,1,
16017301,352,210,2,
16017301,353,210,3,
16017301,354,210,4,
16017301,355,210,5,
16017301,356,210,6,
16017301,357,210,7,
16017301,358,210,8,
16017301,359,210,9,
16017301,360,210,10,
16017301,361,210,11,
16017301,362,210,12,
16017301,363,210,13,
16017301,364,210,14,
16017301,365,211,0,¥Í¥³¥Þ¥¿£¨ü\£©,#ü\,
16017301,367,211,1,
16017301,368,211,2,
16017301,369,211,3,
16017301,370,211,4,
16017301,371,211,5,
16017301,372,211,6,
16017301,373,211,7,
16017301,374,211,8,
16017301,375,211,9,
16017301,376,211,10,
16017301,377,211,11,
16017301,378,211,12,
16017301,379,211,13,
16017301,380,211,14,
#¤ªî†¥¹¥¤¥Ã¥Á¥ã©`£¨ÊØ×oÄ§£©,
16017302,381,212,0,ÊØ×oÄ§?¥à¥Ä¥­,#¥à¥Ä¥­,
16017302,382,212,1,
16017302,383,212,2,
16017302,384,212,3,
16017302,385,212,4,
16017302,386,212,5,
16017302,387,212,6,
16017302,388,212,7,
16017302,389,212,8,
16017302,390,212,9,
16017302,391,212,10,
16017302,392,212,11,
16017302,393,212,12,
16017302,394,212,13,
16017302,395,212,14,
16017302,396,213,0,ÊØ×oÄ§?¥­¥µ¥é¥®,#¥­¥µ¥é¥®,
16017302,397,213,1,
16017302,398,213,2,
16017302,399,213,3,
16017302,400,213,4,
16017302,401,213,5,
16017302,402,213,6,
16017302,403,213,7,
16017302,404,213,8,
16017302,405,213,9,
16017302,406,213,10,
16017302,407,213,11,
16017302,408,213,12,
16017302,409,213,13,
16017302,410,213,14,
16017302,411,214,0,ÊØ×oÄ§?¥ä¥è¥¤,#¥ä¥è¥¤,
16017302,412,214,1,
16017302,413,214,2,
16017302,414,214,3,
16017302,415,214,4,
16017302,416,214,5,
16017302,417,214,6,
16017302,418,214,7,
16017302,419,214,8,
16017302,420,214,9,
16017302,421,214,10,
16017302,422,214,11,
16017302,423,214,12,
16017302,424,214,13,
16017302,425,214,14,
16017302,426,215,0,ÊØ×oÄ§?¥¦¥Å¥­,#¥¦¥Å¥­,
16017302,427,215,1,
16017302,428,215,2,
16017302,429,215,3,
16017302,430,215,4,
16017302,431,215,5,
16017302,432,215,6,
16017302,433,215,7,
16017302,434,215,8,
16017302,435,215,9,
16017302,436,215,10,
16017302,437,215,11,
16017302,438,215,12,
16017302,439,215,13,
16017302,440,215,14,
16017302,441,216,0,ÊØ×oÄ§?¥µ¥Ä¥­,#¥µ¥Ä¥­,
16017302,442,216,1,
16017302,443,216,2,
16017302,444,216,3,
16017302,445,216,4,
16017302,446,216,5,
16017302,447,216,6,
16017302,448,216,7,
16017302,449,216,8,
16017302,450,216,9,
16017302,451,216,10,
16017302,452,216,11,
16017302,453,216,12,
16017302,454,216,13,
16017302,455,216,14,
16017302,456,217,0,ÊØ×oÄ§?¥ß¥Ê¥Å¥­,#¥ß¥Ê¥Å¥­,
16017302,457,217,1,
16017302,458,217,2,
16017302,459,217,3,
16017302,460,217,4,
16017302,461,217,5,
16017302,462,217,6,
16017302,463,217,7,
16017302,464,217,8,
16017302,465,217,9,
16017302,466,217,10,
16017302,467,217,11,
16017302,468,217,12,
16017302,469,217,13,
16017302,470,217,14,
16017302,471,218,0,ÊØ×oÄ§?¥Õ¥ß¥Ä¥­,#¥Õ¥ß¥Ä¥­,
16017302,472,218,1,
16017302,473,218,2,
16017302,474,218,3,
16017302,475,218,4,
16017302,476,218,5,
16017302,477,218,6,
16017302,478,218,7,
16017302,479,218,8,
16017302,480,218,9,
16017302,481,218,10,
16017302,482,218,11,
16017302,483,218,12,
16017302,484,218,13,
16017302,485,218,14,
16017302,486,219,0,ÊØ×oÄ§?¥Ï¥Å¥­,#¥Ï¥Å¥­,
16017302,487,219,1,
16017302,488,219,2,
16017302,489,219,3,
16017302,490,219,4,
16017302,491,219,5,
16017302,492,219,6,
16017302,493,219,7,
16017302,494,219,8,
16017302,495,219,9,
16017302,496,219,10,
16017302,497,219,11,
16017302,498,219,12,
16017302,499,219,13,
16017302,500,219,14,
16017302,501,227,0,ÊØ×oÄ§?¥­¥¯¥Å¥­,#¥­¥¯¥Å¥­(220¤Ï„e¥Ï©`¥È¥á¥¤¥È¤ÎID¤Î¤¿¤áïw¤Ð¤·¤Þ¤¹),
16017302,502,227,1,
16017302,503,227,2,
16017302,504,227,3,
16017302,505,227,4,
16017302,506,227,5,
16017302,507,227,6,
16017302,508,227,7,
16017302,509,227,8,
16017302,510,227,9,
16017302,511,227,10,
16017302,512,227,11,
16017302,513,227,12,
16017302,514,227,13,
16017302,515,227,14,
16017302,516,222,0,ÊØ×oÄ§?¥«¥ß¥¢,#¥«¥ß¥¢,
16017302,517,222,1,
16017302,518,222,2,
16017302,519,222,3,
16017302,520,222,4,
16017302,521,222,5,
16017302,522,222,6,
16017302,523,222,7,
16017302,524,222,8,
16017302,525,222,9,
16017302,526,222,10,
16017302,527,222,11,
16017302,528,222,12,
16017302,529,222,13,
16017302,530,222,14,
16017302,531,223,0,ÊØ×oÄ§?¥·¥â¥Ä¥­,#¥·¥â¥Ä¥­,
16017302,532,223,1,
16017302,533,223,2,
16017302,534,223,3,
16017302,535,223,4,
16017302,536,223,5,
16017302,537,223,6,
16017302,538,223,7,
16017302,539,223,8,
16017302,540,223,9,
16017302,541,223,10,
16017302,542,223,11,
16017302,543,223,12,
16017302,544,223,13,
16017302,545,223,14,
16017302,546,224,0,ÊØ×oÄ§?¥í¥¦¥²¥Ä,#¥í¥¦¥²¥Ä,
16017302,547,224,1,
16017302,548,224,2,
16017302,549,224,3,
16017302,550,224,4,
16017302,551,224,5,
16017302,552,224,6,
16017302,553,224,7,
16017302,554,224,8,
16017302,555,224,9,
16017302,556,224,10,
16017302,557,224,11,
16017302,558,224,12,
16017302,559,224,13,
16017302,560,224,14,
16017302,561,225,0,ÊØ×oÄ§?¥«¥ó¥Ê,#¥«¥ó¥Ê,
16017302,562,225,1,
16017302,563,225,2,
16017302,564,225,3,
16017302,565,225,4,
16017302,566,225,5,
16017302,567,225,6,
16017302,568,225,7,
16017302,569,225,8,
16017302,570,225,9,
16017302,571,225,10,
16017302,572,225,11,
16017302,573,225,12,
16017302,574,225,13,
16017302,575,225,14,
16017302,576,226,0,ÊØ×oÄ§?¥Ê¥¬¥Ä¥­,#¥Ê¥¬¥Ä¥­,
16017302,577,226,1,
16017302,578,226,2,
16017302,579,226,3,
16017302,580,226,4,
16017302,581,226,5,
16017302,582,226,6,
16017302,583,226,7,
16017302,584,226,8,
16017302,585,226,9,
16017302,586,226,10,
16017302,587,226,11,
16017302,588,226,12,
16017302,589,226,13,
16017302,590,226,14,
#¤ªî†¥¹¥¤¥Ã¥Á¥ã©`£±£¨¥é¥¤¥È£©,
16017303,105,105,0,
16017303,106,105,1,
16017303,107,105,2,
16017303,108,105,3,
16017303,109,105,4,
16017303,110,105,5,
16017303,111,105,6,
16017303,112,105,7,
16017303,113,105,8,
16017303,114,105,9,
16017303,115,105,10,
16017303,116,105,11,
16017303,117,105,12,
16017303,118,105,13,
16017303,119,105,14,
16017303,120,106,0,
16017303,121,106,1,
16017303,122,106,2,
16017303,123,106,3,
16017303,124,106,4,
16017303,125,106,5,
16017303,126,106,6,
16017303,127,106,7,
16017303,128,106,8,
16017303,129,106,9,
16017303,130,106,10,
16017303,131,106,11,
16017303,132,106,12,
16017303,133,106,13,
16017303,134,106,14,
16017303,135,107,0,
16017303,136,107,1,
16017303,137,107,2,
16017303,138,107,3,
16017303,139,107,4,
16017303,140,107,5,
16017303,141,107,6,
16017303,142,107,7,
16017303,143,107,8,
16017303,144,107,9,
16017303,145,107,10,
16017303,146,107,11,
16017303,147,107,12,
16017303,148,107,13,
16017303,149,107,14,
16017303,150,108,0,
16017303,151,108,1,
16017303,152,108,2,
16017303,153,108,3,
16017303,154,108,4,
16017303,155,108,5,
16017303,156,108,6,
16017303,157,108,7,
16017303,158,108,8,
16017303,159,108,9,
16017303,160,108,10,
16017303,161,108,11,
16017303,162,108,12,
16017303,163,108,13,
16017303,164,108,14,
16017303,165,109,0,
16017303,166,109,1,
16017303,167,109,2,
16017303,168,109,3,
16017303,169,109,4,
16017303,170,109,5,
16017303,171,109,6,
16017303,172,109,7,
16017303,173,109,8,
16017303,174,109,9,
16017303,175,109,10,
16017303,176,109,11,
16017303,177,109,12,
16017303,178,109,13,
16017303,179,109,14,
#¤ªî†¥¹¥¤¥Ã¥Á¥ã©`£¨¥¢¥ë¥Þ?£±£©,
16017304,591,230,0,¥À©`¥¯¥Õ¥§¥¶©`?¥¢¥ë¥Þ,#¥À©`¥¯¥Õ¥§¥¶©`,
16017304,592,230,1,
16017304,593,230,2,
16017304,594,230,3,
16017304,595,230,4,
16017304,596,230,5,
16017304,597,230,6,
16017304,598,230,7,
16017304,599,230,8,
16017304,600,230,9,
16017304,601,230,10,
16017304,602,230,11,
16017304,603,230,12,
16017304,604,230,13,
16017304,605,230,14,
16017304,606,231,0,¥Ð¥¦?¥¢¥ë¥Þ,#¥Ð¥¦,
16017304,607,231,1,
16017304,608,231,2,
16017304,609,231,3,
16017304,610,231,4,
16017304,611,231,5,
16017304,612,231,6,
16017304,613,231,7,
16017304,614,231,8,
16017304,615,231,9,
16017304,616,231,10,
16017304,617,231,11,
16017304,618,231,12,
16017304,619,231,13,
16017304,620,231,14,
16017304,621,232,0,¥·¥ã¥Ü¥¿¥ó?¥¢¥ë¥Þ,#¥·¥ã¥Ü¥¿¥ó,
16017304,622,232,1,
16017304,623,232,2,
16017304,624,232,3,
16017304,625,232,4,
16017304,626,232,5,
16017304,627,232,6,
16017304,628,232,7,
16017304,629,232,8,
16017304,630,232,9,
16017304,631,232,10,
16017304,632,232,11,
16017304,633,232,12,
16017304,634,232,13,
16017304,635,232,14,
16017304,636,233,0,¥í©`¥­©`?¥¢¥ë¥Þ,#¥í©`¥­©`,
16017304,637,233,1,
16017304,638,233,2,
16017304,639,233,3,
16017304,640,233,4,
16017304,641,233,5,
16017304,642,233,6,
16017304,643,233,7,
16017304,644,233,8,
16017304,645,233,9,
16017304,646,233,10,
16017304,647,233,11,
16017304,648,233,12,
16017304,649,233,13,
16017304,650,233,14,
16017304,651,234,0,¥Ð¥ë¥ë?¥¢¥ë¥Þ,#¥Ð¥ë¥ë,
16017304,652,234,1,
16017304,653,234,2,
16017304,654,234,3,
16017304,655,234,4,
16017304,656,234,5,
16017304,657,234,6,
16017304,658,234,7,
16017304,659,234,8,
16017304,660,234,9,
16017304,661,234,10,
16017304,662,234,11,
16017304,663,234,12,
16017304,664,234,13,
16017304,665,234,14,
16017304,666,235,0,¥·©`¥Û©`¥¹?¥¢¥ë¥Þ,#¥·©`¥Û©`¥¹,
16017304,667,235,1,
16017304,668,235,2,
16017304,669,235,3,
16017304,670,235,4,
16017304,671,235,5,
16017304,672,235,6,
16017304,673,235,7,
16017304,674,235,8,
16017304,675,235,9,
16017304,676,235,10,
16017304,677,235,11,
16017304,678,235,12,
16017304,679,235,13,
16017304,680,235,14,
16017304,681,236,0,¥Ú¥Ú¥ó?¥¢¥ë¥Þ,#¥Ú¥Ú¥ó,
16017304,682,236,1,
16017304,683,236,2,
16017304,684,236,3,
16017304,685,236,4,
16017304,686,236,5,
16017304,687,236,6,
16017304,688,236,7,
16017304,689,236,8,
16017304,690,236,9,
16017304,691,236,10,
16017304,692,236,11,
16017304,693,236,12,
16017304,694,236,13,
16017304,695,236,14,
16017304,696,237,0,¥µ¥é¥Þ¥ó¥À©`?¥¢¥ë¥Þ,#¥µ¥é¥Þ¥ó¥À©`,
16017304,697,237,1,
16017304,698,237,2,
16017304,699,237,3,
16017304,700,237,4,
16017304,701,237,5,
16017304,702,237,6,
16017304,703,237,7,
16017304,704,237,8,
16017304,705,237,9,
16017304,706,237,10,
16017304,707,237,11,
16017304,708,237,12,
16017304,709,237,13,
16017304,710,237,14,
16017304,711,238,0,¥ß¥Ë©`?¥É¥¥?¥¢¥ë¥Þ,#¥ß¥Ë©`?¥É¥¥,
16017304,712,238,1,
16017304,713,238,2,
16017304,714,238,3,
16017304,715,238,4,
16017304,716,238,5,
16017304,717,238,6,
16017304,718,238,7,
16017304,719,238,8,
16017304,720,238,9,
16017304,721,238,10,
16017304,722,238,11,
16017304,723,238,12,
16017304,724,238,13,
16017304,725,238,14,
16017304,726,239,0,°×¤¤Ê¹¤¤Ä§?¥¢¥ë¥Þ,#°×¤¤Ê¹¤¤Ä§,
16017304,727,239,1,
16017304,728,239,2,
16017304,729,239,3,
16017304,730,239,4,
16017304,731,239,5,
16017304,732,239,6,
16017304,733,239,7,
16017304,734,239,8,
16017304,735,239,9,
16017304,736,239,10,
16017304,737,239,11,
16017304,738,239,12,
16017304,739,239,13,
16017304,740,239,14,
16017304,741,240,0,¥ª©`¥È¥á¥Ç¥£¥Ã¥¯?¥¢¥ë¥Þ,#¥ª©`¥È¥á¥Ç¥£¥Ã¥¯,
16017304,742,240,1,
16017304,743,240,2,
16017304,744,240,3,
16017304,745,240,4,
16017304,746,240,5,
16017304,747,240,6,
16017304,748,240,7,
16017304,749,240,8,
16017304,750,240,9,
16017304,751,240,10,
16017304,752,240,11,
16017304,753,240,12,
16017304,754,240,13,
16017304,755,240,14,
16017304,756,241,0,¥Ç¥¹?¥¢¥ë¥Þ,#¥Ç¥¹,
16017304,757,241,1,
16017304,758,241,2,
16017304,759,241,3,
16017304,760,241,4,
16017304,761,241,5,
16017304,762,241,6,
16017304,763,241,7,
16017304,764,241,8,
16017304,765,241,9,
16017304,766,241,10,
16017304,767,241,11,
16017304,768,241,12,
16017304,769,241,13,
16017304,770,241,14,
16017304,771,242,0,¥×¥ë¥ë?¥¢¥ë¥Þ,#¥×¥ë¥ë,
16017304,772,242,1,
16017304,773,242,2,
16017304,774,242,3,
16017304,775,242,4,
16017304,776,242,5,
16017304,777,242,6,
16017304,778,242,7,
16017304,779,242,8,
16017304,780,242,9,
16017304,781,242,10,
16017304,782,242,11,
16017304,783,242,12,
16017304,784,242,13,
16017304,785,242,14,
#¤ªî†¥¹¥¤¥Ã¥Á¥ã©`£¨ÜŠê éL£©,
16017305,786,110,0,
16017305,787,110,1,
16017305,788,110,2,
16017305,789,110,3,
16017305,790,110,4,
16017305,791,110,5,
16017305,792,110,6,
16017305,793,110,7,
16017305,794,110,8,
16017305,795,110,9,
16017305,796,110,10,
16017305,797,110,11,
16017305,798,110,12,
16017305,799,110,13,
16017305,800,110,14,
16017305,801,111,0,
16017305,802,111,1,
16017305,803,111,2,
16017305,804,111,3,
16017305,805,111,4,
16017305,806,111,5,
16017305,807,111,6,
16017305,808,111,7,
16017305,809,111,8,
16017305,810,111,9,
16017305,811,111,10,
16017305,812,111,11,
16017305,813,111,12,
16017305,814,111,13,
16017305,815,111,14,
16017305,816,112,0,
16017305,817,112,1,
16017305,818,112,2,
16017305,819,112,3,
16017305,820,112,4,
16017305,821,112,5,
16017305,822,112,6,
16017305,823,112,7,
16017305,824,112,8,
16017305,825,112,9,
16017305,826,112,10,
