
# ????????????????番?,
GAME_GET_MONEY,"得到了%d金币",
GAME_LOSE_MONEY,"失去了%d金币",
GAME_MADE_SCRNSHOT,"已储存",
GAME_HOW_MANY_MOVE,"要转移几个？",
GAME_CANT_MOVE_POSSESS_ITEM,"无法转移凭依道具",
GAME_STATECHG_BAD,"已进入状态",
GAME_STATECHG_GOOD,"状态已解除",
GAME_CANT_OPEN_CHRINFO,"人物情报视窗不能再开",
GAME_CANT_REPEAT_SAME_STR,"同样的文章不能持续输入",
GAME_REMAIN_TIME,"剩下的时间",

GAME_DESKTOP_TIP_0,"看环境设定画面",
GAME_DESKTOP_TIP_1,"取消游戏画面",
GAME_DESKTOP_TIP_2,"结束游戏",
GAME_DESKTOP_TIP_3,"拖曳视窗可以移动"

GAME_MAIN_TIP_0,"显示状态视窗",
GAME_MAIN_TIP_1,"显示道具视窗",
GAME_MAIN_TIP_2,"显示装备视窗",
GAME_MAIN_TIP_3,"显示技能视窗",
GAME_MAIN_TIP_4,"显示朋友目录",
GAME_MAIN_TIP_5,"显示讯息视窗",
GAME_MAIN_TIP_6,"显示任务视窗",
GAME_MAIN_TIP_7,"显示小地图",
GAME_MAIN_TIP_8,"显示大视窗",
GAME_MAIN_TIP_9,"决定需搬运的道具数量",
GAME_MAIN_TIP_10,"决定需搬运的道具数量",
GAME_MAIN_TIP_11,"分配能力值",
GAME_MAIN_TIP_12,"公开聊天",
GAME_MAIN_TIP_13,"队伍聊天",
GAME_MAIN_TIP_14,"军团聊天",
GAME_MAIN_TIP_15,"悄悄话",
GAME_MAIN_TIP_16,"聊天视窗",

GAME_DESKTOP_LAMP_0,"连接讯息伺服器显示灯",
GAME_DESKTOP_LAMP_1,"登入讯息伺服器显示灯",
GAME_DESKTOP_LAMP_2,"连接游戏伺服器显示灯",
GAME_DESKTOP_LAMP_3,"登入游戏伺服器显示灯",
GAME_DESKTOP_SSMODE_BTN,"画面拍摄方式按钮",

GAME_WINDOW_TIP_SIZECHANGE,"变更视窗大小",

GAME_RACE_HUMAN,"埃米尔",
GAME_RACE_ANGEL,"塔妮亚",
GAME_RACE_DEVIL,"道米尼",

GAME_JOB_NOVICE,"初心者",
GAME_JOB_SWORDMAN,"剑士",
GAME_JOB_BLADEMASTER,"剑客",
GAME_JOB_BOUNTYHUNTER,"赏金猎人",
GAME_JOB_FENCER,"骑士",
GAME_JOB_KNIGHT,"圣骑士",
GAME_JOB_DARKSTALKER,"闇黑骑士",
GAME_JOB_SCOUT,"盗贼",
GAME_JOB_ASSASSIN,"刺客",
GAME_JOB_COMMAND,"特工",
GAME_JOB_ARCHER,"弓手",
GAME_JOB_STRIKER,"猎人",
GAME_JOB_GUNNER,"神枪手",
GAME_JOB_WIZARD,"魔法师",
GAME_JOB_SORCERER,"魔导士",
GAME_JOB_SAGE,"贤者",
GAME_JOB_SHAMAN,"元素使",
GAME_JOB_ELEMENTER,"精灵使",
GAME_JOB_ENCHANTER,"巫师",
GAME_JOB_VATES,"祭司",
GAME_JOB_DRUID,"神官",
GAME_JOB_BARD,"吟游诗人",
GAME_JOB_WARLOCK,"魔攻师",
GAME_JOB_CABALIST,"闇术师",
GAME_JOB_NECROMANCER,"死灵使者",
GAME_JOB_TATARABE,"矿工",
GAME_JOB_BLACKSMITH,"铁匠",
GAME_JOB_MACHINERY,"机械师",
GAME_JOB_FARMASIST,"农夫",
GAME_JOB_ALCHEMIST,"链金术师",
GAME_JOB_MARIONEST,"木偶使",
GAME_JOB_RANGER,"冒险家",
GAME_JOB_EXPLORER,"探险家",
GAME_JOB_TREASUREHUNTER,"考古学家",
GAME_JOB_MERCHANT,"商人",
GAME_JOB_TRADER,"贸易商",
GAME_JOB_GAMBLER,"赌徒",

GAME_TAB_TIP_PART_BODY,"这是基本道具空间",
GAME_TAB_TIP_PART_RIGHT,"右边道具接收空间$r如要使用，需佩戴袋类装备",
GAME_TAB_TIP_PART_LEFT,"左边道具接收空间$r如要使用，需佩戴袋类装备",
GAME_TAB_TIP_PART_BACK,"这是背包接收空间$r如要使用，需佩戴背囊装备",

GAME_RETURN_SAVE_POINT,"要回到储存点吗？",

GAME_FONT_RESERVE_STR,"?+-*/:;_!%&'()=\[]<>0123456789abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ",

GAME_LOADING_BG_NUM,"3",

# ????,
GAME_FRIEND_TITLE,"朋友目录",
GAME_FRIEND_REQ,"获%s邀请$r登记为朋友",
GAME_FRIEND_REQ_TITLE,"邀请登记为朋友",
GAME_FRIEND_REQ_PARTY,"获%s的%s邀请$r登记为朋友",
GAME_FRIEND_DEL,"把%s从朋友目录中删除",

GAME_FRIEND_MENU_0,"悄悄话",
GAME_FRIEND_MENU_1,"信件",
GAME_FRIEND_MENU_2,"从朋友目录中删除",

GAME_FRIEND_STATE_0,"离线",
GAME_FRIEND_STATE_1,"线上",
GAME_FRIEND_STATE_2,"招募中",
GAME_FRIEND_STATE_3,"忙碌",
GAME_FRIEND_STATE_4,"聊天中",
GAME_FRIEND_STATE_5,"休息中",
GAME_FRIEND_STATE_6,"不在位置上",
GAME_FRIEND_STATE_7,"战斗中",
GAME_FRIEND_STATE_8,"交易中",
GAME_FRIEND_STATE_9,"凭依中",
GAME_FRIEND_STATE_10,"任务中",
GAME_FRIEND_STATE_11,"活动中",
GAME_FRIEND_STATE_12,"等待联络",

# ?????,
GAME_MINIMAP_WORLDMAP,"世界地图",

# ???????,
GAME_WORLDMAP_QUESTINFO_TARGETMAP,"对象 地图",
GAME_WORLDMAP_QUESTINFO_TARGETMONSTER,"对象 魔物",
GAME_WORLDMAP_QUESTINFO_CLIENT,"委托人",
GAME_WORLDMAP_QUESTINFO_SENDER,"送件者",
GAME_WORLDMAP_QUESTINFO_RECEIVER,"收件者",
GAME_WORLDMAP_QUESTINFO_SPACE,"  "

# ???,
GAME_RING_ORGANIZE,"结成军团",
GAME_RING_ENTER,"加入军团",
GAME_RING_DISSOLVE,"解散军团",
GAME_RING_LEAVE,"退出军团",
GAME_RING_KICK,"被逐出军团",
GAME_RING_CANT_KICK_MASTER,"无法勒令军团首领或电脑军团首领退出",
GAME_RING_KICK_Q,"要继续勒令%s退出吗？",
GAME_RING_LEAVE_Q,"建立军团 要继续吗？",
GAME_RING_SET_POWER,"设定权限",

GAME_RING_MASTER_MENU_0,"设定权限",
GAME_RING_MASTER_MENU_1,"勒令退出",

GAME_RING_MENU_0,"退出",

GAME_RING_BALLOON_TEXT_0,"电脑军团首领权限$r只有一人拥有",
GAME_RING_BALLOON_TEXT_1,"加入权限的$r人员数没有限制",
GAME_RING_BALLOON_TEXT_2,"驱逐权限的$r人员数没有限制",

GAME_RING_ERR_1,"无法找到对方",
GAME_RING_ERR_2,"军团伺服器无回应",
GAME_RING_ERR_3,"对方设定了拒绝入团邀请",
GAME_RING_ERR_4,"对方已加入军团",
GAME_RING_ERR_5,"不属於军团，所以无法邀请",
GAME_RING_ERR_6,"没有邀请权限",
GAME_RING_ERR_7,"邀请的对象不存在",
GAME_RING_ERR_8,"没有邀请对方的权限",
GAME_RING_ERR_9,"已有所属军团",
GAME_RING_ERR_10,"有关军团已满额",
GAME_RING_ERR_11,"军团错误",
GAME_RING_ERR_12,"没有邀请权限",

GAME_RING_INVITED,"您获%s邀请$r加入「%s」军团$r接受邀请吗?",
GAME_RING_INVITED_TITLE,"邀请军团加入",

GAME_RING_INFOWND,"军团情报",
GAME_RING_EMBLEM_NONE,"没有",
GAME_RING_NOT_FOUND_EMBLEM_FILE,"找不到",
GAME_RING_EMBLEM_SZ_OVER,"军团标志文件大小超越了权限",

# ????????,
GAME_RINGEMB_UPLOAD_OK,"军团标志登录成功",
GAME_RINGEMB_UPLOAD_ERR_1,"伺服器错误，无法登录军团标志",
GAME_RINGEMB_UPLOAD_ERR_2,"不支援的文件形式，无法登录军团标志",
GAME_RINGEMB_UPLOAD_ERR_3,"军团名声值不够所以无法登录军团标志",
GAME_RINGEMB_UPLOAD_ERR_99,"军团伺服器无回应",

# ????,
GAME_PARTY_REQ,"获%s邀请$r加入队伍",
GAME_PARTY_REQ_PARTY,"获%s的 %s邀请$r加入队伍",
GAME_PARTY_REQ_TITLE,"邀请队伍",
GAME_PARTY_NO_ASSIGN,"不留在队伍",
GAME_PARTY_TOO_LONG_NAME,"队伍名称过长",
GAME_PARTY_FORCE_LEAVE_MEM,"开除队伍中的队员",
GAME_PARTY_LEAVE,"退出队伍",
GAME_PARTY_BREAKUP,"解散队伍",
GAME_PARTY_INPUT_NAME,"请输入队伍名称",

GAME_PARTY_LEADER_MEM_MENU_0,"从队伍中除名",

GAME_PARTY_LEADER_MENU_0,"更改队伍名称",
GAME_PARTY_LEADER_MENU_1,"解散队伍",

GAME_PARTY_MENU_0,"从队伍中除名",

GAME_PARTY_FIRSTGETTERTYPE,"随机获得道具",

# ?????????,
GAME_ACTCMD_TIRED,"/疲劳",
GAME_ACTCMD_BYE,"/bye",
GAME_ACTCMD_SPEAK,"/说话",
GAME_ACTCMD_NOD,"/点头",
GAME_ACTCMD_JOY,"/开心",
GAME_ACTCMD_NO,"/讨厌",
GAME_ACTCMD_SIT,"/坐下",
GAME_ACTCMD_RELAX,"/放松",
GAME_ACTCMD_YAHOO,"/唷何",
GAME_ACTCMD_JUMP,"/跳跃",
GAME_ACTCMD_TURN1,"/右转",
GAME_ACTCMD_TURN2,"/左转",
GAME_ACTCMD_DOGEZA,"/跪坐",
GAME_ACTCMD_CHAIR,"/坐下",
GAME_ACTCMD_BREAK,"/休息",
GAME_ACTCMD_PON,"/呀哈",
GAME_ACTCMD_DISAPPOINT,"/挫折",
GAME_ACTCMD_BOW,"/打招呼",
GAME_ACTCMD_SLUMP,"/趴下",
GAME_ACTCMD_PRESENT,"/送礼物",
GAME_ACTCMD_MAYIHELPYOU,"/欢迎",

# ??????????,
GAME_EMOCMD_SURPRISED1,"/*惊吓 1",
GAME_EMOCMD_ANGER1,"/*愤怒 1",
GAME_EMOCMD_ANGER2,"/*愤怒 2",
GAME_EMOCMD_SMILE,"/*哈哈",
GAME_EMOCMD_NOTE,"/*音符",
GAME_EMOCMD_SWEAT1,"/*汗水1",
GAME_EMOCMD_SWEAT2,"/*汗水2",
GAME_EMOCMD_SWEAT3,"/*汗水3",
GAME_EMOCMD_LINE,"/*狼狈",
GAME_EMOCMD_STONE,"/*石头",
GAME_EMOCMD_SCISSORS,"/*剪刀",
GAME_EMOCMD_PAPER,"/*布",
GAME_EMOCMD_STARTLE,"/*吓一跳",
GAME_EMOCMD_DAZE,"/*晕",
GAME_EMOCMD_SURPRISED2,"/*惊吓 2",
GAME_EMOCMD_THX,"/*感谢",
GAME_EMOCMD_SORRY,"/*抱歉",
GAME_EMOCMD_OK_Q,"/*OK？",
GAME_EMOCMD_OK_E,"/*OK！",
GAME_EMOCMD_ALLRIGHT,"/*没问题",
GAME_EMOCMD_FIGHT,"/*打架",
GAME_EMOCMD_HELP,"/*救命喔！",

# ?????????????????,
GAME_ACTCMD_0,"疲倦",
GAME_ACTCMD_1,"bye",
GAME_ACTCMD_2,"说话",
GAME_ACTCMD_3,"点头",
GAME_ACTCMD_4,"开心",
GAME_ACTCMD_5,"讨厌",
GAME_ACTCMD_6,"坐下",
GAME_ACTCMD_7,"放松",
GAME_ACTCMD_8,"唷何 ",
GAME_ACTCMD_9,"跳跃",
GAME_ACTCMD_10,"左转",
GAME_ACTCMD_11,"右转",
GAME_ACTCMD_12,"跪坐",
GAME_ACTCMD_13,"失望",
GAME_ACTCMD_14,"打招呼",
GAME_ACTCMD_15,"趴下",
GAME_ACTCMD_16,"坐下",
GAME_ACTCMD_17,"休息",
GAME_ACTCMD_18,"阿哈",

GAME_EMOCMD_0,"惊吓 1",
GAME_EMOCMD_1,"愤怒 1",
GAME_EMOCMD_2,"愤怒 2",
GAME_EMOCMD_3,"哈哈",
GAME_EMOCMD_4,"音符",
GAME_EMOCMD_5,"汗水1",
GAME_EMOCMD_6,"汗水2",
GAME_EMOCMD_7,"汗水3",
GAME_EMOCMD_8,"狼狈",
GAME_EMOCMD_9,"石头",
GAME_EMOCMD_10,"剪刀",
GAME_EMOCMD_11,"布",
GAME_EMOCMD_12,"吓一跳",
GAME_EMOCMD_13,"晕",
GAME_EMOCMD_14,"惊吓 2",
GAME_EMOCMD_15,"感谢",
GAME_EMOCMD_16,"抱歉",
GAME_EMOCMD_17,"OK？",
GAME_EMOCMD_18,"OK！",
GAME_EMOCMD_19,"没问题",
GAME_EMOCMD_20,"打架",
GAME_EMOCMD_21,"救命喔！",

# ????,
GAME_GOLEM_MENU_LIST_0,"开商店",
GAME_GOLEM_SALEPRICE_TITLE,"请移动要卖出的道具，并设定价格",

# ????????,
GAME_GOLEM_CATEGORY_0,"武器",
GAME_GOLEM_CATEGORY_1,"防具",
GAME_GOLEM_CATEGORY_2,"饰物",
GAME_GOLEM_CATEGORY_3,"恢复药",
GAME_GOLEM_CATEGORY_4,"杂货",
GAME_GOLEM_CATEGORY_5,"材料",
GAME_GOLEM_CATEGORY_6,"食物",
GAME_GOLEM_CATEGORY_7,"木偶",
GAME_GOLEM_CATEGORY_8,"箱子",
GAME_GOLEM_CATEGORY_9,"家具",
GAME_GOLEM_CATEGORY_10,"其他",

# ????????????,
GAME_GOLEMLIST_TITLE,"石像产品目录",
GAME_GOLEMLIST_NOT_EXIST_GOLEM,"不存在的石像",

# ????仓库,
GAME_GOLEMWARE_TITLE,"石像仓库",

# ????????,
GAME_GOLEMSHOP_TITLE,"石像商店",
GAME_GOLEMSHOP_ITEM,"项目",
GAME_GOLEMSHOP_REG_CATALOG,"登录在产品目录",
GAME_GOLEMSHOP_HOW_MUCH_REG_CATALOG,"付500金币的话可以登录在产品目录上",
GAME_GOLEMSHOP_NOT_FOUND_GOLEM,"没有发现石像",
GAME_GOLEMSHOP_AM_I_SOLD,"要卖我?!?",
GAME_GOLEMSHOP_CANT_SALE_EVENT_ITEM,"无法出售有关道具",

GAME_GOLEMSHOP_NUM_KIND_SELL,"销售种类数量",
GAME_GOLEMSHOP_SELL_TOTAL_PRICE,"销售总金额",
GAME_GOLEMSHOP_MAX_SET_PRICE,"最高设定金额",
GAME_GOLEMSHOP_MIN_SET_PRICE,"最低设定金额",

GAME_GOLEMSHOP_PRICE,"%9dＧ",
GAME_GOLEMSHOP_FOR_SALE_PRICE,"%8dＧ",
GAME_GOLEMSHOP_PURCHASE_PRICE,"%9dＧ",
GAME_GOLEMSHOP_MONEY,"%8dＧ",
GAME_GOLEMSHOP_CONTENT_MONEY_COL9,"%9dＧ",
GAME_GOLEMSHOP_CONTENT_MONEY_COL8,"%8dＧ",

GAME_GOLEMSHOP_TOO_BIG_FOR_SALE_PRICE,"金额太高",

# ????买取,
GAME_GOLEMHOCK_TITLE,"买入石像",

GAME_GOLEMHOCK_TRADE_LIMIT_PRICE,"%8dG",
GAME_GOLEMHOCK_WHOUSE_NUM,"%3d/%3d",
GAME_GOLEMHOCK_SELL_LIST_NUM,"%3d",

GAME_GOLEMHOCK_FRAME,"道具范围",
GAME_GOLEMHOCK_PURCHASE_TOTAL_PRICE,"买入总金额",
GAME_GOLEMHOCK_MONEY_LABEL,"持有金额",
GAME_GOLEMHOCK_TRADE_LIMIT_PRICE_LABEL,"交易限额",

GAME_GOLEMHOCK_PURCHASE_GOLD,"买入金币",
GAME_GOLEMHOCK_PURCHASE_LIMIT_PRICE,"买入限额",

GAME_GOLEMHOCK_SET_ITEM_PRICE,"请移动要买入的道具，并设定价格",

GAME_GOLEMHOCK_NO_SELL_ITEM,"没有可卖出的道具",
GAME_GOLEMHOCK_CANT_BOUGHT,"这次什麽都不能购买",
GAME_GOLEMHOCK_BOUGHT_PRICE_RESULT,"这次的买入金额是%d金币",
GAME_GOLEMHOCK_BOUGHT_RESULT,"买入了 [%s]%d个",

GAME_GOLEMHOCK_FAILED_TRADE,"交易失败",
GAME_GOLEMHOCK_LOSE_TRACK_GOLEM,"失去石像",
GAME_GOLEMHOCK_CANT_TRADE_MY_GOLEM,"跟自己的石像无法交易",
GAME_GOLEMHOCK_NO_TRADE_GOODS,"没有可交易的商品",
GAME_GOLEMHOCK_TRADE_PRICE_OVER,"超过了指定交易限额",
GAME_GOLEMHOCK_SHORT_MONEY,"现在所持金币不足",
GAME_GOLEMHOCK_OVER_HAVE,"因为购买者的持有品已经超过100种所以被取消了",

GAME_GOLEMHOCK_FAILED_SET_GOLEM,"购买石像设定失败",
GAME_GOLEMHOCK_LOSE_SET_GOLEM,"设定的石像消失",
GAME_GOLEMHOCK_NOT_SET_GOODS,"一个商品都没有设定",

# ?????????,
GAME_ITEM_TITLE,"道具",
GAME_ITEM_INFO_TITLE,"道具情报",
GAME_ITEM_BREAK,"%s故障!!!",
GAME_ITEM_BREAKPET,"%s(休眠中)",
GAME_ITEM_HAS_JUDGED,"监定结束",
GAME_ITEM_UNJUDGE,"还未监定",
GAME_ITEM_EQUIP_CAPACITY,"装备时体积",
GAME_ITEM_POSSESS_WEIGHT,"凭依重量",
GAME_ITEM_POSSESS_POSSIBLE,"可凭依",
GAME_ITEM_DYE_POSSIBLE,"可染色",
GAME_ITEM_STOCK_POSSIBLE,"可储存",
GAME_ITEM_BOTH_HANDS_EQUIP,"双手装备",
GAME_ITEM_USE_EXTINCT,"使用时会消失",
GAME_ITEM_OPERATION_GOODS,"正常",
GAME_ITEM_BOOST,"强化次数",
GAME_ITEM_BREAK_GOODS,"故障",
GAME_ITEM_REPAIR,"维修道具",

GAME_ITEMWND_FILTER_WEAPON,"设定武器的显示/不显示",
GAME_ITEMWND_FILTER_ARMOR,"设定防御具的显示/不显示",
GAME_ITEMWND_FILTER_USE,"设定消耗品的显示/不显示",
GAME_ITEMWND_FILTER_ETC,"设定其他装备的显示/不显示",

GAME_ITEM_DURABLE_0,"持久度",
GAME_ITEM_DURABLE_1,"亲密度",
GAME_ITEM_MAX_DURABLE_0,"最大持久度",
GAME_ITEM_MAX_DURABLE_1,"最大亲密度",

GAME_ITEM_DYE_RED,"染为红色",
GAME_ITEM_DYE_PURPLE,"染为紫色",
GAME_ITEM_DYE_BLUE,"染为蓝色",
GAME_ITEM_DYE_LIGHT_BLUE,"染为天蓝色",
GAME_ITEM_DYE_GREEN,"染为绿色",
GAME_ITEM_DYE_PEA_GREEN,"染为黄色",
GAME_ITEM_DYE_GOLD,"染为黄金色",
GAME_ITEM_DYE_ORANGE,"染为橙色",
GAME_ITEM_DYE_BLACK,"染为黑色",
GAME_ITEM_DYE_GRAY,"染为灰色",
GAME_ITEM_DYE_SILVER,"染为银色",
GAME_ITEM_DYE_SPECIAL,"染为特殊颜色",

GAME_ITEM_EFFECTIVE_DIM,"次元效果",
GAME_ITEM_USE_POSSIBLE_SKY,"在天界可以使用",
GAME_ITEM_USE_POSSIBLE_GROUND,"在地上界可以使用",
GAME_ITEM_USE_POSSIBLE_HADES,"在冥界可以使用",
GAME_ITEM_USE_POSSIBLE_SKY_GROUND,"在天界和地上界可以使用",
GAME_ITEM_USE_POSSIBLE_GROUND_HADES,"在地上界和冥界可以使用",
GAME_ITEM_USE_POSSIBLE_SKY_HADES,"在天界和冥界可以使用",

GAME_ITEM_RISE_0,"HP",
GAME_ITEM_RISE_1,"MP",
GAME_ITEM_RISE_2,"SP",
GAME_ITEM_RISE_3,"重量上限",
GAME_ITEM_RISE_4,"体积上限",
GAME_ITEM_RISE_5,"移动力",

GAME_ITEM_RISE_STATUS_0,"力量",
GAME_ITEM_RISE_STATUS_1,"魔法",
GAME_ITEM_RISE_STATUS_2,"体质",
GAME_ITEM_RISE_STATUS_3,"命中",
GAME_ITEM_RISE_STATUS_4,"灵活",
GAME_ITEM_RISE_STATUS_5,"智力",
GAME_ITEM_RISE_STATUS_6,"幸运度",

GAME_ITEM_STATUS_0,"攻击力(打)",
GAME_ITEM_STATUS_1,"攻击力(砍)",
GAME_ITEM_STATUS_2,"攻击力(刺)",
GAME_ITEM_STATUS_3,"魔法攻击力",
GAME_ITEM_STATUS_4,"防御力",
GAME_ITEM_STATUS_5,"魔法防御力",
GAME_ITEM_STATUS_6,"近距离命中",
GAME_ITEM_STATUS_7,"远距离命中",
GAME_ITEM_STATUS_8,"魔法命中",
GAME_ITEM_STATUS_9,"近距离回避",
GAME_ITEM_STATUS_10,"远距离回避",
GAME_ITEM_STATUS_11,"魔法抵抗",
GAME_ITEM_STATUS_12,"会心一击",
GAME_ITEM_STATUS_13,"会心一击回避",
GAME_ITEM_STATUS_14,"恢复力",
GAME_ITEM_STATUS_15,"魔法恢复力",

GAME_ITEM_ATACK,"物理攻击力",

GAME_ITEM_ATTR_0,"无属性",
GAME_ITEM_ATTR_1,"火属性",
GAME_ITEM_ATTR_2,"水属性",
GAME_ITEM_ATTR_3,"风属性",
GAME_ITEM_ATTR_4,"土属性",
GAME_ITEM_ATTR_5,"光属性",
GAME_ITEM_ATTR_6,"闇属性",

GAME_ITEM_UNUSUAL_STATUS_0,"使用时中毒效果",
GAME_ITEM_UNUSUAL_STATUS_1,"使用时石化效果",
GAME_ITEM_UNUSUAL_STATUS_2,"使用时魔法效果",
GAME_ITEM_UNUSUAL_STATUS_3,"使用时睡眠效果",
GAME_ITEM_UNUSUAL_STATUS_4,"使用时沉默效果",
GAME_ITEM_UNUSUAL_STATUS_5,"使用时钝化效果",
GAME_ITEM_UNUSUAL_STATUS_6,"使用时混乱效果",
GAME_ITEM_UNUSUAL_STATUS_7,"使用时冻结效果",
GAME_ITEM_UNUSUAL_STATUS_8,"使用时气绝效果",

GAME_ITEM_RECOVERY_STATUS_0,"解除毒状态",
GAME_ITEM_RECOVERY_STATUS_1,"解除石化状态",
GAME_ITEM_RECOVERY_STATUS_2,"解除麻痹状态",
GAME_ITEM_RECOVERY_STATUS_3,"解除睡眠状态",
GAME_ITEM_RECOVERY_STATUS_4,"解除沉默状态",
GAME_ITEM_RECOVERY_STATUS_5,"解除钝化状态",
GAME_ITEM_RECOVERY_STATUS_6,"解除混乱状态",
GAME_ITEM_RECOVERY_STATUS_7,"解除冻结状态",
GAME_ITEM_RECOVERY_STATUS_8,"解除气绝状态",

GAME_ITEM_EQUIP_PARAM_0,"可装备 力量",
GAME_ITEM_EQUIP_PARAM_1,"可装备 魔法",
GAME_ITEM_EQUIP_PARAM_2,"可装备 体质",
GAME_ITEM_EQUIP_PARAM_3,"可装备 命中",
GAME_ITEM_EQUIP_PARAM_4,"可装备 灵活",
GAME_ITEM_EQUIP_PARAM_5,"可装备 智力",

GAME_ITEM_EQUIP_POSSIBLE_RACE,"可装备 种族",
GAME_ITEM_EQUIP_POSSIBLE_ALL_RACE,"所有种族可以装备",
GAME_ITEM_EQUIP_POSSIBLE_SEX,"可装备 性别",
GAME_ITEM_EQUIP_POSSIBLE_MALE,"男性专用装备",
GAME_ITEM_EQUIP_POSSIBLE_FEMALE,"女性专用装备",
GAME_ITEM_EQUIP_POSSIBLE_UNISEX,"男女共用",
GAME_ITEM_EQUIP_POSSIBLE_LV,"可装备 LV",

GAME_ITEM_EQUIP_POSSIBLE_JOB,"可装备职业",
GAME_ITEM_EQUIP_POSSIBLE_ALL_JOB,"所有职业可以装备",
GAME_ITEM_EQUIP_POSSIBLE_ALLFIGHTER,"战士系列",
GAME_ITEM_EQUIP_POSSIBLE_ALLSPELLUSER,"魔法系列",
GAME_ITEM_EQUIP_POSSIBLE_ALLBACKPACKER,"生产系列",

GAME_ITEM_FUSION_NAME,"模样情报",
GAME_ITEM_KINDTYPE,"分类 类型",

GAME_ITEM_PETPARAM_ADV,"前生",
GAME_ITEM_ATKEFFECT,"Hit Effect",
GAME_ITEM_DORMANCY,"休眠中",
GAME_ITEM_USE_SKILL_TAG,"装备时可以使用的技能",
GAME_ITEM_PASSIVE_SKILL_TAG,"装备时适用的被动技能",
GAME_ITEM_POSSESS_USE_SKILL_TAG,"凭依中可以使用技能",
GAME_ITEM_POSSESS_PASSIVE_SKILL_TAG,"凭依中适用的被动技能",

GAME_ITEM_INFO_SKETCH,"%s的写生",
GAME_ITEM_INFO_FIGURE,"%s的模型",
GAME_ITEM_INFO_FREESCROLL,"%s技能封印",

GAME_ITEM_EQUIP_COND,"装备条件",
GAME_ITEM_ASSIGN_AKRO_EAST,"隶属奥克鲁尼亚 骑士团东军",
GAME_ITEM_ASSIGN_AKRO_WEST,"隶属奥克鲁尼亚 骑士团西军",
GAME_ITEM_ASSIGN_AKRO_SOUTH,"隶属奥克鲁尼亚 骑士团南军",
GAME_ITEM_ASSIGN_AKRO_NORTH,"隶属奥克鲁尼亚 骑士团北军",

GAME_ITEM_TIP_0,"显示基本道具情报",
GAME_ITEM_TIP_1,"显示关於战斗的道具情报",
GAME_ITEM_TIP_2,"显示详细的道具情报",

GAME_ITEM_BALLOON_NULL,"
GAME_ITEM_BALLOON_NONE,"杂货",
GAME_ITEM_BALLOON_HELM,"投具",
GAME_ITEM_BALLOON_ACCESORY,"防具",
