#マップＩＤ,マップ名,管理するサーバーID,ミニマップの描画（0　非表示、1　表示）,代替マップID,脱出ワープＩＤ,実際に使用しているマップID（コピーマップ元のID）,NPC_MASK,PVPフィールド, 
10032000,乐天娜湖泊,3,1,10032000,-1,
10032001,乐天娜湖泊练习场,4,1,10032000,-1,
10034000,奥克鲁尼亚东海岸,2,1,10034000,-1,
10034001,奥克鲁尼亚东海岸练习场,6,1,10034000,-1,
10034002,东海岸宠物养殖场,1,1,10034000,-1,
10035000,军舰岛,2,1,10035000,-1,
10042000,步伐沙漠,3,1,10042000,-1,
10042001,步伐沙漠练习场,4,1,10042000,-1,
10043000,乐天娜湖泊下游,5,1,10043000,-1,
10046000,南方海角,6,1,10046000,-1,
10049000,北方高原,1,1,10049000,-1,
10050000,北方中央山脉,4,1,10050000,-1,
10050001,北方中央山脉,4,1,10050000,-1,
10051000,永恒之北部极地,4,1,10051000,-1,
10051100,爱伊斯岛,4,1,10051100,-1,
10054000,谜之团要塞,3,1,10054000,-1,
10054001,谜之团要塞,3,1,10054000,-1,
10054100,谜之团要塞北部,3,1,10054000,-1,
10056000,牛牛草原,3,1,10056000,-1,
10057000,帕斯特市,2,1,10057000,-1,
10059000,玛依玛依岛,4,1,10059000,-1,
10059001,玛依玛依岛 (夜),4,1,10059000,-1,
10059100,面包树森林,4,1,10059000,-1,
10059101,面包树森林 (夜),4,1,10059000,-1,
10059102,面包树森林,4,1,10059000,-1,
10060000,摩根市,4,1,10060000,-1,
10061000,鬼之寝岩,6,1,10061000,-1,
10062000,唐卡岛,6,1,10062000,-1,
10063000,阿伊恩萨乌斯路,6,1,10063000,-1,
10063100,阿伊恩市上层,6,1,10063000,-1,
10064000,铁火山,3,1,10064000,-1,
10064001,铁火山练习场,3,1,10064000,-1,
10065000,诺顿海滨长廊,2,1,10050000,-1,
10066000,阿伊恩市下层,5,1,10063000,-1,
10067000,女王谒见之间,6,1,10050000,-1,
10068000,榖仓地带,5,1,10068000,-1,
10069000,不死皇城,3,1,10068000,-1,
10070000,光之塔周边,4,1,10070000,-1,
10071000,泰迪岛,2,1,-1,-1,
10071001,得菩提岛,2,1,-1,-1,
#10900000,取消视点锁定地图 1,6,1,-1,-1,
#10901000,取消视点锁定地图 2,6,1,-1,-1,
#10902000,取消视点锁定地图 3,6,1,-1,-1,
#10903000,取消视点锁定地图 4,6,1,-1,-1,
#10904000,取消视点锁定地图 5,6,1,-1,-1,
#10905000,取消视点锁定地图 6,6,1,-1,-1,
20000000,大陆之洞窟B1F,6,1,10034000,171,
20000001,大陆之洞窟B1F,6,1,10034000,171,
20000002,大陆之洞窟B1F,6,1,10034000,171,
20001000,大陆之洞窟B2F,6,1,10034000,171,
20001001,大陆之洞窟B2F,6,1,10034000,171,
#20001002,大陆之洞窟B2F,6,1,-1,-1,
20002000,大陆之洞窟B3F,6,1,10034000,171,
20002001,大陆之洞窟B3F,6,1,10034000,171,
#20002003,TGS活动用地牢,6,1,-1,-1,
20003000,大陆之洞窟B4F,6,1,10034000,171,
#20003001,大陆之洞窟B4F,6,1,-1,-1,
#20003002,大陆之洞窟B4F,6,1,-1,-1,
20004000,大陆之洞窟B5F,6,1,10034000,171,
20004001,玛欧斯之故乡,1,1,10034000,171,
20004002,蜂之巢穴,3,1,10020000,765,
20010000,冰结的坑道B1F,5,1,10002000,183,
20010001,冰结的坑道B1F,5,1,10002000,183,
20010002,冰结的坑道B1F,5,1,10002000,183,
20011000,冰结的坑道B2F,5,1,10002000,183,
20011001,冰结的坑道B2F,5,1,10002000,183,
20012000,冰结的坑道B3F,5,1,10002000,183,
20012001,冰结的坑道B3F,5,1,10002000,183,
#20012002,TGS活动用地牢,5,1,-1,-1,
20013000,永恒深渊耸立的门,3,1,10051000,-1,
20013001,永恒深渊耸立的门,3,1,10051000,-1,
20013002,宝物库,1,1,10050000,-1,
20013003,奥克鲁尼亚东部平原,6,1,10025000,-1,
20013100,永恒深渊耸立的门,3,1,10051000,-1,
20014000,北部地牢,6,1,10050000,485,
20015000,爱伊斯岛之地下通道,6,1,10051000,-1,
20020000,南部地牢B1F,5,1,10063000,694,
20020001,南部地牢B1F练习场,5,1,10063000,-1,
20021000,南部地牢B2F,5,1,10063000,694,
20022000,南部地牢B3F,5,1,10063000,694,
20023000,马克特码头,6,1,10063000,694,
20030000,废炭矿B1F,4,1,10035000,237,
20030001,废炭矿B1F,4,1,10035000,-1,
20030002,废炭矿B1F,4,1,10035000,-1,
20031000,废炭矿B2F,4,1,10035000,237,
20031001,废炭矿B2F,4,1,10035000,-1,
20032000,废炭矿B3F,4,1,10035000,237,
20032001,废炭矿B3F,4,1,10035000,-1,
20070000,无限回廊B1F,3,1,10042000,-1,
20070001,无限回廊B2F,3,1,10042000,-1,
20070002,无限回廊B3F,3,1,10042000,-1,
20070003,无限回廊B4F,3,1,10042000,-1,
20070004,无限回廊B5F,3,1,10042000,-1,
20070005,无限回廊B6F,3,1,10042000,-1,
20070006,无限回廊B7F,3,1,10042000,-1,
20070007,无限回廊B8F,3,1,10042000,-1,
20070008,无限回廊B9F,3,1,10042000,-1,
20071009,无限回廊B10F,3,1,10042000,-1,
20070010,无限回廊B11F,3,1,10042000,-1,
20070011,无限回廊B12F,3,1,10042000,-1,
20070012,无限回廊B13F,3,1,10042000,-1,
20070013,无限回廊B14F,3,1,10042000,-1,
20070014,无限回廊B15F,3,1,10042000,-1,
20070015,无限回廊B16F,3,1,10042000,-1,
20070016,无限回廊B17F,3,1,10042000,-1,
20070017,无限回廊B18F,3,1,10042000,-1,
20070018,无限回廊B19F,3,1,10042000,-1,
20071019,无限回廊B20F,3,1,10042000,-1,
20070020,无限回廊B21F,3,1,10042000,-1,
20070021,无限回廊B22F,3,1,10042000,-1,
20070022,无限回廊B23F,3,1,10042000,-1,
20070023,无限回廊B24F,3,1,10042000,-1,
20070024,无限回廊B25F,3,1,10042000,-1,
20070025,无限回廊B26F,3,1,10042000,-1,
20070026,无限回廊B27F,3,1,10042000,-1,
20070027,无限回廊B28F,3,1,10042000,-1,
20070028,无限回廊B29F,3,1,10042000,-1,
20071029,无限回廊B30F,3,1,10042000,-1,
20070030,无限回廊B31F,3,1,10042000,-1,
20070031,无限回廊B32F,3,1,10042000,-1,
20070032,无限回廊B33F,3,1,10042000,-1,
20070033,无限回廊B34F,3,1,10042000,-1,
20070034,无限回廊B35F,3,1,10042000,-1,
20070035,无限回廊B36F,3,1,10042000,-1,
20070036,无限回廊B37F,3,1,10042000,-1,
20070037,无限回廊B38F,3,1,10042000,-1,
20070038,无限回廊B39F,3,1,10042000,-1,
20071039,无限回廊B40F,3,1,10042000,-1,
20070040,无限回廊B41F,3,1,10042000,-1,
20070041,无限回廊B42F,3,1,10042000,-1,
20070042,无限回廊B43F,3,1,10042000,-1,
20070043,无限回廊B44F,3,1,10042000,-1,
20070044,无限回廊B45F,3,1,10042000,-1,
20070045,无限回廊B46F,3,1,10042000,-1,
20070046,无限回廊B47F,3,1,10042000,-1,
20070047,无限回廊B48F,3,1,10042000,-1,
20070048,无限回廊B49F,3,1,10042000,-1,
20071049,无限回廊B50F,3,1,10042000,-1,
20070100,回廊养殖场1F,3,1,10042000,1269,
20070101,回廊养殖场2F,3,1,10042000,1269,
20070102,回廊养殖场3F,3,1,10042000,1269,
20080000,斗技场,5,1,10023000,-1,
20080001,营运者调查室,5,1,-1,-1,
20080002,营运者调查室,5,1,-1,-1,
20080003,营运者调查室,5,1,-1,-1,
20080004,营运者调查室,5,1,-1,-1,
20080005,营运者调查室,5,1,-1,-1,
#20080006,训练所1Ｆ,5,1,-1,-1,
20080007,东军团大厅,5,1,10023000,-1,
20080008,西军团大厅,5,1,10023000,-1,
20080009,南军团大厅,5,1,10023000,-1,
20080010,北军团大厅,5,1,10023000,-1,
20080011,斗技场２,5,1,10023000,-1,
20080012,遗迹入口前广场,5,1,10023000,-1,
20080013,遗迹入口前广场,5,1,10050000,-1,
20080014,遗迹入口前广场,5,1,10063000,-1,
20080015,发怒的得菩提的休息室,5,1,-1,-1,
20080016,训练所1F,1,1,10068000,-1,
20081000,空中之咖啡室,1,1,-1,-1,
20090000,东方地牢,1,1,10057000,824,
20091000,毒湿地,2,1,10057000,824,
20092000,原始森林,3,1,10057000,824,
20092001,冥王之森,4,1,10057000,-1,
20100000,右门兵营1F,1,0,10068000,835,
20101000,右门兵营2F,1,0,10068000,835,
20102000,右门兵营3F,1,0,10068000,835,
20103000,训练所1F,2,0,10068000,835,
20104000,训练所2F,2,0,10068000,835,
20105000,监狱,2,0,10068000,835,
20106000,法务官之间,2,0,10068000,835,
20107000,政务官之间,2,0,10068000,835,
20108000,皇宫1F,2,0,10068000,835,
20109000,皇宫2F,2,0,10068000,835,
20110000,皇宫3F,2,0,10068000,835,
20111000,谒见之间,2,0,10068000,835,
20112000,王之寝室,2,0,10068000,835,
20113000,左门兵营1F,2,0,10068000,835,
20114000,左门兵营2F,2,0,10068000,835,
20115000,左门兵营3F,2,0,10068000,835,
20116000,本馆1F,2,0,10068000,835,
20117000,本馆2F,2,0,10068000,835,
20118000,本馆3F,2,0,10068000,835,
20119000,本馆4F,2,0,10068000,835,
20120000,阿卡兹的房间,2,0,10068000,835,
#20120001,阿高普路斯市地下室A,5,0,10068000,-1,
#20120002,阿高普路斯市地下室B,5,0,10068000,-1,
20121000,大宴会场,2,0,10068000,835,
20122000,小宴会场,2,0,10068000,835,
20123000,礼拜堂2F,2,0,10068000,835,
20124000,礼拜堂3F,2,0,10068000,835,
20125000,圣者之间,2,0,10068000,835,
20126000,仓库1F,2,0,10068000,835,
20127000,仓库2F,2,0,10068000,835,
20128000,仓库3F,2,0,10068000,835,
20129000,城市入口,2,0,10070000,835,
20130000,连络通路,2,0,10070000,835,
20140000,主场馆1Ｆ,2,0,10070000,1201,
20141000,主场馆2Ｆ,2,0,10070000,1201,
20142000,主场馆3Ｆ,2,0,10070000,1201,
20143000,主场馆4Ｆ,2,0,10070000,1201,
20144000,A-5Ｆ,3,0,10070000,1201,
20145000,B-5Ｆ,3,0,10070000,1201,
20146000,光之塔下层,4,0,10070000,-1,
20146001,光之塔下层,4,0,10070000,-1,
20147000,A-6Ｆ,5,0,10070000,1201,
20148000,B-6Ｆ,5,0,10070000,1201,
20149000,A-7Ｆ,5,0,10070000,1201,
20150000,B-7Ｆ,5,0,10070000,1201,
20151000,A-8Ｆ,5,0,10070000,1201,
20152000,B-8Ｆ,5,0,10070000,1201,
20153000,A-9Ｆ,5,0,10070000,1201,
20154000,A-10Ｆ,5,0,10070000,1201,
20154001,A-14Ｆ,5,0,10070000,1201,
20154002,A-20Ｆ,5,0,10070000,1201,
20155000,A-11Ｆ,5,0,10070000,1201,
20155001,A-15Ｆ,5,0,10070000,1201,
20155002,A-19Ｆ,5,0,10070000,1201,
20156000,A-12Ｆ,5,0,10070000,1201,
20157000,A-13Ｆ,5,0,10070000,1201,
20158000,A-16Ｆ,5,0,10070000,1201,
20159000,A-17Ｆ,5,0,10070000,1201,
20160000,A-18Ｆ,5,0,10070000,1201,
20161000,A-21Ｆ,5,0,10070000,1201,
20162000,A-22Ｆ,5,0,10070000,1201,
20163000,光之塔上层,4,0,10070000,-1,
20164000,玛依玛依遗迹第一甲板,4,0,10059000,-1,
#20900000,取消视点锁定地图 7,1,0,-1,-1,
#20901000,取消视点锁定地图 8,1,0,-1,-1,
#20902000,取消视点锁定地图 9,1,0,-1,-1,
#20903000,取消视点锁定地图 10,1,0,-1,-1,
#20904000,取消视点锁定地图 11,1,0,-1,-1,
#20905000,取消视点锁定地图 12,1,0,-1,-1,
#20906000,测试地图,1,0,-1,-1,
#20907000,测试地图,1,0,-1,-1,
30001000,占卜店,2,0,10023000,-1,
30001001,诺顿魔法商店,3,0,10050000,-1,
30001002,帕斯特魔法商店,4,0,10057000,-1,
30002000,解答小屋,5,0,10023000,-1,
30002001,帕斯特的小屋,6,0,10057000,-1,
30002002,闇黑武器屋,1,0,10060000,-1,
30002003,唐卡秘密商店,2,0,10062000,-1,
30010000,咖啡馆,3,0,10023000,-1,
30010001,诺顿咖啡馆,4,0,10050000,-1,
30010002,诺顿咖啡馆,5,0,10050000,-1,
30010003,阿伊恩市咖啡馆,6,0,10063000,-1,
30010004,阿伊恩市咖啡馆,1,0,10063000,-1,
30010005,诺顿咖啡馆,2,0,10050000,-1,
30010006,帕斯特咖啡馆,3,0,10057000,-1,
30010007,要塞的咖啡馆,4,0,10054000,-1,
30010008,摩根咖啡馆,5,0,10060000,-1,
30010009,摩根宠物咖啡馆,6,0,10060000,-1,
30010010,唐卡咖啡馆,1,0,10062000,-1,
30011000,合成商店,2,0,10018000,-1,
30011001,诺顿监定所,3,0,10050000,-1,
30011002,诺顿监定所,4,0,10050000,-1,
30011003,阿伊恩市监定所,5,0,10063000,-1,
30011004,阿伊恩市监定所,6,0,10063000,-1,
30011005,帕斯特监定所,1,0,10057000,-1,
30011006,砦壁之咖啡馆,2,0,10062000,-1,
30012000,武器商人,3,0,10023000,-1,
30012001,诺顿武器商人,4,0,10050000,-1,
30012002,阿伊恩市武器商店,5,0,10063000,-1,
30012003,帕斯特武器商店,6,0,10057000,-1,
30012004,摩根武器商店,1,0,10060000,-1,
30012005,唐卡武器商店,2,0,10062000,-1,
30013000,武器制造所,3,0,10023000,-1,
30013001,阿伊恩市武器制造所,4,0,10063000,-1,
30013002,要塞的武器制造所,5,0,10054000,-1,
30014000,古董商店,6,0,10023000,-1,
30014001,阿伊恩市古董商店,1,0,10063000,-1,
30014002,摩根古董商店,2,0,10060000,-1,
30014003,唐卡古董商店,3,0,10062000,-1,
30020000,裁缝阿姨的家,4,0,10023000,-1,
30020001,民家,5,0,10018000,-1,
30020002,诺顿裁缝店,6,0,10050000,-1,
30020003,阿伊恩市裁缝店,1,0,10063000,-1,
30020004,民家,2,0,10018000,-1,
30020005,帕斯特裁缝店,3,0,10057000,-1,
30020006,摩根裁缝店,4,0,10060000,-1,
30020007,唐卡裁缝店,5,0,10062000,-1,
30021000,宝石商店,6,0,10023000,-1,
30021001,诺顿宝石商店,1,0,10050000,-1,
30021002,阿伊恩市宝石商店,2,0,10063000,-1,
30021003,帕斯特宝石商店,3,0,10057000,-1,
30021004,摩根宝石商店,4,0,10060000,-1,
30021005,唐卡宝石商店,5,0,10062000,-1,
30022000,贤者首领之家,6,0,10023000,-1,
30030000,东军本部入口,1,0,10023000,-1,
30030001,道具的小部屋,2,0,-1,-1,
30030002,活动木偶的小屋,3,0,-1,-1,
30031000,西军本部入口,4,0,10023000,-1,
30032000,南军本部入口,5,0,10023000,-1,
30033000,北军本部入口,6,0,10023000,-1,
30040000,剑士行会,1,0,10023000,-1,
30041000,骑士行会,2,0,10023000,-1,
30042000,盗贼行会,3,0,10023000,-1,
30043000,弓手行会,4,0,10023000,-1,
30044000,魔法系行会,5,0,10023000,-1,
30045000,铁匠行会,6,0,10023000,-1,
30046000,机械师行会,1,0,10023000,-1,
30047000,农夫行会,2,0,10023000,-1,
30048000,链金术师行会,3,0,10023000,-1,
30049000,木偶使行会,4,0,10023000,-1,
30050000,冒险家行会,5,0,10023000,-1,
30051000,商人行会,6,0,10023000,-1,
30051001,商人行会,1,0,10023000,-1,
30052000,塔妮亚利益代表的房间,2,0,10023000,-1,
30053000,道米尼利益代表的房间,3,0,10023000,-1,
30054000,少数民族利益代表的房间,4,0,10023000,-1,
30055000,？？？的房间,5,0,10018000,-1,
30055001,？？？的房间,6,0,10050000,-1,
30055002,？？？的房间,1,0,10050000,-1,
30060000,商人之店,2,0,10063000,-1,
30060001,诺顿商店,3,0,10063000,-1,
30060002,诺顿商店,4,0,10057000,-1,
30060003,阿伊恩市商店,5,0,10057000,-1,
30060004,阿伊恩市商店,6,0,10062000,-1,
30060005,帕斯特商店,1,0,10062000,-1,
30060006,帕斯特商店,2,0,10018000,-1,
30060007,唐卡商店,3,0,10063000,-1,
30060008,唐卡商店,4,0,10063000,-1,
30060009,商人之店,5,0,10063000,-1,
30071000,阿伊恩市之民家,6,0,10063000,-1,
30071001,皮欧之家,1,0,10063000,-1,
30072000,富翁家,2,0,10063000,-1,
30073000,佣兵军团之大?,3,0,10063000,-1,
30074000,空军之大厅,4,0,10063000,-1,
30075000,佣兵军团长官室,5,0,10063000,-1,
30076000,空军长官室,6,0,10063000,-1,
30077000,动力制御室,1,0,10064000,-1,
30077001,动力制御室,2,0,10064000,-1,
30078000,议会大?,3,0,10064000,-1,
30079000,合同舍大?,4,0,10063000,-1,
30080000,避难所,5,0,10063000,-1,
30080001,避难所,6,0,10056000,-1,
30080002,避难所,1,0,10054000,-1,
30081000,大工场大?,2,0,10018000,-1,
30082000,钢铁工厂大?,3,0,10018000,-1,
30090000,宠物小屋,4,0,10018000,-1,
30090001,约克之家,5,0,10057000,-1,
30090002,初始之家,6,0,10025000,-1,
30090003,初始之家,1,0,10022000,-1,
30090004,初始之家,2,0,10031000,-1,
30091000,学校,3,0,10014000,-1,
30091001,东部平原初心者学校,4,0,10025000,-1,
30091002,西部平原初心者学校,5,0,10022000,-1,
30091003,南部平原初心者学校,6,0,10031000,-1,
30091004,北部平原初心者学校,1,0,10014000,-1,
30091005,东部平原初心者学校,2,0,10025000,-1,
30092000,矿工之部屋,3,0,10060000,-1,
30094000,摩根佣兵军团本部,4,0,10060000,-1,
30095000,摩根政府大厦,5,0,10060000,-1,
30096000,战士系行会分会,6,0,10060000,-1,
30097000,商人行会总部,1,0,10060000,-1,
30097001,赌徒行会,2,0,-1,-1,
30098000,碳矿监督厅,3,0,10060000,-1,
30099000,国营精炼所,4,0,10060000,-1,
30099001,迪澳曼特私人精炼所,5,0,10060000,-1,
30099002,国营精炼所,6,0,10060000,-1,
30100000,东军本部长官室,1,0,10023000,-1,
30100001,接待室,2,0,10023000,-1,
30101000,西军本部长官室,3,0,10023000,-1,
30102000,南军本部长官室,4,0,10023000,-1,
30102001,南军本部长官室,5,0,10023000,-1,
30102002,南军本部长官室,6,0,10023000,-1,
30103000,北军本部长官室,1,0,10023000,-1,
30110000,行会宫殿大楼中庭,2,0,10023000,-1,
#30110001,行会宫殿大楼中庭,3,0,-1,-1,
30111000,行会宫殿2楼,4,0,10023000,-1,
30112000,行会宫殿3楼,5,0,10023000,-1,
30113000,行会宫殿4楼,6,0,10023000,-1,
30113001,行会宫殿4楼,1,0,10023000,-1,
30114000,行会宫殿5楼,2,0,10023000,-1,
30120000,白之圣堂,3,0,10023000,-1,
30121000,黑之圣堂,4,0,10023000,-1,
30122000,情人教堂,5,0,-1,-1,
30122001,情人教堂,6,0,-1,-1,
30130000,帕斯特管理局,1,0,10057000,-1,
30131000,绿色防备军本部,2,0,10057000,-1,
30131001,谜之团本部,3,0,10054000,-1,
30131002,海盗会馆,4,0,10054000,-1,
30132000,农夫行会总部,5,0,10057000,-1,
30133000,农夫行会会长的房间,6,0,10057000,-1,
30134000,马厩,1,0,10057000,-1,
30134001,马厩,2,0,10057000,-1,
30140000,塔妮亚传送室,3,0,-1,-1,
30140001,塔妮亚传送室,4,0,-1,-1,
30140002,塔妮亚传送室,5,0,-1,-1,
30140003,塔妮亚传送室,6,0,-1,-1,
30141000,道米尼传送室,1,0,-1,-1,
30141001,道米尼传送室,2,0,-1,-1,
30141002,道米尼传送室,3,0,-1,-1,
30141003,普罗莎娜的监狱,4,0,-1,-1,
30150000,唐卡民家,5,0,10062000,-1,
30151000,唐卡政务大楼,6,0,10062000,-1,
30152000,雷奥的活动木偶工作室,1,0,10062000,-1,
30152001,莉塔的活动木偶工作室,2,0,10062000,-1,
30153000,卡米罗的机械工场,3,0,10062000,-1,
30153001,利迪亚的机械工场,4,0,10062000,-1,
30154000,活动木偶第一研究所,5,0,10062000,-1,
30154001,活动木偶第二研究所,6,0,10062000,-1,
30155000,多尔斯军本部,1,0,10062000,-1,
30156000,活动木偶本部,2,0,10062000,-1,
30156001,活动木偶本部,3,0,10062000,-1,
30157000,机械师本部,4,0,10062000,-1,
30157001,机械师本部,5,0,10062000,-1,
30160000,诺顿宫殿宴会厅,6,0,10050000,-1,
30161000,女王谒见之间,1,0,10050000,-1,
30162000,诺顿王国军等候室,2,0,10050000,-1,
30162001,诺顿王国军等候室,3,0,10050000,-1,
30163000,魔法行会总部门廊,4,0,10050000,-1,
30164000,大导师的房间,5,0,10050000,-1,
30165000,总部的房间,6,0,10050000,-1,
30165001,总部的秘密房间,1,0,10050000,-1,
30170000,伊戈路,2,0,10051000,-1,
30170001,伊戈路,3,0,10051000,-1,
30171000,伊戈路杂货商人,4,0,10050000,-1,
30171001,伊戈路杂货商人,5,0,10050000,-1,
30180000,剧场门廊1,6,0,10023000,-1,
30181000,剧场门廊2,6,0,10023000,-1,
30182000,剧场门廊3,6,0,10023000,-1,
30183000,剧场门廊4,6,0,10023000,-1,
30190000,剧场放映室1,6,0,10023000,-1,
30191000,剧场放映室2,6,0,10023000,-1,
30192000,剧场放映室3,6,0,10023000,-1,
30193000,剧场放映室4,6,0,10023000,-1,
30194000,剧场放映室1,6,0,10023000,-1,
30195000,剧场放映室2,6,0,10023000,-1,
30196000,剧场放映室3,6,0,10023000,-1,
30197000,剧场放映室4,6,0,10023000,-1,
30200000,帐篷,6,0,10025000,-1,
30200001,朝圣者的住宿设施,1,0,10059000,-1,
30200002,朝圣者的住宿设施,2,0,10059000,-1,
30200003,朝圣者的住宿设施,3,0,10059000,-1,
30200004,朝圣者的住宿设施,4,0,10059000,-1,
30201000,飞空庭的庭院,5,0,-1,-1,
30201001,飞空庭的庭院,6,0,-1,-1,
30202000,飞空庭的房间,1,0,-1,-1,
30202001,飞空庭的房间,2,0,-1,-1,
30203000,埃米尔族的梦中,3,0,-1,-1,
30203001,埃米尔族的梦中,4,0,-1,-1,
30203002,埃米尔族的梦中,5,0,-1,-1,
30204000,塔妮亚世界的幻影,6,0,-1,-1,
30204001,塔妮亚世界的幻影,1,0,-1,-1,
30204002,塔妮亚世界的幻影,2,0,-1,-1,
30205000,道米尼世界的幻影,3,0,-1,-1,
30205001,道米尼世界的幻影,4,0,-1,-1,
30205002,道米尼世界的幻影,5,0,-1,-1,
30206000,爱丽丝之部屋,6,0,-1,-1,
30207000,使用者之部屋,1,0,-1,-1,
30208000,仆人的房间,2,0,-1,-1,
# ????全?????必要???-1?指定??????。,# ????全?????必要???-1?指定??????。,
40000000,帐篷,-1,0,-1,-1,
# ????????同??。,# ????????同??。,
50000000,总部的房间,-1,0,10050000,-1,
50001000,阿卡兹的房间,-1,0,10068000,-1,
50002000,商人行会,-1,0,10023000,-1,
50003000,？？？的房间,-1,0,10023000,-1,
50004000,？？？的房间,-1,0,10023000,-1,
50005000,赌徒监狱,-1,0,-1,-1,
50006000,飞空庭的庭院,-1,0,-1,-1,
50007000,阿高普路斯市地下房间,-1,0,10023000,-1,
50008000,阿高普路斯市地下房间,-1,0,10023000,-1,
50009000,活动木偶第二研究所,-1,0,10062000,-1,
50010000,活动木偶第二研究所,-1,0,10062000,-1,
50011000,千?之飞空庭,-1,0,10023000,-1,
50012000,千?之飞空庭,-1,0,10023000,-1,
50014000,玛莎的飞空庭,-1,0,-1,-1,
50015000,莉塔的活动木偶工房,-1,0,10062000,-1,
50016000,莉塔的活动木偶工房,-1,0,10062000,-1,
50017000,光之塔下层部,-1,0,10070000,-1,
50018000,哈尔列尔利的飞空庭,-1,0,-1,-1,
50019000,哈尔列尔利的飞空庭,-1,0,-1,-1,
50020000,哈尔列尔利的飞空庭,-1,0,-1,-1,
50021000,古鲁杜的大宅,-1,0,10060000,-1,
50022000,空置小屋,-1,0,10050000,-1,
50023000,避难所,-1,0,10064000,-1,
50024000,帕斯特管理局,-1,0,10057000,-1,
50025000,原始森林,-1,0,10057000,-1,
50026000,商人行会,-1,0,10023000,-1,
50027000,埃米尔族的梦中,-1,0,-1,-1,
50028000,塔妮亚世界的幻影,-1,0,-1,-1,
50029000,道米尼世界的幻影,-1,0,-1,-1,
50030000,阿高普路斯市司令室,-1,0,-1,-1,
50031000,阿高普路斯市市走道,-1,0,-1,-1,
50032000,奥克鲁尼亚大陆废墟,-1,0,-1,-1,
50033000,谜之团本部,-1,0,-1,-1,
50034000,圣女的家,-1,0,-1,-1,
60000000,INSD:遗迹内部,-1,1,-1,-1,
60001000,玛依玛依遗迹内部,-1,1,10059000,-1,
60900000,INSD:南D-B3F,-1,0,10057000,-1,
60901000,INSD:南D-B3F,-1,0,10063000,-1,
60902000,INSD:圣者广场,-1,0,10068000,-1,
60903000,INSD:东方地牢,-1,0,10057000,-1,
61000000,INSD:遗迹内部,-1,1,-1,-1,
61004000,玛依玛依遗迹内部,-1,1,10059000,-1,
62000000,INSD:遗迹内部,-1,1,-1,-1,
62001000,INSD:十字形大型,-1,1,-1,-1,
62002000,玛依玛依遗迹内部,-1,1,10059000,-1,
62003000,玛依玛依遗迹内部,-1,1,10059000,-1,
63000000,INSD:正方形小型,-1,1,-1,-1,
63001000,INSD:正方形小型,-1,1,-1,-1,
63002000,INSD:正方形小型（缩小）,-1,1,-1,-1,
63003000,INSD:卡瑟型小型,-1,1,-1,-1,
63004000,INSD:卡瑟型小型（缩小）,-1,1,-1,-1,
63005000,INSD:变形十字小型,-1,1,-1,-1,
63006000,玛依玛依遗迹内部,-1,1,10059000,-1,
63007000,玛依玛依遗迹内部,-1,1,10059000,-1,
63008000,玛依玛依遗迹内部,-1,1,10059000,-1,
64000000,INSD:直?长走道,-1,1,-1,-1,
64001000,INSD:直?短走道,-1,1,-1,-1,
64002000,INSD:往右拐的走道,-1,1,-1,-1,
64003000,INSD:往左拐的走道,-1,1,-1,-1,
