#10,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,スキルリスト,,,,,,,,,,,,経験値,,ドロップ,ドロップアイテム,,,,,,,,,備考 #ID,NAME,PICTID,?? ID,?,??,???,??,? ??,LV,??,??,??,??,??,??,?,??,HP,SP,MP,??,??,??,??,??,??,??,??%,??,??%,??,??,??,??,??,??,??,??,???,????,??,??,??,无,火,水,风,土,光,?,?,??,??,??,??,??? ?? ??,??,??,??,ID１,??,ID2,??,ID3,??,ID4,??,ID5,??,ID,??,ID１,??,ID2,??,ID3,??,ID4,??,ID5,??,ID,??,ＩＤ１,??,ＩＤ２,??,ＩＤ３,??,ＩＤ４,??,ＩＤ５,??,ＩＤ６,??,EXP,JOB,ID,??? ID1,??? ID2,??? ID3,??? ID4,??? ID5,??? ID6,??? ID7,ID8(???),ID8 ??, ,
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,ＩＤ５,確率,ＩＤ６,確率,EXP,JOB,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率, 
#99999999,Limitation : W byte 16 characters,99999999,HUMAN,1,1,1,0,0,0,127,127,127,127,127,127,127,127,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,100,100,100,100,100,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,99999999,99999999,0,99999999,99999999,99999999,99999999,null,99999999,99999999,99999999,99999999,
10000400,乳白皮丘,10000400,PLANT,1,1,1,0,0,6,13,9,10,14,15,7,1,1,41,0,0,250,9,12,BLOW,9,12,7,5,30,8,13,97,20,2,2,200,2,3,100,1,200,200,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7513,100,0,0,0,0,0,0,0,0,0,0,7,9,17,null,10002200,10008450,90000045,10032811,10019900,90000045,10050901,350,#结晶mob,
10000401,无限回廊的乳白皮丘,10000400,PLANT,1,1,1,0,0,18,50,50,50,50,50,50,50,50,322,1000,1000,380,31,42,BLOW,69,76,47,10,61,10,75,0,60,21,13,24,1,1,100,1,200,200,1,0,0,20,0,0,0,0,21,168,105,42,168,105,255,255,126,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7511,100,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,,,#水?性攻???：???,
10000500,绿色皮露露,10000500,PLANT,1,1,1,0,0,12,15,10,13,15,16,8,1,1,80,0,0,210,11,20,BLOW,12,21,13,7,39,15,22,98,34,12,12,200,2,6,100,1,244,256,1,0,0,0,0,20,0,0,255,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,1,70,9,30,0,0,0,0,0,0,0,0,7500,100,0,0,0,0,0,0,0,0,0,0,15,17,17,null,10001903,10003200,90000045,10032805,10003200,10005200,10050906,500,#结晶mob,
10000501,无限回廊的绿色皮露露,10000500,PLANT,1,1,1,0,0,38,50,50,50,50,50,50,50,50,850,1000,1000,300,50,66,BLOW,250,300,59,10,61,10,150,0,170,17,21,27,1,1,100,1,200,200,1,0,10,0,0,0,0,0,21,189,168,185,136,84,255,255,168,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7544,100,0,0,0,0,0,0,0,0,0,0,80,60,0,0,0,0,0,0,0,0,,,#?????态异常、???,
10000700,黄色皮露露,10000700,PLANT,1,1,1,0,0,11,17,11,14,16,17,9,1,1,78,40,35,230,13,17,BLOW,11,19,24,29,38,27,18,98,16,10,10,200,2,1,100,1,232,232,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7510,100,0,0,0,0,0,0,0,0,0,0,11,19,11,null,10032800,10034507,10035400,10032807,10008450,10032807,10050904,800,
10000800,琥珀杰利,10000800,PLANT,1,1,1,0,0,7,10,1,5,13,13,4,1,1,60,30,15,240,8,10,BLOW,9,11,4,6,23,15,9,96,17,0,0,200,2,3,100,1,200,200,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,7512,100,0,0,0,0,0,0,0,0,0,0,10,8,17,null,10032800,10009000,90000043,10032808,10045300,90000043,10050902,250,#结晶mob,
10000801,火岩皮露露,10000801,ROCK,1,1,1.5,0,0,32,1,1,1,1,1,1,1,1,350,100,100,250,103,120,BLOW,10,35,114,25,84,30,137,100,80,41,48,105,10,3,100,1,50,50,1,0,50,0,0,0,0,0,25,255,60,10,10,210,180,100,255,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,170,16,null,10032800,10000202,10034507,null,10014854,10034502,10050980,800,#一??重???命中低?,
10000802,无限回廊的火岩皮露露,10000801,PLANT,1,1,1.5,0,0,51,1,1,1,1,1,1,1,1,1800,100,100,155,264,312,BLOW,24,50,135,25,150,20,113,0,41,61,45,50,3,1,100,1,200,0,1,0,25,0,0,25,0,0,10,180,36,25,80,30,80,50,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,250,3,null,null,null,null,null,null,null,,,#一??重???命中低?,
10000900,柏油杰利,10000900,PLANT,1,1,1,0,0,11,13,9,10,14,15,7,1,1,75,16,17,220,16,21,BLOW,14,23,19,17,34,24,19,98,27,11,11,200,2,3,100,1,236,240,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,4,null,10000701,10035300,10032809,null,10034508,10034505,10050905,100,
10000901,石油杰利,10000900,PLANT,1,1,1,0,0,28,50,50,50,50,50,50,50,50,380,999,999,360,50,110,BLOW,50,110,42,10,74,42,71,104,140,59,71,200,5,15,100,1,344,344,1,0,40,0,0,0,0,0,20,20,20,10,20,20,255,20,20,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,7531,100,0,0,0,0,0,0,0,0,0,0,94,86,4,null,10000701,10035300,10032809,null,10034508,10034505,
10000902,无限回廊的石油杰利,10000900,PLANT,1,1,1,0,0,52,50,50,50,50,50,50,50,50,1900,999,999,130,301,332,BLOW,32,50,140,20,188,20,114,0,32,66,85,20,3,1,100,1,200,0,1,0,25,0,0,0,0,0,10,55,60,180,150,20,50,25,100,24,100,0,0,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,7531,100,0,0,0,0,0,0,0,0,0,0,250,180,4,null,null,null,null,null,null,null,
10001000,金属球,10001000,PLANT,1,1,1,0,0,40,50,50,50,50,50,50,50,50,25,58,97,1000,29,43,BLOW,7,13,300,96,999,100,130,107,34,70,70,200,30,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,77,3,null,10015600,10015710,10015300,null,10015707,10013300,10050968,100,#?得????????,
10001001,迷路的金属球,10001000,PLANT,1,1,1,0,0,24,24,24,24,24,24,24,24,24,14,58,97,900,16,25,BLOW,7,13,240,95,999,100,56,102,34,22,20,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,33,3,null,10015600,10015710,10015300,null,10015707,10013300,10050909,200,
10001002,微型金属球,10001000,PLANT,1,1,0.6,0,0,15,15,15,15,15,15,15,15,15,8,58,97,800,10,14,BLOW,7,13,300,95,999,100,27,99,34,18,18,200,15,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7,3,null,10015600,10015710,10015300,null,10015707,10013300,
10001003,无限回廊的金属球,10001000,PLANT,1,1,1,0,0,55,50,50,50,50,50,50,50,50,50,58,97,500,80,93,BLOW,32,50,400,100,999,100,130,107,34,70,70,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,7556,100,0,0,0,0,0,0,0,0,0,0,333,33,3,null,null,null,null,null,null,null,,,#?得????????,
10001004,迷宫的金属球,10001000,PLANT_SKILL,1,1,1.1,0,0,40,50,50,50,50,50,50,50,50,100,58,97,1000,16,25,BLOW,7,13,380,100,999,100,255,102,200,22,20,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,0,255,255,255,47,70,42,10,10,20,0,0,0,0,0,0,10,70,42,20,47,10,0,0,0,0,0,0,7653,100,0,0,0,0,0,0,0,0,0,0,3333,3333,3,null,10015600,10015710,10015300,null,10015707,10013300,
10001005,迷宫的微型金属球,10001000,PLANT_SKILL,1,1,0.8,0,0,40,50,50,50,50,50,50,50,50,10,58,97,1000,16,25,BLOW,7,13,380,97,999,100,255,102,200,22,20,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,0,255,255,255,47,10,42,60,15,30,0,0,0,0,0,0,10,10,42,45,15,45,0,0,0,0,0,0,6317,100,0,0,0,0,0,0,0,0,0,0,77,7,3,null,10015600,10015710,10015300,null,10015707,10013300,
10005000,樱花皮露露,10005000,PLANT_MARK,1,1,1,0,0,1,6,1,1,11,10,3,1,1,1,0,0,200,5,7,BLOW,1,1,1,99,1,99,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,10051800,10051800,10005645,10025959,null,null,null,
10005001,樱花皮露露,10005000,PLANT_MARK,1,1,1,0,0,1,6,1,1,11,10,3,1,1,2,0,0,200,5,7,BLOW,1,1,1,99,1,99,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,10051800,10051800,10005645,10025959,null,null,null,
10005002,樱花皮露露,10005000,PLANT_MARK,1,1,1,0,0,1,6,1,1,11,10,3,1,1,3,0,0,600,5,7,BLOW,1,1,1,99,1,99,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,SAKURA,SAKURA,SAKURA,SAKURA,SAKURA,null,null,
10010000,咕咕,10010000,BIRD,1,1,1,0,0,8,15,5,6,2,13,5,1,1,50,33,19,245,10,14,STAB,7,10,3,6,13,10,16,97,15,1,1,200,4,4,100,1,216,200,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,17,null,10007700,10018208,90000044,null,10019900,90000044,10050913,500,#结晶mob,
10010002,无限回廊的咕咕,10010000,BIRD,1,1,1,0,0,46,15,5,6,2,13,5,1,1,875,33,19,400,155,175,STAB,120,180,200,20,130,20,110,0,184,75,30,80,3,1,100,1,200,100,1,0,25,0,0,0,0,0,10,255,20,255,25,20,120,50,100,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,17,null,null,null,null,null,null,null,,,#结晶mob,
10010004,火凤凰,10010000,BIRD,1,1,1,0,0,8,15,5,6,2,13,5,1,1,50,33,19,245,10,14,STAB,7,10,3,6,13,10,16,97,15,5,5,200,4,4,100,1,216,200,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,100,0,0,0,0,0,0,0,0,0,0,63,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,17,null,10007700,10018208,90000044,null,10019900,90000044,,,#结晶mob,
10010101,咕咕鸡,10010100,BIRD,1,1,1,0,0,25,25,13,16,4,18,10,1,1,450,100,100,380,77,91,STAB,45,62,48,12,65,35,70,52,140,88,95,50,4,10,100,1,0,0,1,0,20,0,25,0,0,0,60,50,255,50,125,80,255,165,125,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,69,0,null,null,null,null,null,null,null,,,#?????、HP少???态异常好?,
10010102,无限回廊的古代咕咕鸡,10010100,BIRD,1,1,1,0,0,55,25,13,16,4,18,10,1,1,1000,43,50,115,321,337,STAB,120,130,110,32,162,15,115,0,120,112,64,100,3,1,100,1,230,100,1,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,80,14,20,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7501,100,0,0,0,0,0,0,0,0,0,0,68,22,9,null,null,null,null,null,null,null,,,#,
10010100,古代咕咕鸡,10010100,BIRD,1,1,1,0,0,19,25,13,16,4,18,10,1,1,130,43,50,315,21,37,STAB,17,28,33,11,42,15,45,101,120,42,64,200,7,3,100,1,288,200,1,0,10,0,0,0,0,0,0,255,0,0,0,0,0,0,0,3,80,14,20,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7501,100,0,0,0,0,0,0,0,0,0,0,68,22,9,null,10018200,10006400,10007700,10012550,10012550,10034150,10050921,800,#序盘??友达。皆共用。,
10015000,火鸡,10015000,BIRD,1,1,1,0,0,35,35,35,50,20,30,15,20,30,1200,150,150,250,100,150,STAB,200,250,80,10,145,35,156,150,80,100,55,200,4,4,100,1,300,250,1,0,10,0,0,0,0,0,255,10,255,20,20,25,100,50,120,35,100,0,0,0,0,0,0,0,0,0,0,35,100,0,0,0,0,0,0,0,0,0,0,7501,40,7508,10,7523,50,0,0,0,0,0,0,450,450,24,null,10006400,10018200,10007800,10034502,10037300,10009500,,,#,
10020000,德拉奇,10020000,BIRD,1,1,1,1,0,19,33,21,29,20,26,15,1,1,230,62,112,230,30,47,SLASH,38,55,9,9,30,10,51,101,24,30,29,200,3,2,100,1,300,200,1,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,80,14,20,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7528,100,0,0,0,0,0,0,0,0,0,0,69,31,17,null,10006300,null,90000044,null,10019900,10045100,10050941,500,#序盘??友达。????用。结晶mob,
10020001,克伯特,10020000,BIRD,1,1,1,1,0,28,50,50,50,50,50,50,50,50,410,999,999,330,65,106,SLASH,47,84,59,10,35,21,78,104,150,63,88,200,26,12,100,1,348,200,1,0,0,0,30,0,0,0,20,20,20,20,255,20,10,20,20,4,90,9,10,0,0,0,0,0,0,0,0,4,90,9,10,0,0,0,0,0,0,0,0,7504,100,0,0,0,0,0,0,0,0,0,0,130,70,3,null,10006300,null,10019900,null,10009500,10045100,10050961,250,
10020002,无限回廊的克伯特,10020000,BIRD,1,1,1,1,0,21,50,50,50,50,50,50,50,50,488,1000,1000,250,55,62,SLASH,0,0,35,10,62,10,79,0,0,20,24,28,1,1,100,1,200,200,1,0,0,0,10,0,0,0,21,42,168,168,0,126,255,255,255,3,80,14,20,0,0,0,0,0,0,0,0,3,45,14,55,0,0,0,0,0,0,0,0,7515,100,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,,,#??????、????,
10020100,红色?克鲁克伯特,10020100,BIRD,1,1,1,1,0,43,33,30,40,20,45,15,10,15,1500,150,150,230,120,165,SLASH,150,200,40,30,40,20,130,150,100,120,160,200,5,6,100,1,300,300,1,0,0,0,0,0,0,80,40,20,20,30,20,10,10,10,30,22,40,34,60,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7531,50,7544,50,0,0,0,0,0,0,0,0,450,550,17,null,10006300,null,90000044,null,10019900,10045100,,,#赤,
10020200,?克鲁克伯特,10020200,BIRD,1,1,1,1,0,43,33,30,40,20,45,15,10,15,1500,150,150,230,120,165,SLASH,150,200,40,30,40,20,130,150,100,120,160,200,5,6,100,1,300,300,1,0,0,0,0,0,0,80,40,20,20,30,20,10,10,10,30,22,40,34,60,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7531,50,7544,50,0,0,0,0,0,0,0,0,450,550,17,null,10006300,null,90000044,null,10019900,10045100,,,#紫,
10020700,笨重伯特,10020700,BIRD,1,1,1,1,0,65,33,21,29,20,26,15,1,1,2800,200,200,230,250,300,SLASH,250,300,170,10,160,10,185,101,150,70,85,200,10,5,100,1,300,200,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,24,50,36,50,0,0,0,0,0,0,0,0,24,40,36,60,0,0,0,0,0,0,0,0,7728,30,7578,70,0,0,0,0,0,0,0,0,1650,1250,20,null,10006400,10025207,10019900,10014852,10054600,10054600,,,#?金???,
10020900,夜伯特,10020900,BIRD_UNITE,1,1,1.5,1,0,25,35,25,30,20,30,15,10,15,430,100,112,250,75,79,SLASH,78,80,45,12,70,10,85,100,180,55,52,200,3,6,100,1,300,200,1,0,0,0,0,0,0,80,10,10,5,5,5,10,10,5,5,36,100,0,0,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7551,100,0,0,0,0,0,0,0,0,0,0,89,120,17,null,10006300,null,90000044,null,10019900,10045100,,,#凭依,
10021000,钢铁克伯特,10021000,BIRD,1,1,1.5,1,0,19,33,21,29,20,26,15,1,1,230,62,112,230,30,47,SLASH,38,55,9,9,30,10,51,101,24,30,29,200,3,2,100,1,300,200,1,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,3,70,14,30,0,0,0,0,0,0,0,0,7528,100,0,0,0,0,0,0,0,0,0,0,69,31,17,null,10006300,null,90000044,null,10019900,10045100,,,#灰,
