#MONSTERID,モンスター名,PICTID,種別ID,憑依時間,再憑依時間,体の幅,体の長さ,特殊情報,,,,,,,,,,,,,,,,基本パラメータ,,,,,,,,戦闘パラメータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,属性値,,,,,,,状態異常耐性,,,,,,,,,スキルリスト,,,,,,得意な採集カテゴリー※７月２５日追加, 
#,,,,(秒),(秒),,,飛行,アンデッド,霊,水中呼吸,真空耐性,熱耐性,冷気耐性,予備,予備,予備,予備,予備,予備,予備,予備,予備,腕力,魔力,体力,器用度,敏捷度,知性,運,魅力,最大HP,最大SP,最大MP,移動速度,最低攻撃力叩,最高攻撃力叩,最低攻撃力斬,最高攻撃力斬,最低攻撃力突,最高攻撃力突,最低魔法攻撃力,最高魔法攻撃力,物理防御－,物理防御％,魔法防御－,魔法防御％,近距離命中力,遠距離命中力,魔法命中力,近距離回避力,遠距離回避力,魔法回避力,クリティカル力,クリティカル回避力,回復力,魔法回復力,攻撃速度,詠唱速度,同調値,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足化,混乱,氷結,気絶,スキルID1,スキルID2,スキルID3,スキルID4,スキルID5,スキルID6,植物採集,鉱物採集,食べ物採集,魔法物採集,宝箱採集,発掘品採集,何でも採集,変なもの採集, 
#99999999,Limitation : W byte 16 characters,99999999,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,127,127,127,127,127,127,127,127,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,0,0,0,0,0,
10022000,泰迪,10022000,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10022050,白色泰迪,10022050,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10022051,圣诞泰迪,10022051,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
#10022052,小小泰迪,10022052,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10022053,得菩提,10022053,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10022054,皮格夫,10022054,MAGIC_CREATURE,180,300,0.8,0.8,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10022055,破旧的缝制玩偶,10022055,MAGIC_CREATURE,180,300,0.5,0.5,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10019400,玛欧斯,10019400,WATER_ANIMAL,180,300,1,1,0,0,0,1,0,0,1,,,,,,,,,,10,-10,7,-3,3,-7,0,0,0,17,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-30,0,0,30,,0,-10,30,-10,5510,5009,0,0,0,0,0,0,1,0,0,0,0,1,
10019402,黄金玛欧斯,10019402,WATER_ANIMAL,180,300,1,1,0,0,0,1,0,0,1,,,,,,,,,,10,-10,7,-3,3,-7,0,0,0,17,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-30,0,0,30,,0,-10,30,-10,5510,5009,0,0,0,0,0,0,1,0,0,0,0,1,
10019403,玛欧斯(歌舞伎),10019403,WATER_ANIMAL,180,300,1,1,0,0,0,1,0,0,1,,,,,,,,,,10,-10,7,-3,3,-7,0,0,0,17,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-30,0,0,30,,0,-10,30,-10,5510,5009,0,0,0,0,0,0,1,0,0,0,0,1,
10019404,黑色玛欧斯,10019404,WATER_ANIMAL,180,300,1,1,0,0,0,1,0,0,1,,,,,,,,,,10,-10,7,-3,3,-7,0,0,0,17,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,-30,0,0,30,,0,-10,30,-10,5510,5009,0,0,0,0,0,0,1,0,0,0,0,1,
10011500,矿石精灵,10011500,MAGIC_CREATURE,180,300,1,1,1,0,0,1,1,0,0,,,,,,,,,,-12,0,-10,8,12,9,0,0,20,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,-10,-10,30,0,0,0,3097,5009,0,0,0,0,0,1,0,1,0,1,0,0,
10013850,塞尔曼德,10013850,ELEMENT,180,300,1,1,0,0,0,0,0,1,0,,,,,,,,,,5,2,7,-5,-6,0,0,0,30,13,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,30,10,0,0,0,0,-30,-30,10,5504,5008,0,0,0,0,0,0,1,1,0,0,1,0,
20040300,邪恶的塞尔曼德,20040300,ELEMENT,180,300,1,1,0,0,0,0,0,1,0,,,,,,,,,,5,2,7,-5,-6,0,0,0,30,13,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,10,0,0,0,0,-30,-30,10,5522,5008,0,0,0,0,0,0,1,1,0,0,1,0,
20040301,微微的塞尔曼德,20040301,ELEMENT,180,300,1,1,0,0,0,0,0,1,0,,,,,,,,,,18,20,12,27,25,10,30,0,150,60,200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,30,10,0,0,0,0,-30,-30,10,5504,5008,0,0,0,0,0,0,1,1,0,0,1,0,
10013000,尼姆,10013000,INSECT,180,300,1,1,1,0,0,0,0,0,1,,,,,,,,,,-8,8,-8,0,8,10,0,0,20,5,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,-30,-30,0,0,0,30,0,0,0,5501,5010,0,0,0,0,1,0,1,1,0,0,0,0,
10019200,曼陀萝,10019200,ELEMENT,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,0,2,-2,0,-4,0,0,0,25,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,-30,10,0,10,10,-10,0,0,10,5507,5010,0,0,0,0,1,1,0,1,0,0,0,0,
10021700,虎姆拉,10021700,ELEMENT,180,300,1,1,0,0,0,0,0,1,0,,,,,,,,,,4,7,0,-4,-3,5,0,0,30,15,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,10,0,0,-10,-30,10,30,-10,5505,5008,0,0,0,0,0,0,0,1,1,1,0,0,
10021701,虎姆拉,10021701,ELEMENT,180,300,1,1,0,0,0,0,0,1,0,,,,,,,,,,5,8,0,-4,-2,5,0,12,45,30,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,10,0,0,-10,-30,10,30,-10,5505,5008,0,0,0,0,0,0,0,1,1,1,0,0,
10025000,赤鬼,10025000,MAGIC_CREATURE,180,300,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10025050,青鬼,10025050,MAGIC_CREATURE,180,300,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10025052,桃鬼,10341500,MAGIC_CREATURE,180,300,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10025053,灰鬼,10341000,MAGIC_CREATURE,180,300,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#10050400,海贼王泰迪,10050400,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
#10050500,红番泰迪,10050500,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10050600,泰迪宝贝,10050600,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10050602,泰迪宝贝 (绿),10050602,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
20240800,泰迪宝贝 (橙),20240800,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10050700,零式泰迪,10050700,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,7,-5,0,2,3,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
10050701,零式泰迪,10050701,MAGIC_CREATURE,180,300,1,1,0,0,0,0,0,0,0,,,,,,,,,,-3,9,-5,0,3,3,0,7,0,25,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-30,0,-30,-30,-30,-30,-30,-30,5513,5010,0,0,0,0,1,0,0,1,0,0,1,0,
90000012,爬爬虫(mon),90000012,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000006,皮露露(mon),90000006,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000007,海胆(mon),90000007,HUMAN,180,300,1,1,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000008,艾卡纳黑桃(mon),90000008,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000009,小幽浮(mon),90000009,HUMAN,180,300,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000010,杀人蜂 (mon),90000010,HUMAN,180,300,1,1,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000011,德斯(mon),90000011,HUMAN,180,300,1,1,1,1,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000013,咕咕(mon),90000013,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
#90000014,德拉奇(mon),90000014,HUMAN,180,300,1,1,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000015,熊(mon),90000015,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000016,飞鱼(mon),90000016,HUMAN,180,300,1,1,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000017,巴呜(mon),90000017,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000018,洛基(mon),90000018,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000019,土蜘蛛(mon),90000019,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000020,飞鱼(mon),90000020,HUMAN,180,300,1,1,1,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000021,德拉奇(mon),90000021,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000022,丧屍(mon),90000022,HUMAN,180,300,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000023,骷髅骨(mon),90000023,HUMAN,180,300,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000024,木乃伊(mon),90000024,HUMAN,180,300,1,1,0,1,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000025,路普(mon),90000025,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000026,独角兽(mon),90000026,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90000027,爬爬虫凯莉娥（mon),90000027,HUMAN,180,300,1,1,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
