#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,ＥＶＥＮＴＩＤ,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定, 

#10000000,
#10000001,
#10000002,
11000048,行会商人,10035000,49,177,0,1.05,11000048,0,11000050,111,0,1,0,
11000049,街上的男孩,10024000,128,156,0,1.1,11000049,0,11000049,111,0,1,0,
11000050,行会商人,10025000,40,135,4,1.05,11000050,0,11000050,111,0,1,0,
11000051,行会商人,10022000,215,120,0,1.05,11000050,0,11000050,111,0,1,0,
11000052,行会商人,10031000,120,40,6,1.05,11000050,0,11000050,111,0,1,0,
11000053,行会商人,10014000,135,215,2,1.05,11000050,0,11000050,111,0,1,0,
11000054,行会商人,10023000,129,183,4,1.05,11000050,0,11000050,111,0,1,0,
11000055,行会商人,10024000,123,106,6,1.05,11000050,0,11000050,111,0,1,0,
11000056,诺顿国境警备员,10001000,95,43,2,1.1,11000056,0,11000056,111,0,1,0,
11000057,诺顿国境警备员,10001000,90,2,7,1.1,11000057,0,11000057,111,0,1,0,
11000060,行会商人,30060000,4,0,0,1.05,11000060,0,11000050,111,0,1,0,
11000061,行会商人,10046000,164,220,4,1.05,11000061,0,11000050,111,0,1,0,
11000062,行会商人,10001000,81,27,6,1.05,11000062,0,11000050,111,0,1,0,
11000063,行会商人,10054000,184,161,5,1.05,11000063,0,11000050,111,0,1,0,
11000064,行会商人,10060000,154,199,2,1.05,11000064,0,11000052,111,0,1,0,
#???????商店2,,,,,,,,,,,,,0,
11000065,行会商人,30060004,4,0,0,1.05,11000065,0,11000050,111,0,1,0,
11000066,行会商人,30060002,4,0,0,1.05,11000066,0,11000050,111,0,1,0,
#11000067,唐卡的商人,10001000,,,,1.05,11000067,0,11000050,111,0,1,0,
#11000068,天塔商人,10001000,,,,1.05,11000068,0,11000050,111,0,1,0,
11000069,行会商人,10059000,99,58,3,1.05,11000069,0,11000050,111,0,1,0,
11000070,村里的老人,10023000,189,129,7,1.1,11000070,0,11000070,111,0,1,0,
11000071,万物博士,10024000,100,94,3,1,11000071,0,11000071,111,0,1,0,
#11000072,没个性的男子,10023000,116,205,4,1,11000072,0,11000072,111,0,1,0,
#11000073,装模作样的人,10023000,197,145,2,1,11000073,0,11000073,111,0,1,0,
#11000074,诚实的男子,10023000,117,85,0,1,11000074,0,11000074,111,0,1,0,
#11000075,性感的女孩,10023000,97,73,2,1,11000075,0,11000075,111,0,1,0,
11000076,魔术,10024000,122,49,0,1,11000076,0,11000076,111,0,1,0,
11000077,雪莉,10024000,136,133,7,1,11000077,0,11000077,111,0,1,0,
11000078,菲尔,10024000,174,76,1,1,11000078,0,11000078,111,0,1,0,
11000079,黑佰特,10024000,147,209,4,1,11000079,0,11000079,111,0,1,0,
11000080,健忘的老人,10024000,201,133,2,1.1,11000080,0,11000080,111,0,1,0,
11000081,老爷爷的孩子,10023000,122,167,4,1,11000081,0,11000081,111,0,1,0,
11000082,老爷爷的孙儿,10024000,51,130,4,1.1,11000082,0,11000082,111,0,1,0,
11000083,老爷爷的朋友,10023000,49,176,2,1.1,11000083,0,11000083,111,0,1,0,
11000084,老爷爷的部下,10024000,169,202,5,1,11000084,0,11000084,111,0,1,0,
11000085,老爷爷的儿媳妇,10023000,162,91,2,1,11000085,0,11000085,111,0,1,0,
11000086,爱哭的男生,10024000,98,157,1,1,11000086,0,11000086,111,0,1,0,
11000087,塔妮亚传送室主任,30140000,7,16,6,1,11000087,0,11000087,111,0,1,0,
11000088,道米尼传送室主任,30141000,7,16,6,1,11000088,0,11000088,111,0,1,0,
11000089,奥尔佳,10001000,110,11,0,1,11000089,0,11000089,111,0,1,0,
11000090,玛秀夏,10002000,22,237,5,1,11000090,0,11000090,111,0,1,0,
11000091,汤姆,10014000,119,224,5,1.1,11000091,0,11000091,111,0,1,0,
11000092,嘉诺,10015000,253,89,3,1,11000092,0,11000092,111,0,1,0,
11000093,库恩塔斯,10018000,238,93,2,1,11000093,0,11000093,111,0,1,0,
11000094,咕丽尔姆,10019000,109,112,6,1.2,11000094,0,11000094,111,0,1,0,
11000095,少女,10022000,225,119,0,1,11000095,0,11000095,111,0,1,0,
11000096,挖掘者 ,10025000,31,121,0,1.2,11000096,0,11000096,111,0,1,0,
11000097,尼库尔勒 ,10031000,120,30,6,1.15,11000097,0,11000097,111,0,1,0,
11000098,列特,10031000,177,216,0,1.05,11000098,0,11000098,111,0,1,0,
11000099,库拉克,10034000,32,69,6,1.2,11000099,0,11000099,111,0,1,0,
11000100,普里德利基,10035000,17,196,6,1,11000100,0,11000100,111,0,1,0,
11000101,玛尔塔,10046000,210,222,2,1.08,11000101,0,11000101,111,0,1,0,
11000102,优列卡,20012000,11,11,7,1,11000102,0,11000102,111,0,1,0,
11000103,茉莉花,20003000,100,70,4,1,11000103,0,11000103,111,0,1,0,
11000104,莱因哈特,20032000,98,95,4,1,11000104,0,11000104,111,0,1,0,
11000105,歌露,10020000,104,72,0,1,11000105,0,11000105,111,0,1,0,
11000106,咖啡馆的麦当娜,10024000,200,124,2,1,11000106,0,11000106,111,0,1,0,
11000107,汤姆的妈妈,10024000,61,168,1,1.08,11000107,0,11000107,111,0,1,0,
11000108,卡鲁利涅,10024000,72,76,3,1,11000108,0,11000108,111,0,1,0,
11000109,大地之精灵,10018000,43,95,6,1,11000109,0,11000109,111,0,1,0,
11000110,风之精灵,10035000,131,101,6,1,11000110,0,11000110,111,0,1,0,
11000111,炎之精灵,10042000,31,61,6,1,11000111,0,11000111,111,0,1,0,
11000112,水之精灵,10002000,18,152,6,1,11000112,0,11000112,111,0,1,0,
11000113,光之精灵,10034000,48,95,6,1,11000113,0,11000113,111,0,1,0,
11000114,闇之精灵,10019100,12,79,6,1,11000114,0,11000114,111,0,1,0,
11000115,尼贝诺特发型屋,10023000,152,74,0,1.05,11000115,0,11000115,111,0,1,0,
11000118,道具精制师,10025000,47,120,0,1.15,11000118,0,11000118,111,0,1,0,
11000119,道具精制师,10022000,208,135,4,1.15,11000118,0,11000118,111,0,1,0,
11000120,道具精制师,10031000,135,47,2,1.15,11000118,0,11000118,111,0,1,0,
11000121,道具精制师,10014000,120,208,6,1.15,11000118,0,11000118,111,0,1,0,
11000122,食品店老婆婆,10025000,38,120,0,1,11000122,0,11000122,111,0,1,0,
11000123,食品店老婆婆,10022000,217,135,4,1,11000123,0,11000123,111,0,1,0,
11000124,食品店老婆婆,10031000,135,38,2,1,11000124,0,11000124,111,0,1,0,
11000125,食品店老婆婆,10014000,120,217,6,1,11000125,0,11000125,111,0,1,0,
11000126,阿格尼丝,10035000,211,202,3,1,11000126,0,11000126,111,0,1,0,
11000127,东门守卫,10025000,61,134,4,1.1,11000127,0,11000127,111,0,1,0,
11000128,东门守卫,10025000,61,121,0,1.1,11000128,0,11000128,111,0,1,0,
11000129,西门守卫,10022000,194,121,0,1.1,11000129,0,11000129,111,0,1,0,
11000130,西门守卫,10022000,194,134,4,1.1,11000130,0,11000130,111,0,1,0,
11000131,南门守卫,10031000,121,61,6,1.1,11000131,0,11000131,111,0,1,0,
11000132,南门守卫,10031000,134,61,2,1.1,11000132,0,11000132,111,0,1,0,
11000133,北门守卫,10014000,134,194,2,1.1,11000133,0,11000133,111,0,1,0,
11000134,北门守卫,10014000,121,194,6,1.1,11000134,0,11000134,111,0,1,0,
11000135,梦梦,10025000,41,136,5,1.3,11000135,0,11000135,111,0,1,0,
11000136,马洛尼,10022000,214,119,1,1.3,11000136,0,11000136,111,0,1,0,
11000137,维多利娜,10031000,119,41,7,1.3,11000137,0,11000137,111,0,1,0,
11000138,卡特琳娜,10014000,136,214,3,1.3,11000138,0,11000138,111,0,1,0,
11000139,玛欧斯长老,20004001,62,22,0,1,11000139,0,11000029,111,0,1,0,
11000140,玛欧斯居民,20004001,61,98,7,1,11000140,0,11000029,111,0,1,0,
11000141,玛欧斯居民,20004001,64,67,7,1,11000141,0,11000029,111,0,1,0,
11000142,玛欧斯居民,20004001,65,68,3,1,11000142,0,11000029,111,0,1,0,
11000143,玛欧斯居民,20004001,24,48,0,1,11000143,0,11000029,111,0,1,0,
11000144,玛欧斯居民,20004001,60,49,7,1,11000144,0,11000029,111,0,1,0,
11000145,玛欧斯居民,20004001,73,19,1,1,11000145,0,11000029,111,0,1,0,
11000146,玛欧斯居民,20004001,73,21,4,1,11000146,0,11000029,111,0,1,0,
11000147,玛欧斯居民,20004001,71,19,6,1,11000147,0,11000029,111,0,1,0,
11000148,玛欧斯宰相,20004001,60,23,7,1,11000148,0,11000029,111,0,1,0,
11000149,裁缝阿姨,30020000,3,1,0,1.08,11000149,0,11000149,111,0,1,0,
11000150,裁缝蝴蝶,10032000,137,103,3,1,11000150,0,11000150,111,0,1,0,
11000151,裁缝蝴蝶,10017000,34,246,1,1,11000151,0,11000151,111,0,1,0,
11000152,裁缝蝴蝶,10030000,76,235,2,1,11000152,0,11000152,111,0,1,0,
11000153,玛莎,20013003,61,62,6,1,11000153,0,11000153,111,0,1,0,
11000154,埃米尔,20013003,61,63,6,1,11000154,0,11000154,111,0,1,0,
11000155,埃琳娜,10023000,106,122,6,1,11000155,0,11000181,111,0,1,0,
11000156,贝利尔,20013003,61,59,6,1,11000156,0,11000156,111,0,1,0,
11000157,提多,20013003,61,61,6,1,11000157,0,11000157,111,0,1,0,
11000158,微微,20013003,61,60,6,1,11000158,0,11000158,111,0,1,0,
11000159,武器制作所店员,30013000,3,1,0,1.15,11000159,0,11000159,111,0,1,0,
11000160,剧场小姐,30180000,1,10,6,1,11000160,0,11000160,111,0,1,0,
11000161,剧场小姐,30181000,1,10,6,1,11000161,0,11000161,111,0,1,0,
11000162,剧场小姐,30182000,1,10,6,1,11000162,0,11000162,111,0,1,0,
11000163,剧场小姐,30183000,1,10,6,1,11000163,0,11000163,111,0,1,0,
11000164,南方国境武器商店店员,10046000,144,230,4,1.08,11000164,0,11000164,111,0,1,0,
11000165,布拉杜,10046000,178,180,0,1,11000165,0,11000165,111,0,1,0,
11000166,阿伊恩萨乌斯国境警备员,10046000,186,229,6,1.1,11000166,0,11000166,111,0,1,0,
11000167,阿伊恩萨乌斯国境警备员,10046000,207,229,2,1.1,11000167,0,11000167,111,0,1,0,
11000168,弗朗西斯小姐,10025000,110,135,4,1,11000168,0,11000168,111,0,1,0,
11000169,路易斯先生,10004000,204,20,2,1,11000169,0,11000169,111,0,1,0,
11000170,普丽缇小姐,10031000,169,220,3,1,11000170,0,11000170,111,0,1,0,
11000171,利基先生,30060000,7,2,1,1,11000171,0,11000171,111,0,1,0,
11000172,诺顿国境警备员,10001000,128,230,5,1.1,11000172,0,10000033,111,0,1,0,
11000173,诺顿国境警备员,10004000,192,27,7,1.1,11000173,0,10000033,111,0,1,0,
#20059/16～18　TGS????用　ECO_eventALL2?记述,,,,,,,,,,,,,0,
#11000174,玛欧斯,30030002,2,5,4,1,11000174,0,11000139,111,0,1,0,
#11000175,泰迪,30030002,4,3,2,1,11000175,0,11000357,111,0,1,0,
#11000176,虎姆拉,30030002,0,4,6,1,11000176,0,11000176,111,0,1,0,
#11000177,爱伊澌,30030002,0,1,6,1,11000177,0,11000177,111,0,1,0,
#11000178,小丘比,30030002,4,4,2,1,11000178,0,11000178,111,0,1,0,
#11000179,尼姆,30030002,4,2,2,1,11000179,0,11000179,111,0,1,0,
#11000180,皮诺,30030002,4,1,2,1,11000180,0,11000180,111,0,1,0,
#11000181,埃米尔,30030001,1,4,4,1,11000181,0,11000154,111,0,1,0,
#11000182,玛莎,30030001,3,4,4,1,11000182,0,11000153,111,0,1,0,
#11000183,微微,20002003,32,63,2,1,11000183,0,11000158,111,0,1,0,
#11000184,路利耶,20002003,52,72,2,1,11000184,0,11000155,111,0,1,0,
#11000185,贝利尔,20002003,72,75,4,1,11000185,0,11000156,111,0,1,0,
#11000186,埃米尔,20002003,96,17,0,1,11000186,0,11000154,111,0,1,0,
#11000187,东军骑士团士兵,20080006,43,25,2,1,11000187,0,11000033,111,0,1,0,
#11000188,西军骑士团士兵,20080006,7,25,6,1,11000187,0,11000034,111,0,1,0,
#11000189,南军骑士团士兵,20080006,25,7,0,1,11000187,0,11000035,111,0,1,0,
#11000190,北军骑士团士兵,20080006,25,43,4,1,11000187,0,11000036,111,0,1,0,
#????1?????,,,,,,,,,,,,,0,
11000191,剧场总管,30180000,11,7,0,1,11000191,0,11000191,111,0,1,0,
#?????案?人　2005/09/06追加,,,,,,,,,,,,,0,
11000192,剧场引座员,30191000,11,23,4,1,10000134,0,11000160,111,0,1,0,
11000193,剧场引座员,30193000,11,23,4,1,10000135,0,11000161,111,0,1,0,
11000194,剧场引座员,30195000,11,23,4,1,10000136,0,11000162,111,0,1,0,
11000195,剧场引座员,30197000,11,23,4,1,10000137,0,11000163,111,0,1,0,
#???台地　2005/09/10追加,,,,,,,,,,,,,0,
11000196,诺顿武僧,10049000,155,209,2,1.01,11000196,0,11000196,111,0,1,0,
11000197,诺顿女武僧,10049000,140,209,6,1.05,11000197,0,11000197,111,0,1,0,
11000198,莫卡莫卡热暖包贩卖商,10049000,161,221,2,1.02,11000198,0,11000198,111,0,1,0,
#????岛　2005/09/10追加,,,,,,,,,,,,,0,
11000199,爱伊斯 族长,10051100,40,155,4,1,11000199,0,11000177,111,0,1,0,
11000200,爱伊斯,10051100,71,208,6,1,11000200,0,11000177,111,0,1,0,
11000201,爱伊斯,10051100,37,138,0,1,11000201,0,11000177,111,0,1,0,
#北?极限　2005/09/10追加,,,,,,,,,,,,,0,
11000202,诺顿王国的居民,10051000,115,44,7,1.02,11000202,0,11000202,111,128,1,0,
11000203,诺顿王国的居民,10051000,107,62,1,1,11000203,0,11000205,111,128,1,0,
11000204,诺顿王国的居民,10051000,101,55,3,1.02,11000204,0,11000202,111,128,1,0,
11000205,诺顿王国的居民,10051000,86,74,1,1,11000205,0,11000205,111,128,1,0,
11000206,诺顿王国的居民,10051000,76,66,0,1.02,11000206,0,11000202,111,128,1,0,
11000207,诺顿王国的居民,10051000,58,87,0,1,11000207,0,11000205,111,128,1,0,
#北?极限???????　2005/09/10追加,,,,,,,,,,,,,0,
11000208,伊华,30170000,2,3,6,1.02,11000208,0,11000198,111,0,1,0,
#不冻湖????????　2005/09/10追加,,,,,,,,,,,,,0,
11000209,杂货屋,30171000,2,2,0,1.02,11000209,0,11000198,111,0,1,0,
#??????????　2005/09/10追加,,,,,,,,,,,,,0,
11000210,宝贝,10065000,73,121,6,1.1,11000210,0,11000049,111,0,1,0,
11000211,甜心,10065000,74,121,2,1,11000211,0,11000211,111,0,1,0,
11000212,诺顿女武僧,10065000,55,20,0,1.05,11000212,0,11000197,111,0,1,0,
11000213,诺顿武僧,10065000,48,20,0,1.01,11000213,0,11000196,111,0,1,0,
#???????　2005/09/10追加,,,,,,,,,,,,,0,
11000214,道具精制师,30011002,3,0,0,1.15,11000118,0,11000118,111,0,1,0,
11000215,监定师,30011002,1,1,7,1.1,11000451,0,11000070,111,0,1,0,
#????商店东店　2005/09/10追加,,,,,,,,,,,,,0,
11000216,行会商人,30060001,4,0,0,1.05,11000216,0,11000052,111,0,1,0,
#???????????商人,,,,,,,,,,,,,0,
11000217,惊慌的商人,30171001,2,2,0,1.02,11000217,0,11000198,111,0,1,0,
#????裁缝屋　2005/09/10追加,,,,,,,,,,,,,0,
11000218,裁缝店,30020002,3,2,0,1.08,11000218,0,11000149,111,0,1,0,
#?????石店　2005/09/10追加,,,,,,,,,,,,,0,
11000219,宝石商人,30021001,3,1,0,1,11000219,0,11000043,111,0,1,0,
#????酒屋（???侧）　,,,,,,,,,,,,,0,
11000220,巴列丽拿,30010002,1,0,7,1,11000220,0,11000511,111,0,1,0,
#????武器屋　2005/09/10追加,,,,,,,,,,,,,0,
11000221,武器商店店员,30012001,2,1,0,1,11000221,0,11000221,111,0,1,0,
#????魔法屋　2005/09/10追加,,,,,,,,,,,,,0,
11000222,魔法商店店员,30001001,2,1,0,1.05,11000222,0,11000005,111,0,1,0,
#僧兵诘?所男性侧　2005/09/10追加,,,,,,,,,,,,,0,
11000223,武僧,30162000,9,7,0,1.01,11000223,0,11000196,111,0,1,0,
11000224,武僧,30162000,7,16,6,1.01,11000224,0,11000196,111,0,1,0,
11000225,武僧,30162000,11,16,2,1.01,11000225,0,11000196,111,0,1,0,
#僧兵诘?所女性侧　2005/09/10追加,,,,,,,,,,,,,0,
11000226,女武僧,30162001,9,7,0,1.05,11000226,0,11000197,111,0,1,0,
11000227,女武僧,30162001,7,16,6,1.05,11000227,0,11000197,111,0,1,0,
11000228,女武僧,30162001,11,16,2,1.05,11000228,0,11000197,111,0,1,0,
#????宫殿???　2005/09/10追加,,,,,,,,,,,,,0,
11000229,禁卫兵,30160000,9,2,0,1.01,11000229,0,11000229,111,0,1,0,
11000230,女禁卫兵,30160000,14,2,0,1.05,11000230,0,11000230,111,0,1,0,
#大导师?部屋　2005/09/10追加,,,,,,,,,,,,,0,
11000231,大导师,30164000,9,7,0,1.1,11000231,0,11000231,111,0,1,0,
11000232,大导师的部下,30164000,11,9,2,1.1,11000232,0,11000019,111,0,1,0,
11000233,大导师的部下,30164000,7,9,6,1.1,11000233,0,11000019,111,0,1,0,
#???　2005/09/10追加,,,,,,,,,,,,,0,
11000234,少女见习生,30163000,15,9,2,1,11000234,0,11000234,111,0,1,0,
11000235,少男见习生,30163000,9,9,6,1,11000235,0,11000235,111,0,1,0,
#诘?所卫兵,,,,,,,,,,,,,0,
11000236,女武僧,10065000,73,7,0,1.05,11000236,0,11000197,111,0,1,0,
11000237,武僧,10065000,30,7,0,1.01,11000237,0,11000196,111,0,1,0,
#????宫殿???立?入?禁止NPC,,,,,,,,,,,,,0,
11000238,禁卫兵,30160000,1,6,6,1.01,11000238,0,11000229,111,0,1,0,
11000239,禁卫兵,30160000,1,13,6,1.01,11000239,0,11000229,111,0,1,0,
11000240,禁卫兵,30160000,1,20,6,1.01,11000240,0,11000229,111,0,1,0,
11000241,女禁卫兵,30160000,22,6,2,1.05,11000241,0,11000230,111,0,1,0,
11000242,女禁卫兵,30160000,22,13,2,1.05,11000242,0,11000230,111,0,1,0,
11000243,女禁卫兵,30160000,22,20,2,1.05,11000243,0,11000230,111,0,1,0,
#????????入?口,,,,,,,,,,,,,0,
11000244,女武僧,10065000,57,196,2,1.05,11000244,0,11000197,111,0,1,0,
11000245,武僧,10065000,46,196,6,1.01,11000245,0,11000196,111,0,1,0,
#???????　监定屋（???侧）,,,,,,,,,,,,,0,
11000246,道具精制师,30011001,3,0,0,1.15,11000118,0,11000118,111,0,1,0,
11000247,监定师,30011001,1,1,7,1.1,11000451,0,11000070,111,0,1,0,
#????酒屋（???侧）　2005/09/10追加,,,,,,,,,,,,,0,
11000248,巴列丽拿的哥哥,30010001,1,0,7,1,11000248,0,11000198,111,0,1,0,
#高所恐怖症?男,,,,,,,,,,,,,0,
11000249,布拉迪米鲁,10065000,28,184,4,1,11000249,0,11000249,158,0,1,0,
#??????????前???????　10/7??予定,,,,,,,,,,,,,0,
11000250,军团管理员,10023000,73,170,0,1,11000250,0,11000043,111,0,1,0,
#????王?军诘?所?中?人9/20追加,,,,,,,,,,,,,0,
11000251,年轻武僧,30162000,17,5,0,1.01,11000251,0,11000196,111,0,1,0,
11000252,武僧,30162000,17,6,4,1.01,11000252,0,11000196,111,0,1,0,
11000253,武僧,30162000,2,11,3,1.01,11000253,0,11000196,111,0,1,0,
11000254,年轻女武僧,30162001,17,5,0,1.05,11000254,0,11000197,111,0,1,0,
11000255,女武僧,30162001,17,6,4,1.05,11000255,0,11000197,111,0,1,0,
11000256,女武僧,30162001,2,11,3,1.05,11000256,0,11000197,111,0,1,0,
#?????岬入?许可证贩?人,,,,,,,,,,,,,0,
11000257,闇黑商人,10001000,78,27,2,1,11000257,0,11000257,135,0,1,0,
#???????、复活??士,,,,,,,,,,,,,0,
11000258,复活战士,10065000,43,121,6,1.1,11000258,0,11000347,111,0,1,0,
#?????????前、复活??士准备???????,,,,,,,,,,,,,0,
#11000259,复活战士,10050000,223,127,6,1.1,11000259,0,11000347,111,0,1,0,
#千人斩?????????,,,,,,,,,,,,,0,
#11000260,千姬,10023000,85,183,6,1,11000260,0,11000211,111,0,1,0,
#????2?????,,,,,,,,,,,,,0,
11000261,剧场总管,30181000,11,7,0,1,11000261,0,11000261,111,0,1,0,
#????3?????,,,,,,,,,,,,,0,
#11000262,剧场总管,30182000,11,7,0,1,11000262,0,11000191,111,0,1,0,
#11000263,剧场总管,30183000,11,7,0,1,11000262,0,11000261,111,0,1,0,
#??????帽染色????　?????????同时?表示,,,,,,,,,,,,,0,
11000264,染色店阿姨,10015000,108,63,0,1.08,11000264,0,11000107,111,0,1,0,
#666匹斩?????????,,,,,,,,,,,,,0,
#11000265,六姬,10025000,77,111,6,0.95,11000265,0,11000211,111,0,1,0,
#11000266,六姬,10022000,179,144,2,0.95,11000266,0,11000211,111,0,1,0,
#11000267,六姬,10031000,144,80,0,0.95,11000267,0,11000211,111,0,1,0,
#11000268,六姬,10014000,111,177,4,0.95,11000268,0,11000211,111,0,1,0,
#???????留守番,,,,,,,,,,,,,0,
11000269,熊太郎,30010002,1,3,6,1,11000269,0,10022000,111,0,1,0,
#???????酒屋,,,,,,,,,,,,,0,
11000270,咖啡馆店员,30010003,1,0,7,1,11000270,0,11000270,111,0,1,0,
11000271,咖啡馆店员,30010004,1,0,7,1,11000271,0,11000271,111,0,1,0,
#???????监定屋,,,,,,,,,,,,,0,
11000272,道具精制师,30011003,3,0,0,1.15,11000118,0,11000118,111,0,1,0,
11000273,监定师,30011003,1,1,7,1.1,11000451,0,11000070,111,0,1,0,
11000274,道具精制师,30011004,3,0,0,1.15,11000118,0,11000118,111,0,1,0,
11000275,监定师,30011004,1,1,7,1.1,11000451,0,11000070,111,0,1,0,
#???????武器屋,,,,,,,,,,,,,0,
11000276,武器商店店员,30012002,2,1,0,1,11000276,0,11000276,111,0,1,0,
#????????火场,,,,,,,,,,,,,0,
11000277,武器制作所店员,30013001,3,1,0,1.15,11000277,0,11000159,111,0,1,0,
#????????火场,,,,,,,,,,,,,0,
11000278,古董商店店员,30014001,5,1,1,1,11000278,0,11000278,111,0,1,0,
#???????裁缝屋,,,,,,,,,,,,,0,
11000279,裁缝店店员,30020003,3,2,0,1.08,11000279,0,11000149,111,0,1,0,
#????????石店,,,,,,,,,,,,,0,
11000280,宝石商人,30021002,3,1,0,1,11000280,0,11000043,111,0,1,0,
#???????商店1,,,,,,,,,,,,,0,
11000281,行会商人,30060003,4,0,0,1.05,11000281,0,11000052,111,0,1,0,
#锻治屋见习??家,,,,,,,,,,,,,0,
11000282,阿鲁斯的爱人,30071000,5,2,6,1.1,11000282,0,11000282,111,0,1,0,
#金持?????家,,,,,,,,,,,,,0,
11000283,阿鲁斯的妈妈,30072000,4,3,0,1,11000283,0,11000001,111,0,1,0,
#佣兵军???,,,,,,,,,,,,,0,
