<?xml version="1.0" encoding="utf-8"?>
<Config>
 <Name>WindowParam</Name>
 <WindowParam Version="1.0">
    <CODE KEY="py">116</CODE>
    <CODE KEY="cx">56</CODE>
    <CODE KEY="cy">16</CODE>
   </CANCELBTN>
   <TYPEBTN>
    <CODE KEY="px">123</CODE>
    <CODE KEY="py">22</CODE>
    <CODE KEY="cx">14</CODE>
    <CODE KEY="cy">14</CODE>
   </TYPEBTN>
   <TITLEIMG>
    <CODE KEY="px">9</CODE>
    <CODE KEY="py">43</CODE>
    <CODE KEY="cx">36</CODE>
    <CODE KEY="cy">12</CODE>
   </TITLEIMG>
   <MAINIMG>
    <CODE KEY="px">9</CODE>
    <CODE KEY="py">63</CODE>
    <CODE KEY="cx">24</CODE>
    <CODE KEY="cy">12</CODE>
   </MAINIMG>
   <RECRUITSTC>
    <CODE KEY="px">8</CODE>
    <CODE KEY="py">24</CODE>
    <CODE KEY="cx">45</CODE>
    <CODE KEY="cy">10</CODE>
   </RECRUITSTC>
   <TYPESTC>
    <CODE KEY="px">55</CODE>
    <CODE KEY="py">21</CODE>
    <CODE KEY="cx">65</CODE>
    <CODE KEY="cy">16</CODE>
   </TYPESTC>
   <TITLEEDT>
    <CODE KEY="px">42</CODE>
    <CODE KEY="py">40</CODE>
    <CODE KEY="cx">185</CODE>
    <CODE KEY="cy">16</CODE>
   </TITLEEDT>
   <MAINEDT>
    <CODE KEY="px">42</CODE>
    <CODE KEY="py">63</CODE>
    <CODE KEY="cx">185</CODE>
    <CODE KEY="cy">42</CODE>
   </MAINEDT>
  </UI_RECRUIT_COMMENT_SET>
  <UI_RECRUIT_COMMENT>
   <BASE>
    <CODE KEY="px">5</CODE>
    <CODE KEY="py">50</CODE>
    <CODE KEY="cx">715</CODE>
    <CODE KEY="cy">403</CODE>
   </BASE>
   <DOWNBTN>
    <CODE KEY="px">127</CODE>
    <CODE KEY="py">26</CODE>
    <CODE KEY="cx">14</CODE>
    <CODE KEY="cy">14</CODE>
   </DOWNBTN>
   <LEFTBTN>
    <CODE KEY="px">615</CODE>
    <CODE KEY="py">24</CODE>
    <CODE KEY="cx">16</CODE>
    <CODE KEY="cy">16</CODE>
   </LEFTBTN>
   <RIGHTBTN>
    <CODE KEY="px">688</CODE>
    <CODE KEY="py">24</CODE>
    <CODE KEY="cx">16</CODE>
    <CODE KEY="cy">16</CODE>
   </RIGHTBTN>
   <UPDATEBTN>
    <CODE KEY="px">550</CODE>
    <CODE KEY="py">23</CODE>
    <CODE KEY="cx">56</CODE>
    <CODE KEY="cy">17</CODE>
   </UPDATEBTN>
   <PARTYBTN_BASE>
    <CODE KEY="px">316</CODE>
    <CODE KEY="py">71</CODE>
    <CODE KEY="cx">18</CODE>
    <CODE KEY="cy">18</CODE>
    <CODE KEY="y_offset">22</CODE>
   </PARTYBTN_BASE>
   <WHISPERBTN_BASE>
    <CODE KEY="px">334</CODE>
    <CODE KEY="py">71</CODE>
    <CODE KEY="cx">18</CODE>
    <CODE KEY="cy">18</CODE>
    <CODE KEY="y_offset">22</CODE>
   </WHISPERBTN_BASE>
   <SORTBTN_TITLE>
    <CODE KEY="px">9</CODE>
    <CODE KEY="py">48</CODE>
    <CODE KEY="cx">186</CODE>
    <CODE KEY="cy">18</CODE>
   </SORTBTN_TITLE>
   <SORTBTN_NAME>
    <CODE KEY="px">196</CODE>
    <CODE KEY="py">48</CODE>
    <CODE KEY="cx">157</CODE>
    <CODE KEY="cy">18</CODE>
   </SORTBTN_NAME>
   <SORTBTN_MAINTEXT>
    <CODE KEY="px">354</CODE>
    <CODE KEY="py">48</CODE>
    <CODE KEY="cx">214</CODE>
    <CODE KEY="cy">18</CODE>
   </SORTBTN_MAINTEXT>
   <SORTBTN_MAPNAME>
    <CODE KEY="px">569</CODE>
    <CODE KEY="py">48</CODE>
    <CODE KEY="cx">136</CODE>
    <CODE KEY="cy">18</CODE>
   </SORTBTN_MAPNAME>
   <TITLESTC_BASE>
    <CODE KEY="px">8</CODE>
    <CODE KEY="py">66</CODE>
    <CODE KEY="cx">188</CODE>
    <CODE KEY="cy">23</CODE>
   </TITLESTC_BASE>
   <NAMESTC_BASE>
    <CODE KEY="px">195</CODE>
    <CODE KEY="py">66</CODE>
    <CODE KEY="cx">159</CODE>
    <CODE KEY="cy">23</CODE>
   </NAMESTC_BASE>
   <MAINTEXTSTC_BASE>
    <CODE KEY="px">353</CODE>
    <CODE KEY="py">66</CODE>
    <CODE KEY="cx">216</CODE>
    <CODE KEY="cy">23</CODE>
   </MAINTEXTSTC_BASE>
   <MAPNAMESTC_BASE>
    <CODE KEY="px">568</CODE>
    <CODE KEY="py">66</CODE>
    <CODE KEY="cx">138</CODE>
    <CODE KEY="cy">23</CODE>
   </MAPNAMESTC_BASE>
   <RECRUITSTC>
    <CODE KEY="px">10</CODE>
    <CODE KEY="py">28</CODE>
    <CODE KEY="cx">45</CODE>
    <CODE KEY="cy">10</CODE>
