#パートナーの装備アイテムデータ設定シート,
# 基本情報,,戦闘パラメータ,,,,,,,,,,,,,,,,,,,,属性情報,,,,,,,状態異常情報,,,,,,,,,装備可能条件,,,備考,
# ItemID,アイテム名,HP上昇,MP上昇,SP上昇,物理攻撃力,魔法攻撃力,物理防御力（－）,物理防御力（％）,魔法防御力（－）,魔法防御力（％）,近命中力,遠命中力,魔法命中力,近回避力,遠回避力,魔回避力,クリ力,クリ回避,HP回復率,MP回復率,SP回復率,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,凍結,気絶,パートナーランク,攻撃タイプ,系統,コメント用,
#▼65000000～65004900はパートナーの武器＜護符系＞（100飛ばし）,
65000600,攻魔の護符＋１,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,0,全系統共通装備＜武器＞,
65000610,攻魔の護符＋２,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,0,全系統共通装備＜武器＞,
65000620,攻魔の護符＋３,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,0,全系統共通装備＜武器＞,
65000630,攻魔の護符＋４,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,0,全系統共通装備＜武器＞,
65000640,攻魔の護符＋５,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,,0,全系統共通装備＜武器＞,
65000700,精神の護符＋１,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,0,全系統共通装備＜武器＞,
65000710,精神の護符＋２,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,0,全系統共通装備＜武器＞,
65000720,精神の護符＋３,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,0,全系統共通装備＜武器＞,
65000730,精神の護符＋４,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,0,全系統共通装備＜武器＞,
65000740,精神の護符＋５,0,0,0,0,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,,0,全系統共通装備＜武器＞,
65000800,胆力の護符＋１,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,0,全系統共通装備＜武器＞,
65000810,胆力の護符＋２,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,0,全系統共通装備＜武器＞,
65000820,胆力の護符＋３,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,0,全系統共通装備＜武器＞,
65000830,胆力の護符＋４,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,0,全系統共通装備＜武器＞,
65000840,胆力の護符＋５,0,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,,0,全系統共通装備＜武器＞,
65000900,集中のミサンガ＋１,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜武器＞,
65000910,集中のミサンガ＋２,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0,全系統共通装備＜武器＞,
65000920,集中のミサンガ＋３,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,0,全系統共通装備＜武器＞,
65000930,集中のミサンガ＋４,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,0,全系統共通装備＜武器＞,
65000940,集中のミサンガ＋５,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,全系統共通装備＜武器＞,
65001000,びっくり攻魔の護符（仮,0,400,400,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜武器＞,
#▼66000000～はパートナーの防具種別（100飛ばし）,
66000000,防守の護符＋１,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
66000100,防守の護符＋２,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0,全系統共通装備＜防具＞,
66000200,防守の護符＋３,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,0,全系統共通装備＜防具＞,
66000300,防守の護符＋４,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,0,全系統共通装備＜防具＞,
66000400,防守の護符＋５,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,全系統共通装備＜防具＞,
66000500,魔力の護符＋１,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
66000510,魔力の護符＋２,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0,全系統共通装備＜防具＞,
66000520,魔力の護符＋３,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,0,全系統共通装備＜防具＞,
66000530,魔力の護符＋４,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,0,全系統共通装備＜防具＞,
66000540,魔力の護符＋５,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,全系統共通装備＜防具＞,
66000600,気力の護符＋１,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
66000610,気力の護符＋２,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0,全系統共通装備＜防具＞,
66000620,気力の護符＋３,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,0,全系統共通装備＜防具＞,
66000630,気力の護符＋４,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,0,全系統共通装備＜防具＞,
66000640,気力の護符＋５,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,全系統共通装備＜防具＞,
66000700,体躯の護符＋１,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
66000710,体躯の護符＋２,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0,全系統共通装備＜防具＞,
66000720,体躯の護符＋３,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,0,全系統共通装備＜防具＞,
66000730,体躯の護符＋４,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,0,全系統共通装備＜防具＞,
66000740,体躯の護符＋５,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,全系統共通装備＜防具＞,
66000800,回避のミサンガ＋１,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
66000810,回避のミサンガ＋２,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0,全系統共通装備＜防具＞,
66000820,回避のミサンガ＋３,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,0,全系統共通装備＜防具＞,
66000830,回避のミサンガ＋４,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,0,全系統共通装備＜防具＞,
66000840,回避のミサンガ＋５,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,全系統共通装備＜防具＞,
66000900,びっくり鉄壁の護符（仮,2000,0,0,0,0,300,5,300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
#▼課金用護符装備,
16019700,攻撃の護符ＥＸ,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
16019701,攻撃の護符ＥＸ,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
16019800,防守の護符ＥＸ,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
16019801,防守の護符ＥＸ,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,全系統共通装備＜防具＞,
#▼65005000～65014900はパートナーの武器＜ハンマー系＞（100飛ばし）　※セルの色が変わっているステータスは、メインで上昇するステータスです。,
65005000,棍棒,10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65005100,メイス,20,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65005200,モーニングスター,20,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65005300,スプリンクラー,30,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65005400,ヘビーハンマー,40,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65005500,鬼の金棒,200,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65005600,ハリセン,100,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65005700,マーチングタイニー,150,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65005800,Ｕ・パラソル,60,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65005900,Ｕ・パラソル（青）,50,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65006000,Ｕ・パラソル（黄）,50,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65006100,Ｕ・パラソル（紫）,70,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65006200,Ｕ・バール,60,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65006300,Ｕ・蛇の目の和傘,150,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65006400,Ｕ・ハリセンボン,150,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65006500,Ｕ・電光石火スティック,200,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65006600,Ｕ・テニス部のラケット,350,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65006700,Ｕ・手持ち桜,400,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65006800,Ｕ・うちでの小槌,100,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65006900,Ｕ・うちでの金槌,100,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65007000,Ｕ・チタンメイス,60,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65007100,Ｕ・アーチンメイス,150,0,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65007200,Ｕ・ルビーメイス,300,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65007300,Ｕ・サファイアメイス,400,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65007500,Ｕ・大きないかり,800,0,0,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65007600,Ｕ・スコップ,50,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65007700,Ｕ・ヘビーメイス,150,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65007800,Ｕ・トンカチ,100,0,0,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65007900,Ｕ・ガーディアンメイス,200,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65008000,Ｕ・祭りの提灯,350,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65008100,Ｕ・祭りの提灯☆,350,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65008200,Ｕ・泡だて器,500,0,0,35,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65008300,Ｕ・天空のフライパン,400,0,0,40,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65008400,Ｕ・大木槌,35,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65008500,Ｕ・メロディアスハンマー,20,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65008600,Ｕ・ウォーピック,100,0,0,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞,
65008700,Ｕ・ユーピテルハンマー,600,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65008800,Ｕ・クロノ・スター,500,0,0,60,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65008900,Ｕ・金剛・スター,900,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
65009000,Ｕ・粉骨砕身,700,0,0,70,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,9,ネコマタ系見た目変更装備＜武器/ハンマー＞/課金BOXアイテムで入手,
#▼65015000～65024900はパートナーの武器＜斧系＞（100飛ばし）,
65015000,石斧,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65015100,アックス,0,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65015200,バトルアックス,0,0,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65015300,ベア・バスター,0,0,200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/片手斧＞/課金BOXアイテムで入手,
65015400,Ｕ・りっぱな斧,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65015500,Ｕ・ファインアックス,0,0,70,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65015600,Ｕ・死神の鎌,0,0,300,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/片手斧＞/課金BOXアイテムで入手,
65015700,Ｕ・死神の鎌・冥,0,0,400,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,9,ネコマタ系見た目変更装備＜武器/片手斧＞/課金BOXアイテムで入手,
65015800,Ｕ・ウォーアックス,0,0,200,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65015900,Ｕ・ダブルトマホーク,0,0,300,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65016000,Ｕ・くさかりがま,0,0,150,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,90,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
65016100,Ｕ・レイジトマホーク,0,0,400,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,ネコマタ系見た目変更装備＜武器/片手斧＞,
