#?? ID,? ??,???? ?? X,???? ?? Y,???? ?? X,???? ?? Y,??,PointName(savepoint),???? ??(1??? ???? ??),
278,10032000,61,2,64,3,0,,0,
279,10025000,62,252,65,253,4,,0,
280,10035000,244,1,247,3,0,,0,
281,10028000,1,244,3,247,6,,0,
282,10042000,217,1,220,3,0,,0,
283,10030000,217,252,220,253,4,,0,
284,10043000,154,2,157,3,0,,0,
285,10031000,154,252,157,253,4,,0,
286,,,,,,,,0,
287,,,,,,,,0,
288,10034000,1,223,3,226,6,,0,
289,10032000,252,223,254,226,2,,0,
290,10046000,56,2,59,4,0,,0,
291,10042000,56,252,59,254,4,,0,
292,10046000,56,1,59,3,0,,0,
293,10042000,56,251,59,253,4,,0,
294,,,,,,,,0,
295,,,,,,,,0,
296,,,,,,,,0,
297,,,,,,,,0,
298,10043000,1,27,3,30,6,,0,
299,10042000,252,27,254,30,2,,0,
300,30800000,1,2,1,2,4,,0,
301,,,,,,,,0,
302,10043000,1,226,3,229,6,,0,
303,10046000,199,1,202,3,0,,0,
304,,,,,,,,0,
305,,,,,,,,0,
306,,,,,,,,0,
307,,,,,,,,0,
308,10060000,128,128,128,128,4,,0,
309,10070000,128,128,128,128,4,,0,
310,20140000,128,128,128,128,4,,0,
311,,,,,,,,0,
312,,,,,,,,0,
313,70000000,5,10,5,10,4,???,0,
314,,,,,,,,0,
315,75000000,4,10,4,10,4,??? ?,0,
316,70000000,5,8,5,8,0,???,0,
317,,,,,,,,0,
318,,,,,,,,0,
319,,,,,,,,0,
320,20000001,62,22,65,24,0,,0,
321,20001001,105,106,107,109,2,,0,
322,20000001,105,106,107,109,2,,0,
323,20002001,20,62,22,65,6,,0,
324,20001001,20,62,22,65,6,,0,
325,20010001,62,11,65,13,0,,0,
326,20010001,42,66,45,68,0,,0,
327,20010001,57,65,58,66,6,,0,
328,20010001,89,65,90,66,6,,0,
329,20010001,69,65,70,66,2,,0,
330,20010001,99,112,101,115,2,,0,
331,20010001,110,111,113,113,4,,0,
332,,,,,,,,0,
333,,,,,,,,0,
334,20011001,11,108,13,111,6,,0,
335,20010001,10,108,12,111,6,,0,
336,,,,,,,,0,
337,,,,,,,,0,
338,20012001,113,64,115,67,2,,0,
339,20011001,115,64,117,67,2,,0,
340,20012001,57,64,59,67,2,,0,
341,20012001,76,64,78,67,6,,0,
342,,,,,,,,0,
343,20013001,62,67,65,69,4,,0,
344,20010002,62,11,65,13,0,,0,
345,20010002,42,66,45,68,0,,0,
346,20010002,57,65,58,66,6,,0,
347,20010002,89,65,90,66,6,,0,
348,20010002,73,64,75,67,2,,0,
349,20010002,99,112,101,115,2,,0,
350,20010002,110,111,113,113,4,,0,
351,20013002,62,67,65,69,4,,0,
352,20030001,62,10,65,12,0,,0,
353,,,,,,,,0,
354,,,,,,,,0,
355,,,,,,,,0,
356,,,,,,,,0,
357,20000002,62,22,65,24,0,,0,
358,20002002,20,62,22,65,6,,0,
359,20030002,62,10,65,12,0,,0,
360,10001001,125,125,130,130,-1,,0,
361,10014001,121,125,126,130,-1,,0,
362,,,,,,,,0,
363,,,,,,,,0,
364,30020000,3,5,3,5,4,,0,
365,10023000,84,98,87,99,0,,0,
366,20004001,62,101,65,102,4,,0,
367,20004000,54,18,59,21,0,,0,
368,,,,,,,,0,
369,,,,,,,,0,
370,30013000,3,5,3,5,4,,0,
371,10024000,120,207,121,208,4,,0,
372,,,,,,,,0,
373,,,,,,,,0,
374,,,,,,,,0,
375,,,,,,,,0,
376,,,,,,,,0,
377,,,,,,,,0,
378,,,,,,,,0,
379,,,,,,,,0,
380,,,,,,,,0,
381,,,,,,,,0,
382,,,,,,,,0,
383,,,,,,,,0,
384,,,,,,,,0,
385,,,,,,,,0,
386,,,,,,,,0,
387,,,,,,,,0,
388,,,,,,,,0,
389,,,,,,,,0,
390,,,,,,,,0,
391,,,,,,,,0,
392,,,,,,,,0,
393,,,,,,,,0,
394,,,,,,,,0,
395,,,,,,,,0,
396,,,,,,,,0,
397,,,,,,,,0,
398,,,,,,,,0,
399,,,,,,,,0,
400,40000000,12,12,12,12,-1,,0,
401,20013003,62,67,65,69,4,,0,
402,,,,,,,,0,
403,,,,,,,,0,
404,10023100,245,122,253,133,-1,『?????? ?? ???』,0,
405,10023200,2,122,10,133,-1,『?????? ?? ???』,0,
406,10023300,122,245,133,253,-1,『?????? ?? ???』,0,
407,10023400,122,2,133,10,-1,『?????? ?? ???』,0,
408,10001000,96,21,101,27,-1,『??? ?』,0,
409,10018100,225,86,231,93,-1,『??? ?』,0,
410,10020000,103,73,113,77,-1,『??? ???』,0,
411,10034000,38,111,41,118,-1,『????? ??』,0,
412,10035000,54,175,65,185,-1,『???』,0,
413,10046000,150,221,157,229,-1,『???? ?』,0,
414,10002000,33,220,41,228,-1,『???? ??』,0,
415,10032000,136,111,143,116,-1,『??? ??』,0,
416,10065000,41,123,45,126,-1,『?? ????』,0,
417,10050000,225,117,232,124,-1,『?? ?? ?』,0,
418,10061000,139,45,148,49,-1,『??? ???』,0,
419,10063100,122,146,127,153,-1,『?????』,0,
420,10024000,201,119,207,122,-1,『???? ???』,0,
421,10054000,185,135,192,139,-1,『????? ??』,0,
422,10057000,7,120,17,126,-1,『???? ??』,0,
423,10060000,162,142,166,151,-1,『?? ??』,0,
424,10018001,133,67,135,69,7,『???? ??』,0,
425,10023400,126,2,129,3,0,,0,
426,10014002,78,4,81,6,0,『???? ??』,0,
427,10014002,126,197,129,199,0,『???? ??』,0,
428,10062000,81,201,89,206,-1,『?? ??』,0,
429,30200001,0,1,4,2,0,『???? ?』,0,
430,10018100,194,64,196,67,6,,0,
431,10018000,187,64,189,67,2,,0,
432,30020001,3,5,3,5,4,,0,
433,10018100,202,63,204,64,0,,0,
434,30060000,4,7,4,7,4,,0,
435,10018100,220,66,221,67,1,,0,
436,30011000,3,5,3,5,4,,0,
437,10018100,225,71,226,72,1,,0,
438,,,,,,,,0,
439,,,,,,,,0,
440,10023400,126,2,129,3,0,,0,
441,10014012,78,4,81,6,0,『???? ??』,0,
442,10014012,126,197,129,199,0,『???? ??』,0,
443,10023400,126,2,129,3,0,,0,
444,10014022,78,4,81,6,0,『???? ??』,0,
445,10014022,126,197,129,199,0,『???? ??』,0,
446,10023400,126,2,129,3,0,,0,
447,10014032,78,4,81,6,0,『???? ??』,0,
448,10014032,126,197,129,199,0,『???? ??』,0,
449,10023400,126,2,129,3,0,,0,
450,10014042,78,4,81,6,0,『???? ??』,0,
451,10014042,126,197,129,199,0,『???? ??』,0,
452,10023400,126,2,129,3,0,,0,
453,10014052,78,4,81,6,0,『???? ??』,0,
454,10014052,126,197,129,199,0,『???? ??』,0,
455,30140001,9,14,13,19,0,,0,
456,30140002,9,14,13,19,0,,0,
457,30141001,9,14,13,19,0,,0,
458,30141002,9,14,13,19,0,,0,
459,20080001,24,24,26,26,-1,,0,
460,20080002,24,24,26,26,-1,,0,
461,20080003,24,24,26,26,-1,,0,
462,20080004,24,24,26,26,-1,,0,
463,20080005,24,24,26,26,-1,,0,
464,10017001,133,67,136,70,-1,,0,
465,10017000,133,67,136,70,-1,,0,
466,30100001,4,14,6,15,4,,0,
467,20080000,23,10,27,10,0,,0,
468,10049000,146,251,149,253,4,,0,
469,10001000,90,2,93,4,0,,0,
470,10050000,52,251,55,253,4,,0,
471,10049000,55,2,58,4,0,,0,
472,10050000,194,251,197,253,4,,0,
473,10049000,194,2,197,4,0,,0,
474,10065000,49,195,54,197,4,,0,
475,10050000,102,142,105,144,0,,0,
476,10051000,251,119,253,122,2,,0,
477,10050000,2,120,4,123,6,,0,
478,10051000,251,37,253,40,2,,0,
479,10050001,2,36,4,39,6,,0,
480,20015000,8,6,11,8,0,,0,
481,10051000,95,122,97,125,6,,0,
482,10051100,62,150,64,153,2,,0,
483,10051000,95,122,97,125,6,,0,
484,20014000,241,12,243,14,1,,0,
485,10050001,226,134,229,136,4,,0,
486,20014000,88,88,90,90,5,,0,
487,20014000,117,116,119,118,7,,0,
488,20014000,114,156,117,157,0,,0,
489,20014000,114,138,117,139,4,,0,
490,20014000,165,164,167,166,7,,0,
491,20014000,136,137,138,139,3,,0,
492,,,,,,,,0,
493,20013100,62,57,65,58,0,,0,
494,10051000,119,58,121,61,6,,0,
495,10024000,134,47,135,50,0,『???? ??? ?』,0,
496,20070000,22,83,25,85,4,,0,
497,,,,,,,,0,
498,20080016,25,43,25,43,4,,0,
499,20013003,63,58,64,58,0,,0,
500,10042000,79,134,82,135,0,,0,
501,20070001,22,83,25,85,4,,0,
502,20070000,22,10,25,12,0,,0,
503,20070002,22,83,25,85,4,,0,
504,20070001,22,10,25,12,0,,0,
505,20070003,22,83,25,85,4,,0,
506,20070002,22,10,25,12,0,,0,
507,20070004,22,83,25,85,4,,0,
508,20070003,22,10,25,12,0,,0,
509,20070005,22,83,25,85,4,,0,
510,20070004,22,10,25,12,0,,0,
511,20070006,22,83,25,85,4,,0,
512,20070005,22,10,25,12,0,,0,
513,20070007,22,83,25,85,4,,0,
514,20070006,22,10,25,12,0,,0,
515,20070008,22,83,25,85,4,,0,
516,20070007,22,10,25,12,0,,0,
517,20071009,22,83,25,85,4,,0,
518,20070008,22,10,25,12,0,,0,
519,20070010,22,83,25,85,4,,0,
520,20071009,22,10,25,12,0,,0,
521,20070011,22,83,25,85,4,,0,
522,20070010,22,10,25,12,0,,0,
523,20070012,22,83,25,85,4,,0,
524,20070011,22,10,25,12,0,,0,
525,20070013,22,83,25,85,4,,0,
526,20070012,22,10,25,12,0,,0,
527,20070014,22,83,25,85,4,,0,
528,20070013,22,10,25,12,0,,0,
529,20070015,22,83,25,85,4,,0,
530,20070014,22,10,25,12,0,,0,
531,20070016,22,83,25,85,4,,0,
532,20070015,22,10,25,12,0,,0,
533,20070017,22,83,25,85,4,,0,
534,20070016,22,10,25,12,0,,0,
535,20070018,22,83,25,85,4,,0,
536,20070017,22,10,25,12,0,,0,
537,20071019,22,83,25,85,4,,0,
538,20070018,22,10,25,12,0,,0,
539,20070020,22,83,25,85,4,,0,
540,20071019,22,10,25,12,0,,0,
541,20070021,22,83,25,85,4,,0,
542,20070020,22,10,25,12,0,,0,
543,20070022,22,83,25,85,4,,0,
544,20070021,22,10,25,12,0,,0,
545,20070023,22,83,25,85,4,,0,
546,20070022,22,10,25,12,0,,0,
547,20070024,22,83,25,85,4,,0,
548,20070023,22,10,25,12,0,,0,
549,20070025,22,83,25,85,4,,0,
550,20070024,22,10,25,12,0,,0,
551,20070026,22,83,25,85,4,,0,
552,20070025,22,10,25,12,0,,0,
553,20070027,22,83,25,85,4,,0,
554,20070026,22,10,25,12,0,,0,
555,20070028,22,83,25,85,4,,0,
556,20070027,22,10,25,12,0,,0,
557,20071029,22,83,25,85,4,,0,
558,20070028,22,10,25,12,0,,0,
559,20070030,22,83,25,85,4,,0,
560,20070029,22,10,25,12,0,,0,
561,20070031,22,83,25,85,4,,0,
562,20070030,22,10,25,12,0,,0,
563,20070032,22,83,25,85,4,,0,
564,20070031,22,10,25,12,0,,0,
565,20070033,22,83,25,85,4,,0,
566,20070032,22,10,25,12,0,,0,
567,20070034,22,83,25,85,4,,0,
568,20070033,22,10,25,12,0,,0,
569,20070035,22,83,25,85,4,,0,
570,20070034,22,10,25,12,0,,0,
571,20070036,22,83,25,85,4,,0,
572,20070035,22,10,25,12,0,,0,
573,20070037,22,83,25,85,4,,0,
574,20070036,22,10,25,12,0,,0,
575,20070038,22,83,25,85,4,,0,
576,20070037,22,10,25,12,0,,0,
577,20071039,22,83,25,85,4,,0,
578,20070038,22,10,25,12,0,,0,
579,20070040,22,83,25,85,4,,0,
580,20070039,22,10,25,12,0,,0,
581,20070041,22,83,25,85,4,,0,
582,20070040,22,10,25,12,0,,0,
583,20070042,22,83,25,85,4,,0,
584,20070041,22,10,25,12,0,,0,
585,20070043,22,83,25,85,4,,0,
586,20070042,22,10,25,12,0,,0,
587,20070044,22,83,25,85,4,,0,
588,20070043,22,10,25,12,0,,0,
589,20070045,22,83,25,85,4,,0,
590,20070044,22,10,25,12,0,,0,
591,20070046,22,83,25,85,4,,0,
592,20070045,22,10,25,12,0,,0,
593,20070047,22,83,25,85,4,,0,
594,20070046,22,10,25,12,0,,0,
595,20070048,22,83,25,85,4,,0,
596,20070047,22,10,25,12,0,,0,
597,20070049,22,83,25,85,4,,0,
598,20070048,22,10,25,12,0,,0,
599,20070000,22,83,25,85,4,,0,
600,30010001,3,5,3,5,4,,0,
601,10065000,65,186,65,187,2,,0,
602,30012001,3,5,3,5,4,,0,
603,10065000,65,172,65,173,2,,0,
604,,,,,,,,0,
605,,,,,,,,0,
606,30001001,2,4,2,4,4,,0,
607,10065000,65,152,65,153,2,,0,
608,30060001,4,7,4,7,4,,0,
609,10065000,65,146,65,147,2,,0,
610,30011001,3,5,3,5,4,,0,
611,10065000,65,132,65,133,2,,0,
612,30011002,3,5,3,5,4,,0,
613,10065000,38,186,38,187,6,,0,
614,30060002,4,7,4,7,4,,0,
615,10065000,38,172,38,173,6,,0,
616,30020002,3,5,3,5,4,,0,
617,10065000,38,152,38,153,6,,0,
618,30021001,3,5,3,5,4,,0,
619,10065000,38,146,38,147,6,,0,
620,30010002,3,5,3,5,4,,0,
621,10065000,38,132,38,133,6,,0,
622,30163000,11,23,13,24,4,,0,
623,10065000,59,80,63,82,0,,0,
624,30164000,8,16,10,16,4,,0,
625,30163000,11,3,13,4,0,,0,
626,30165000,2,6,2,6,4,,0,
627,30163000,11,3,13,4,0,,0,
628,30160000,10,21,13,23,4,,0,
629,10065000,50,21,53,24,0,,0,
630,10067000,36,61,38,62,4,,0,
631,30160000,10,2,13,3,0,,0,
632,30162000,8,16,10,17,4,,0,
633,10065000,32,6,33,7,0,,0,
634,30162001,8,16,10,17,4,,0,
635,10065000,70,6,71,7,0,,0,
636,30171000,3,6,3,6,4,,0,
637,10050001,222,134,222,134,6,,0,
638,30170000,3,6,3,6,4,,0,
639,10051000,164,128,166,129,0,,0,
640,30171001,3,6,3,6,4,,0,
641,20014000,14,160,14,160,0,,0,
642,10065000,11,23,13,24,4,,0,
643,10065000,11,23,13,24,4,,0,
644,10065000,11,23,13,24,4,,0,
645,,,,,,,,0,
646,30165001,2,6,2,6,4,,0,
647,,,,,,,,0,
648,30030001,1,1,3,2,0,,0,
649,20012002,113,64,114,67,2,,0,
650,20012002,56,64,58,67,2,,0,
651,20012002,79,64,80,67,6,,0,
652,30030002,1,1,3,2,0,,0,
653,20002003,70,69,73,70,0,,0,
654,20002003,97,31,99,33,4,,0,
655,20002003,97,48,98,49,0,,0,
656,20080006,14,14,36,36,-1,,0,
657,20002003,21,63,23,65,-1,,0,
658,20080000,25,43,25,43,4,,0,
659,20080000,25,7,25,7,0,,0,
660,50000000,3,3,3,3,0,,0,
661,10067000,36,31,38,33,0,,0,
662,30160000,20,20,20,20,2,,0,
663,20013002,63,60,64,60,0,,0,
664,,,,,,,,0,
665,10061000,144,2,147,4,0,,0,
666,10046000,195,251,198,253,4,,0,
667,10064000,185,2,188,4,0,,0,
668,10061000,185,251,188,253,4,,0,
669,10064000,26,2,29,4,0,,0,
670,10061000,26,251,29,253,4,,0,
671,10063000,251,38,253,41,2,,0,
672,10064000,2,38,4,41,6,,0,
673,10063000,251,206,253,209,2,,0,
674,10064000,2,207,4,210,6,,0,
675,10063100,139,156,141,159,2,,0,
676,10063000,161,156,163,159,6,,0,
677,,,,,,,,0,
678,,,,,,,,0,
679,,,,,,,,0,
680,,,,,,,,0,
681,10066000,111,68,112,70,6,,0,
682,10063100,111,64,112,66,6,,0,
683,10066000,113,138,114,138,6,,0,
684,10063100,113,140,114,142,6,,0,
685,10066000,51,68,52,70,2,,0,
686,10063100,51,64,52,66,2,,0,
687,10066000,49,137,50,139,2,,0,
688,10063100,49,141,50,143,2,,0,
689,30080000,,,,,,,0,
690,10064000,,,,,,,0,
691,20020000,99,247,102,249,4,,0,
692,10066000,197,80,199,83,2,,0,
693,20020000,153,247,156,249,4,,0,
694,10066000,197,124,199,127,2,,0,
695,20022000,126,241,129,243,,,0,
696,20021000,179,73,182,75,5,,0,
697,20020000,180,70,182,73,5,,0,
698,20023000,127,251,130,253,4,,0,
699,20020000,126,3,129,5,0,,0,
700,20015000,7,36,12,36,0,,0,
701,20021000,126,241,129,243,4,,0,
702,,,,,,,,0,
703,,,,,,,,0,
704,,,,,,,,0,
705,,,,,,,,0,
706,,,,,,,,0,
707,30072000,4,7,4,7,4,,0,
708,10063100,130,132,130,132,0,,0,
709,30073000,4,8,4,8,4,,0,
710,10063100,47,155,47,156,6,,0,
711,30075000,5,10,5,10,4,,0,
712,30073000,4,1,4,1,0,,0,
713,30074000,4,8,4,8,4,,0,
714,10063100,43,71,43,72,6,,0,
715,30076000,5,10,5,10,4,,0,
716,30074000,4,1,4,1,0,,0,
717,30078000,9,17,11,18,4,,0,
718,10063100,50,103,50,104,6,,0,
719,30079000,9,19,10,19,4,,0,
720,10063100,125,103,125,104,2,,0,
721,30020003,3,5,3,5,4,,0,
722,10063100,137,169,137,169,2,,0,
723,30021002,3,5,3,5,4,,0,
724,10063100,137,177,137,177,2,,0,
725,30060003,4,7,4,7,4,,0,
726,10063100,125,172,125,172,4,,0,
727,30011003,3,5,3,5,4,,0,
728,10063100,121,170,121,170,4,,0,
729,30010003,3,5,3,5,4,,0,
730,10063100,119,167,119,167,6,,0,
731,30071000,3,5,3,5,4,,0,
732,10066000,85,77,85,77,0,,0,
733,30081000,10,20,11,21,4,,0,
734,30081000,10,20,11,21,4,,0,
735,10066000,154,145,157,147,4,,0,
736,30082000,10,20,11,21,4,,0,
