#アイテムの入れ替え管理とチョイス文によるアイテム変更管理ファイル,
#,
#,
#選択アイテム設定,,,変更後に入手するアイテム設定,,,,,,,,,,,,,,,,ウインドウの表示設定,備考,
#選択番号,戻し可否,元アイテムID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,アイテムID8,アイテムID9,アイテムID10,アイテムID11,アイテムID12,アイテムID13,アイテムID14,アイテムID15,アイテムID16,種類,元アイテム名,アイテム名1,アイテム名2,アイテム名3,アイテム名4,アイテム名5,アイテム名6,アイテム名7,アイテム名8,アイテム名9,アイテム名10,アイテム名11,アイテム名12,アイテム名13,アイテム名14,アイテム名15,アイテム名16,
# 染色娘,
1,1,60135600,60135601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,墓守のジャケット（ダーク）,墓守のジャケット（ライト）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50219700,50219701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,墓守のロングブーツ（ダーク）,墓守のロングブーツ（ライト）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50116700,50116701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ゴーストミニハット（黒）,ゴーストミニハット（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50079600,50079601,81302100,81302101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,高機動推進ユニット（白）,高機動推進ユニット（黒）,高機動推進ユニットパーツ（白）,高機動推進ユニットパーツ（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50079700,50079701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,サイバーヒップバッグ（黒）,サイバーヒップバッグ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60135700,60135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,サイバーワンピース♀（黒）,サイバーワンピース♀（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50219900,50219901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,次元航行軍戦闘部隊制服下（白）,次元航行軍戦闘部隊制服下（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60135800,60135801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,次元航行軍戦闘部隊制服上（白）,次元航行軍戦闘部隊制服上（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50220000,50220001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ボーダーレッグウォーマー（茶）,ボーダーレッグウォーマー（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60136000,60136001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,さらさらネグリジェ（水色）,さらさらネグリジェ（ピンク色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60136100,60136101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,オフショルロングＴシャツ（茶）,オフショルロングＴシャツ（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60136200,60136201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, アマテラスの着物ワンピ♀（緋）,アマテラスの着物ワンピ♀（紫）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60136400,60136401,60136402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ワルキューレワンピース（青）,ワルキューレワンピース（ピンク）,ワルキューレワンピース（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50220600,50220601,50220602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ワルキューレブーツ（青）,ワルキューレブーツ（ピンク）,ワルキューレブーツ（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50117000,50117001,50117002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ワルキューレサークレット（青）,ワルキューレサークレット（ピンク）,ワルキューレサークレット（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60136500,60136501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, オーディンローブ（紫）,オーディンローブ（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60137400,60137401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 天使のローブ♀（白）,天使のローブ♀（藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60137500,60137501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, セイクリッドクロス（碧）,セイクリッドクロス（藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60073800,60073801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, セイクリッドスタッフ（碧）,セイクリッドスタッフ（藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50221400,50221401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, セイクリッドブーツ（碧）,セイクリッドブーツ（藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50117400,50117401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, セイクリッドキャップ（碧）,セイクリッドキャップ（藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50221500,50221501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 天使のシューズ（白）,天使のシューズ（藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60137700,60137701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ヴァンプジャケット（紫）,ヴァンプジャケット（赤）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50079800,50079801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 背負い棺（大）,背負い棺（小）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50221600,50221601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, くしゅくしゅレザーブーツ（紫）,くしゅくしゅレザーブーツ（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50117500,50117501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, エナメルレザーハット（紫）,エナメルレザーハット（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60137600,60137601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, エナメルレザーワンピース（紫）,エナメルレザーワンピース（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60137900,60137901,60137902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 村人のワンピース♀（赤）,村人のワンピース♀（青）,村人のワンピース♀（紫）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60138000,60138001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 森の隠者のローブ（黒）,森の隠者のローブ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50221700,50221701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 森の隠者のブーツ（黒）,森の隠者のブーツ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50093600,50093601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 森の隠者のフード（紫）,森の隠者のフード（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50080100,50080101,50080102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 村人のかごバッグ（白）,村人のかごバッグ（青）,村人のかごバッグ（紫）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50221800,50221801,50221802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 村人のブーツ（黒）,村人のブーツ（茶）,村人のブーツ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50117700,50117701,50117702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 村人のヘッドドレス（黒）,村人のヘッドドレス（白）,村人のヘッドドレス（紫）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60138100,60138101,60138102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, お姫さまのドレス♀（青）,お姫さまのドレス♀（黄）,お姫さまのドレス♀（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60138200,60138201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 執政官のお召し物（上・緑）,執政官のお召し物（上・白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50222000,50222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 執政官のお召し物（下・緑）,執政官のお召し物（下・白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50222100,50222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 執政官の履物（緑）,執政官の履物（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31120800,31120801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 謁見の間のシャンデリア（金）,謁見の間のシャンデリア（銀）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60139000,60139001,60139002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, マーチングトップス（白）,マーチングトップス（黒）,マーチングトップス（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223100,50223101,50223102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, マーチングボトムス（白）,マーチングボトムス（黒）,マーチングボトムス（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50118600,50118601,50118602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, マーチングハット（白）,マーチングハット（黒）,マーチングハット（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60139100,60139101,60139102,60139103,0,0,0,0,0,0,0,0,0,0,0,0,0,0, クラシカルバトラースーツ（黒）,クラシカルバトラースーツ（白）,クラシカルバトラースーツ（茶）,クラシカルバトラースーツ（赤）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60139200,60139201,60139202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, クラシカルメイドワンピ（エンジ）,クラシカルメイドワンピ（黒）,クラシカルメイドワンピ（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50011265,50011266,50011267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, クラシカルメイドソックス（エンジ）,クラシカルメイドソックス（黒）,クラシカルメイドソックス（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223200,50223201,50223202,50223203,0,0,0,0,0,0,0,0,0,0,0,0,0,0, クラシカルバトラースラックス（黒）,クラシカルバトラースラックス（白）,クラシカルバトラースラックス（茶）,クラシカルバトラースラックス（赤）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50080200,50080201,50080250,50080251,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 異界の片翼（左・黒）,異界の片翼（左・白）,異界の片翼（右・黒）,異界の片翼（右・白）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60139600,60139601,60139602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, チェックリボンコート（黒）,チェックリボンコート（赤）,チェックリボンコート（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223500,50223501,50223502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, しまゆるシューズ（ルーズ・黒）,しまゆるシューズ（ルーズ・赤）,しまゆるシューズ（ルーズ・水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60139700,60139701,60139702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, チェックリボンサロペット（黒）,チェックリボンサロペット（赤）,チェックリボンサロペット（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223600,50223601,50223602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, チェックリボンパンツ（黒）,チェックリボンパンツ（赤）,チェックリボンパンツ（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60094800,60094801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ドラゴンフェザーボウ（緑）,ドラゴンフェザーボウ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223700,50223701,50223702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, しまゆるシューズ（黒）,しまゆるシューズ（赤）,しまゆるシューズ（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50119100,50119101,50119102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, サイドヘッドチェックリボン（黒）,サイドヘッドチェックリボン（赤）,サイドヘッドチェックリボン（水色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50011268,50011269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ムツキの足袋（朱）,ムツキの足袋（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50119200,50119201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ムツキの耳飾り（白）,ムツキの耳飾り（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60139800,60139801,60139802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ムツキの装束（朱）,ムツキの装束（青）,ムツキの装束（ベージュ）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223800,50223801,50223802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ムツキの袴（朱）,ムツキの袴（青）,ムツキの袴（カーキ）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50223900,50223901,50223902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ムツキの雪駄（朱）,ムツキの雪駄（青）,ムツキの雪駄（茶）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31165700,31165701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 鈴すだれ（朱）,鈴すだれ（青）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50094300,50094350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 雪結晶のペンダント,雪結晶のペンダント（オフ）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50011270,50011271,50011272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 柄つきサイハイソックス（黒）,柄つきサイハイソックス（白）,柄つきサイハイソックス（茶）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140000,60140001,60140002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ファージャケット（白）,ファージャケット（黒）,ファージャケット（カーキ）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140100,60140101,60140102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ファーケープ（青）,ファーケープ（ピンク）,ファーケープ（茶）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224000,50224001,50224002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ファーズボン（デニム）,ファーズボン（黒）,ファーズボン（茶）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31165800,31165801,31165802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, スタッフドドッグ（大）,スタッフドドッグ（中）,スタッフドドッグ（小）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224100,50224101,50224102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ファーブーツ（茶）,ファーブーツ（ピンク）,ファーブーツ（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224200,50224201,50224202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 編み上げキュロット（黒）,編み上げキュロット（白）,編み上げキュロット（茶）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50080300,50080301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キサラギの翼,キサラギの翼（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50094400,50094401,50094402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キサラギのスカーフ（黒）,キサラギのスカーフ（青）,キサラギのスカーフ（赤）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140200,60140201,60140202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キサラギのスーツ（上・黒）,キサラギのスーツ（上・白）,キサラギのスーツ（上・紺）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224300,50224301,50224302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キサラギのスーツ（下・黒）,キサラギのスーツ（下・白）,キサラギのスーツ（下・紺）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50080400,50080401,50080450,50080451,0,0,0,0,0,0,0,0,0,0,0,0,0,1, キサラギのハートバッグ（右・黒）,キサラギのハートバッグ（右・ピンク）,キサラギのハートバッグ（左・黒）,キサラギのハートバッグ（左・ピンク）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31121000,31121001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ムーディーランプ（ピンク）,ムーディーランプ（黄）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50119400,50119401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キサラギのピアス（黒）,キサラギのピアス（ピンク）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50094500,50094550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 萌芽のペンダント,萌芽のペンダント（オフ）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140300,60140301,60140302,60140303,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ナーサリーワンピ（ピンク）,ナーサリーワンピ（水色）,ナーサリーワンピ（紺）,ナーサリーワンピ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50011273,50011274,50011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キンダーソックス（ピンク）,キンダーソックス（紺）,キンダーソックス（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140400,60140401,60140402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キンダースモック（水色）,キンダースモック（ピンク）,キンダースモック（紺）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31119100,31119101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ぞうさんのすべり台（水色）,ぞうさんのすべり台（ピンク）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224400,50224401,50224402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キンダーボトム（紺）,キンダーボトム（赤）,キンダーボトム（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224500,50224501,50224502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キンダーシューズ（茶）,キンダーシューズ（黒）,キンダーシューズ（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50119500,50119501,50119502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, キンダーハット（黄）,キンダーハット（白）,キンダーハット（紺）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140500,60140501,60140502,60140503,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ヤヨイのチャイナドレス♀（赤）,ヤヨイのチャイナドレス♀（青）,ヤヨイのチャイナドレス♀（黒）,ヤヨイのチャイナドレス♀（緑）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140600,60140601,60140602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ヤヨイのカンフートップ（赤）,ヤヨイのカンフートップ（青）,ヤヨイのカンフートップ（黒）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224600,50224601,50224602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ヤヨイのカンフーボトム（黒）,ヤヨイのカンフーボトム（青）,ヤヨイのカンフーボトム（白）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224700,50224701,50224702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ヤヨイのズック（黒）,ヤヨイのズック（白）,ヤヨイのズック（赤）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140700,60140701,60140702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, みやびな十二単ワンピ♀（梅重）,みやびな十二単ワンピ♀（葉菊）,みやびな十二単ワンピ♀（花山吹）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50224900,50224901,50224902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, みやびな狩袴（白練）,みやびな狩袴（海老茶）,みやびな狩袴（二藍）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140800,60140801,60140802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, みやびな狩衣（藤色）,みやびな狩衣（朽葉）,みやびな狩衣（薄色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31102700,31102701,31102702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, 藤棚,藤棚（白）,藤棚（黄）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50225000,50225001,50225002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, みやびなぽっくり（黒）,みやびなぽっくり（白）,みやびなぽっくり（朱）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60084950,60084951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 和風傘（赤・桜）,和風傘（紫）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50225100,50225101,50225150,50225151,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ウヅキの学生服下（黒）,ウヅキの学生服下（紺）,ウヅキの学生服下（黒・戦闘後）,ウヅキの学生服下（紺・戦闘後）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60140900,60140901,60140950,60140951,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ウヅキの学生服上（黒）,ウヅキの学生服上（白）,ウヅキの学生服上（黒・戦闘後）,ウヅキの学生服上（白・戦闘後）,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60026900,60026901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 緋之迦具土,緋之迦具土（篭手無し）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50066001,50066002,50066003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, うわばき（赤）,うわばき（白）,うわばき（黄色）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60141300,60141301,60141302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ジップアップパーカー（紺）,ジップアップパーカー（黒）,ジップアップパーカー（橙）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50225400,50225401,50225402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, レイヤードスカート（赤）,レイヤードスカート（黒）,レイヤードスカート（黄）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50080600,50080601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, スクールバッグ,スクールバッグ（ティーン）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31081200,31081201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 学習机,学習机（ダークブラウン）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,60141400,60141401,60141402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ローティーンブラウス（ベージュ）,ローティーンブラウス（ドット）,ローティーンブラウス（ボーダー）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,50225500,50225501,50225502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ローティーンショーパン（青）,ローティーンショーパン（黒）,ローティーンショーパン（茶）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,31061200,31061201,31061202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 間仕切りラック,間仕切りラック（ブラウン）,間仕切りラック（ダークブラウン）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
