#ID,Name,主动,最大Lv,Lv,JobLv,MP,SP,吟唱时间,延迟,射程,目标,目标2,范围,技能释放射程,所需装备,技能Flag
112,投掷专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投掷专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投掷专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
112,投掷专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00080040,0x00000000
113,弧月,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弧月,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弧月,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弧月,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
113,弧月,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
114,远距离战术,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,远距离战术,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,远距离战术,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,远距离战术,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
114,远距离战术,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
116,坚韧,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,坚韧,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,坚韧,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,坚韧,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
116,坚韧,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000100,0x00000000
117,枪械专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,枪械专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,枪械专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,枪械专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
117,枪械专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
118,爪武器专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
118,爪武器专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000800,0x00000000
119,双手剑专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,双手剑专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,双手剑专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,双手剑专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
119,双手剑专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
120,双手矛专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,双手矛专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,双手矛专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,双手矛专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
120,双手矛专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
121,双手钝器专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,双手钝器专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,双手钝器专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,双手钝器专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
121,双手钝器专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
122,双手斧专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,双手斧专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,双手斧专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,双手斧专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
122,双手斧专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
123,细剑专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,细剑专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,细剑专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,细剑专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
123,细剑专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001000,0x00000000
124,拳刃专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,拳刃专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,拳刃专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,拳刃专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
124,拳刃专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00002000,0x00000000
125,体术专精,0,3,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
125,体术专精,0,3,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
125,体术专精,0,3,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
126,步枪专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步枪专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步枪专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步枪专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
126,步枪专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00008000,0x00000000
127,手枪专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手枪专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手枪专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手枪专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
127,手枪专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000200,0x00000000
128,双手枪专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,双手枪专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,双手枪专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,双手枪专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
128,双手枪专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
129,鞭子专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
129,鞭子专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00040000,0x00000000
130,速读,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速读,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速读,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速读,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
130,速读,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,演奏专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,演奏专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,演奏专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,演奏专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
131,演奏专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
132,机械驾驶专精,0,1,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,木偶变身强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,木偶变身强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,木偶变身强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,木偶变身强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
133,木偶变身强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,开锁专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,开锁专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,开锁专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,开锁专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
134,开锁专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
906,手提包专精,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包专精,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包专精,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包专精,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
906,手提包专精,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000400,0x00000000
200,心抄,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,心抄,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,心抄,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,心抄,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
200,心抄,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001002,0x00000000
202,矛命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
202,矛命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000020,0x00000000
204,斧命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,斧命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,斧命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,斧命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
204,斧命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000010,0x00000000
206,匕首命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
206,匕首命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000004,0x00000000
208,钝器命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,钝器命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,钝器命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,钝器命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
208,钝器命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000008,0x00000000
210,双枪命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,双枪命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,双枪命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,双枪命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
210,双枪命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00004000,0x00000000
907,投掷命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投掷命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投掷命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投掷命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
907,投掷命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
908,投掷距离增加,0,3,1,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
908,投掷距离增加,0,3,2,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
908,投掷距离增加,0,3,3,0,0,0,0,0,0,1,0,0,255,0x00000040,0x00000000
310,追魂箭,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
310,追魂箭,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000080,0x00000000
311,陷阱伤害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱伤害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱伤害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱伤害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
311,陷阱伤害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,会心一击强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,会心一击强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,会心一击强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,会心一击强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
312,会心一击强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩猎战术,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩猎战术,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩猎战术,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩猎战术,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
313,狩猎战术,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
314,追魂刃,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
314,追魂刃,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00001006,0x00000000
315,落井下石,0,5,1,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,落井下石,0,5,2,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,落井下石,0,5,3,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,落井下石,0,5,4,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
315,落井下石,0,5,5,0,0,0,0,0,0,1,0,0,255,0x0000383E,0x00000000
400,人形系伤害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人形系伤害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人形系伤害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人形系伤害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
400,人形系伤害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人形系命中强化,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人形系命中强化,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人形系命中强化,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人形系命中强化,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
401,人形系命中强化,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人形系回避上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人形系回避上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人形系回避上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人形系回避上升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
402,人形系回避上升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,动物系伤害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,动物系伤害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,动物系伤害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,动物系伤害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
403,动物系伤害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,动物系命中上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,动物系命中上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,动物系命中上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,动物系命中上升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
404,动物系命中上升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,动物系回避上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,动物系回避上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,动物系回避上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,动物系回避上升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
405,动物系回避上升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,巫咒,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,巫咒,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,巫咒,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,巫咒,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
406,巫咒,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物系命中上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物系命中上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物系命中上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物系命中上升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
407,植物系命中上升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物系回避上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物系回避上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物系回避上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物系回避上升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
408,植物系回避上升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石系伤害增加,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石系伤害增加,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石系伤害增加,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石系伤害增加,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
409,岩石系伤害增加,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石系命中上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石系命中上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石系命中上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石系命中上升,0,5,4,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
410,岩石系命中上升,0,5,5,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
411,岩石系回避上升,0,5,1,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
411,岩石系回避上升,0,5,2,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
411,岩石系回避上升,0,5,3,0,0,0,0,0,0,1,0,0,255,0x00000000,0x00000000
