EVENTID,地图ID,地图名称,X,Y
10000034,10023000,上城,127,35
10000034,10023000,上城,128,35
10000034,10023000,上城,127,36
10000034,10023000,上城,128,36
10000036,10023000,上城,113,45
10000036,10023000,上城,114,45
10000035,10023000,上城,141,45
10000035,10023000,上城,142,45
10000036,10023000,上城,113,46
10000036,10023000,上城,114,46
10000035,10023000,上城,141,46
10000035,10023000,上城,142,46
10000044,10023000,上城,127,90
10000044,10023000,上城,128,90
10000044,10023000,上城,127,91
10000044,10023000,上城,128,91
10000364,10023000,上城,85,97
10000364,10023000,上城,86,97
10000040,10023000,上城,101,97
10000040,10023000,上城,102,97
10000043,10023000,上城,153,97
10000043,10023000,上城,154,97
10000015,10023000,上城,45,113
10000015,10023000,上城,46,113
10000006,10023000,上城,209,113
10000006,10023000,上城,210,113
10000015,10023000,上城,45,114
10000015,10023000,上城,46,114
10000006,10023000,上城,209,114
10000006,10023000,上城,210,114
10000011,10023000,上城,23,116
10000011,10023000,上城,24,116
10000002,10023000,上城,231,116
10000002,10023000,上城,232,116
10000011,10023000,上城,23,117
10000011,10023000,上城,24,117
10000002,10023000,上城,231,117
10000002,10023000,上城,232,117
10000010,10023000,上城,0,127
10000010,10023000,上城,1,127
10000013,10023000,上城,32,127
10000013,10023000,上城,33,127
10000014,10023000,上城,35,127
10000014,10023000,上城,36,127
10000046,10023000,上城,89,127
10000046,10023000,上城,90,127
10000045,10023000,上城,165,127
10000045,10023000,上城,166,127
10000004,10023000,上城,219,127
10000004,10023000,上城,220,127
10000003,10023000,上城,222,127
10000003,10023000,上城,223,127
10000000,10023000,上城,254,127
10000000,10023000,上城,255,127
10000010,10023000,上城,0,128
10000010,10023000,上城,1,128
10000013,10023000,上城,32,128
10000013,10023000,上城,33,128
10000014,10023000,上城,35,128
10000014,10023000,上城,36,128
10000046,10023000,上城,89,128
10000046,10023000,上城,90,128
10000045,10023000,上城,165,128
10000045,10023000,上城,166,128
10000004,10023000,上城,219,128
10000004,10023000,上城,220,128
10000003,10023000,上城,222,128
10000003,10023000,上城,223,128
10000000,10023000,上城,254,128
10000000,10023000,上城,255,128
10000012,10023000,上城,23,138
10000012,10023000,上城,24,138
10000001,10023000,上城,231,138
10000001,10023000,上城,232,138
10000012,10023000,上城,23,139
10000012,10023000,上城,24,139
10000001,10023000,上城,231,139
10000001,10023000,上城,232,139
10000016,10023000,上城,45,141
10000016,10023000,上城,46,141
10000005,10023000,上城,209,141
10000005,10023000,上城,210,141
10000016,10023000,上城,45,142
10000016,10023000,上城,46,142
10000005,10023000,上城,209,142
10000005,10023000,上城,210,142
12001134,10023000,上城,149,174
10001257,10023000,上城,162,193
10000025,10023000,上城,113,209
10000025,10023000,上城,114,209
10000026,10023000,上城,141,209
10000026,10023000,上城,142,209
10000025,10023000,上城,113,210
10000025,10023000,上城,114,210
10000026,10023000,上城,141,210
10000026,10023000,上城,142,210
10000024,10023000,上城,127,220
10000024,10023000,上城,128,220
10000024,10023000,上城,127,221
10000024,10023000,上城,128,221
10000023,10023000,上城,127,223
10000023,10023000,上城,128,223
10000023,10023000,上城,127,224
10000023,10023000,上城,128,224
10000021,10023000,上城,116,232
10000021,10023000,上城,117,232
10000022,10023000,上城,138,232
10000022,10023000,上城,139,232
10000021,10023000,上城,116,233
10000021,10023000,上城,117,233
10000022,10023000,上城,138,233
10000022,10023000,上城,139,233
10000020,10023000,上城,127,254
10000020,10023000,上城,128,254
10000020,10023000,上城,127,255
10000020,10023000,上城,128,255
10000030,10023100,上城東邊吊橋,127,0
10000030,10023100,上城東邊吊橋,128,0
10000030,10023100,上城東邊吊橋,127,1
10000030,10023100,上城東邊吊橋,128,1
10000032,10023100,上城東邊吊橋,116,23
10000032,10023100,上城東邊吊橋,117,23
10000031,10023100,上城東邊吊橋,138,23
10000031,10023100,上城東邊吊橋,139,23
10000032,10023100,上城東邊吊橋,116,24
10000032,10023100,上城東邊吊橋,117,24
10000031,10023100,上城東邊吊橋,138,24
10000031,10023100,上城東邊吊橋,139,24
10000033,10023100,上城東邊吊橋,127,32
10000033,10023100,上城東邊吊橋,128,32
10000033,10023100,上城東邊吊橋,127,33
10000033,10023100,上城東邊吊橋,128,33
10000034,10023100,上城東邊吊橋,127,35
10000034,10023100,上城東邊吊橋,128,35
10000034,10023100,上城東邊吊橋,127,36
10000034,10023100,上城東邊吊橋,128,36
10000036,10023100,上城東邊吊橋,113,45
10000036,10023100,上城東邊吊橋,114,45
10000035,10023100,上城東邊吊橋,141,45
10000035,10023100,上城東邊吊橋,142,45
10000036,10023100,上城東邊吊橋,113,46
10000036,10023100,上城東邊吊橋,114,46
10000035,10023100,上城東邊吊橋,141,46
10000035,10023100,上城東邊吊橋,142,46
10000044,10023100,上城東邊吊橋,127,90
10000044,10023100,上城東邊吊橋,128,90
10000044,10023100,上城東邊吊橋,127,91
10000044,10023100,上城東邊吊橋,128,91
10000364,10023100,上城東邊吊橋,85,97
10000364,10023100,上城東邊吊橋,86,97
10000040,10023100,上城東邊吊橋,101,97
10000040,10023100,上城東邊吊橋,102,97
10000043,10023100,上城東邊吊橋,153,97
10000043,10023100,上城東邊吊橋,154,97
10000015,10023100,上城東邊吊橋,45,113
10000015,10023100,上城東邊吊橋,46,113
10000006,10023100,上城東邊吊橋,209,113
10000006,10023100,上城東邊吊橋,210,113
10000015,10023100,上城東邊吊橋,45,114
10000015,10023100,上城東邊吊橋,46,114
10000006,10023100,上城東邊吊橋,209,114
10000006,10023100,上城東邊吊橋,210,114
10000011,10023100,上城東邊吊橋,23,116
10000011,10023100,上城東邊吊橋,24,116
10000002,10023100,上城東邊吊橋,231,116
10000002,10023100,上城東邊吊橋,232,116
10000011,10023100,上城東邊吊橋,23,117
10000011,10023100,上城東邊吊橋,24,117
10000002,10023100,上城東邊吊橋,231,117
10000002,10023100,上城東邊吊橋,232,117
10000010,10023100,上城東邊吊橋,0,127
10000010,10023100,上城東邊吊橋,1,127
10000013,10023100,上城東邊吊橋,32,127
10000013,10023100,上城東邊吊橋,33,127
10000014,10023100,上城東邊吊橋,35,127
10000014,10023100,上城東邊吊橋,36,127
10000046,10023100,上城東邊吊橋,89,127
10000046,10023100,上城東邊吊橋,90,127
10000045,10023100,上城東邊吊橋,165,127
10000045,10023100,上城東邊吊橋,166,127
10000004,10023100,上城東邊吊橋,219,127
10000004,10023100,上城東邊吊橋,220,127
10000003,10023100,上城東邊吊橋,222,127
10000003,10023100,上城東邊吊橋,223,127
10000000,10023100,上城東邊吊橋,254,127
10000000,10023100,上城東邊吊橋,255,127
10000010,10023100,上城東邊吊橋,0,128
10000010,10023100,上城東邊吊橋,1,128
10000013,10023100,上城東邊吊橋,32,128
10000013,10023100,上城東邊吊橋,33,128
10000014,10023100,上城東邊吊橋,35,128
10000014,10023100,上城東邊吊橋,36,128
10000046,10023100,上城東邊吊橋,89,128
10000046,10023100,上城東邊吊橋,90,128
10000045,10023100,上城東邊吊橋,165,128
10000045,10023100,上城東邊吊橋,166,128
10000004,10023100,上城東邊吊橋,219,128
10000004,10023100,上城東邊吊橋,220,128
10000003,10023100,上城東邊吊橋,222,128
10000003,10023100,上城東邊吊橋,223,128
10000000,10023100,上城東邊吊橋,254,128
10000000,10023100,上城東邊吊橋,255,128
10000012,10023100,上城東邊吊橋,23,138
10000012,10023100,上城東邊吊橋,24,138
10000001,10023100,上城東邊吊橋,231,138
10000001,10023100,上城東邊吊橋,232,138
10000012,10023100,上城東邊吊橋,23,139
10000012,10023100,上城東邊吊橋,24,139
10000001,10023100,上城東邊吊橋,231,139
10000001,10023100,上城東邊吊橋,232,139
10000016,10023100,上城東邊吊橋,45,141
10000016,10023100,上城東邊吊橋,46,141
10000005,10023100,上城東邊吊橋,209,141
10000005,10023100,上城東邊吊橋,210,141
10000016,10023100,上城東邊吊橋,45,142
10000016,10023100,上城東邊吊橋,46,142
10000005,10023100,上城東邊吊橋,209,142
10000005,10023100,上城東邊吊橋,210,142
10000025,10023100,上城東邊吊橋,113,209
10000025,10023100,上城東邊吊橋,114,209
10000026,10023100,上城東邊吊橋,141,209
10000026,10023100,上城東邊吊橋,142,209
10000025,10023100,上城東邊吊橋,113,210
10000025,10023100,上城東邊吊橋,114,210
10000026,10023100,上城東邊吊橋,141,210
10000026,10023100,上城東邊吊橋,142,210
10000024,10023100,上城東邊吊橋,127,220
10000024,10023100,上城東邊吊橋,128,220
10000024,10023100,上城東邊吊橋,127,221
10000024,10023100,上城東邊吊橋,128,221
10000023,10023100,上城東邊吊橋,127,223
10000023,10023100,上城東邊吊橋,128,223
10000023,10023100,上城東邊吊橋,127,224
10000023,10023100,上城東邊吊橋,128,224
10000021,10023100,上城東邊吊橋,116,232
10000021,10023100,上城東邊吊橋,117,232
10000022,10023100,上城東邊吊橋,138,232
10000022,10023100,上城東邊吊橋,139,232
10000021,10023100,上城東邊吊橋,116,233
10000021,10023100,上城東邊吊橋,117,233
10000022,10023100,上城東邊吊橋,138,233
10000022,10023100,上城東邊吊橋,139,233
10000020,10023100,上城東邊吊橋,127,254
10000020,10023100,上城東邊吊橋,128,254
10000020,10023100,上城東邊吊橋,127,255
10000020,10023100,上城東邊吊橋,128,255
10000030,10023200,上城西邊吊橋,127,0
10000030,10023200,上城西邊吊橋,128,0
10000030,10023200,上城西邊吊橋,127,1
10000030,10023200,上城西邊吊橋,128,1
10000032,10023200,上城西邊吊橋,116,23
10000032,10023200,上城西邊吊橋,117,23
10000031,10023200,上城西邊吊橋,138,23
10000031,10023200,上城西邊吊橋,139,23
10000032,10023200,上城西邊吊橋,116,24
10000032,10023200,上城西邊吊橋,117,24
10000031,10023200,上城西邊吊橋,138,24
10000031,10023200,上城西邊吊橋,139,24
10000033,10023200,上城西邊吊橋,127,32
10000033,10023200,上城西邊吊橋,128,32
10000033,10023200,上城西邊吊橋,127,33
10000033,10023200,上城西邊吊橋,128,33
10000034,10023200,上城西邊吊橋,127,35
10000034,10023200,上城西邊吊橋,128,35
10000034,10023200,上城西邊吊橋,127,36
10000034,10023200,上城西邊吊橋,128,36
10000036,10023200,上城西邊吊橋,113,45
10000036,10023200,上城西邊吊橋,114,45
10000035,10023200,上城西邊吊橋,141,45
10000035,10023200,上城西邊吊橋,142,45
10000036,10023200,上城西邊吊橋,113,46
10000036,10023200,上城西邊吊橋,114,46
10000035,10023200,上城西邊吊橋,141,46
10000035,10023200,上城西邊吊橋,142,46
10000044,10023200,上城西邊吊橋,127,90
10000044,10023200,上城西邊吊橋,128,90
10000044,10023200,上城西邊吊橋,127,91
10000044,10023200,上城西邊吊橋,128,91
10000364,10023200,上城西邊吊橋,85,97
10000364,10023200,上城西邊吊橋,86,97
10000040,10023200,上城西邊吊橋,101,97
10000040,10023200,上城西邊吊橋,102,97
10000043,10023200,上城西邊吊橋,153,97
10000043,10023200,上城西邊吊橋,154,97
10000015,10023200,上城西邊吊橋,45,113
10000015,10023200,上城西邊吊橋,46,113
10000006,10023200,上城西邊吊橋,209,113
10000006,10023200,上城西邊吊橋,210,113
10000015,10023200,上城西邊吊橋,45,114
10000015,10023200,上城西邊吊橋,46,114
10000006,10023200,上城西邊吊橋,209,114
10000006,10023200,上城西邊吊橋,210,114
10000011,10023200,上城西邊吊橋,23,116
10000011,10023200,上城西邊吊橋,24,116
10000002,10023200,上城西邊吊橋,231,116
10000002,10023200,上城西邊吊橋,232,116
10000011,10023200,上城西邊吊橋,23,117
10000011,10023200,上城西邊吊橋,24,117
10000002,10023200,上城西邊吊橋,231,117
10000002,10023200,上城西邊吊橋,232,117
10000010,10023200,上城西邊吊橋,0,127
10000010,10023200,上城西邊吊橋,1,127
10000013,10023200,上城西邊吊橋,32,127
10000013,10023200,上城西邊吊橋,33,127
10000014,10023200,上城西邊吊橋,35,127
10000014,10023200,上城西邊吊橋,36,127
10000046,10023200,上城西邊吊橋,89,127
10000046,10023200,上城西邊吊橋,90,127
10000045,10023200,上城西邊吊橋,165,127
10000045,10023200,上城西邊吊橋,166,127
10000004,10023200,上城西邊吊橋,219,127
10000004,10023200,上城西邊吊橋,220,127
10000003,10023200,上城西邊吊橋,222,127
10000003,10023200,上城西邊吊橋,223,127
10000000,10023200,上城西邊吊橋,254,127
10000000,10023200,上城西邊吊橋,255,127
10000010,10023200,上城西邊吊橋,0,128
10000010,10023200,上城西邊吊橋,1,128
10000013,10023200,上城西邊吊橋,32,128
10000013,10023200,上城西邊吊橋,33,128
10000014,10023200,上城西邊吊橋,35,128
10000014,10023200,上城西邊吊橋,36,128
10000046,10023200,上城西邊吊橋,89,128
10000046,10023200,上城西邊吊橋,90,128
10000045,10023200,上城西邊吊橋,165,128
10000045,10023200,上城西邊吊橋,166,128
10000004,10023200,上城西邊吊橋,219,128
10000004,10023200,上城西邊吊橋,220,128
10000003,10023200,上城西邊吊橋,222,128
10000003,10023200,上城西邊吊橋,223,128
10000000,10023200,上城西邊吊橋,254,128
10000000,10023200,上城西邊吊橋,255,128
10000012,10023200,上城西邊吊橋,23,138
10000012,10023200,上城西邊吊橋,24,138
10000001,10023200,上城西邊吊橋,231,138
10000001,10023200,上城西邊吊橋,232,138
10000012,10023200,上城西邊吊橋,23,139
10000012,10023200,上城西邊吊橋,24,139
10000001,10023200,上城西邊吊橋,231,139
10000001,10023200,上城西邊吊橋,232,139
10000016,10023200,上城西邊吊橋,45,141
10000016,10023200,上城西邊吊橋,46,141
10000005,10023200,上城西邊吊橋,209,141
10000005,10023200,上城西邊吊橋,210,141
10000016,10023200,上城西邊吊橋,45,142
10000016,10023200,上城西邊吊橋,46,142
10000005,10023200,上城西邊吊橋,209,142
10000005,10023200,上城西邊吊橋,210,142
10000025,10023200,上城西邊吊橋,113,209
10000025,10023200,上城西邊吊橋,114,209
10000026,10023200,上城西邊吊橋,141,209
10000026,10023200,上城西邊吊橋,142,209
10000025,10023200,上城西邊吊橋,113,210
10000025,10023200,上城西邊吊橋,114,210
10000026,10023200,上城西邊吊橋,141,210
10000026,10023200,上城西邊吊橋,142,210
10000024,10023200,上城西邊吊橋,127,220
10000024,10023200,上城西邊吊橋,128,220
10000024,10023200,上城西邊吊橋,127,221
10000024,10023200,上城西邊吊橋,128,221
10000023,10023200,上城西邊吊橋,127,223
10000023,10023200,上城西邊吊橋,128,223
10000023,10023200,上城西邊吊橋,127,224
10000023,10023200,上城西邊吊橋,128,224
10000021,10023200,上城西邊吊橋,116,232
10000021,10023200,上城西邊吊橋,117,232
10000022,10023200,上城西邊吊橋,138,232
10000022,10023200,上城西邊吊橋,139,232
10000021,10023200,上城西邊吊橋,116,233
10000021,10023200,上城西邊吊橋,117,233
10000022,10023200,上城西邊吊橋,138,233
10000022,10023200,上城西邊吊橋,139,233
10000020,10023200,上城西邊吊橋,127,254
10000020,10023200,上城西邊吊橋,128,254
10000020,10023200,上城西邊吊橋,127,255
10000020,10023200,上城西邊吊橋,128,255
10000030,10023300,上城南邊吊橋,127,0
10000030,10023300,上城南邊吊橋,128,0
10000030,10023300,上城南邊吊橋,127,1
10000030,10023300,上城南邊吊橋,128,1
10000032,10023300,上城南邊吊橋,116,23
10000032,10023300,上城南邊吊橋,117,23
10000031,10023300,上城南邊吊橋,138,23
10000031,10023300,上城南邊吊橋,139,23
10000032,10023300,上城南邊吊橋,116,24
10000032,10023300,上城南邊吊橋,117,24
10000031,10023300,上城南邊吊橋,138,24
10000031,10023300,上城南邊吊橋,139,24
10000033,10023300,上城南邊吊橋,127,32
10000033,10023300,上城南邊吊橋,128,32
10000033,10023300,上城南邊吊橋,127,33
10000033,10023300,上城南邊吊橋,128,33
10000034,10023300,上城南邊吊橋,127,35
10000034,10023300,上城南邊吊橋,128,35
10000034,10023300,上城南邊吊橋,127,36
10000034,10023300,上城南邊吊橋,128,36
10000036,10023300,上城南邊吊橋,113,45
10000036,10023300,上城南邊吊橋,114,45
10000035,10023300,上城南邊吊橋,141,45
10000035,10023300,上城南邊吊橋,142,45
10000036,10023300,上城南邊吊橋,113,46
10000036,10023300,上城南邊吊橋,114,46
10000035,10023300,上城南邊吊橋,141,46
10000035,10023300,上城南邊吊橋,142,46
10000044,10023300,上城南邊吊橋,127,90
10000044,10023300,上城南邊吊橋,128,90
10000044,10023300,上城南邊吊橋,127,91
10000044,10023300,上城南邊吊橋,128,91
10000364,10023300,上城南邊吊橋,85,97
10000364,10023300,上城南邊吊橋,86,97
10000040,10023300,上城南邊吊橋,101,97
10000040,10023300,上城南邊吊橋,102,97
10000043,10023300,上城南邊吊橋,153,97
10000043,10023300,上城南邊吊橋,154,97
10000015,10023300,上城南邊吊橋,45,113
10000015,10023300,上城南邊吊橋,46,113
10000006,10023300,上城南邊吊橋,209,113
10000006,10023300,上城南邊吊橋,210,113
10000015,10023300,上城南邊吊橋,45,114
10000015,10023300,上城南邊吊橋,46,114
10000006,10023300,上城南邊吊橋,209,114
10000006,10023300,上城南邊吊橋,210,114
10000011,10023300,上城南邊吊橋,23,116
10000011,10023300,上城南邊吊橋,24,116
10000002,10023300,上城南邊吊橋,231,116
10000002,10023300,上城南邊吊橋,232,116
10000011,10023300,上城南邊吊橋,23,117
10000011,10023300,上城南邊吊橋,24,117
10000002,10023300,上城南邊吊橋,231,117
10000002,10023300,上城南邊吊橋,232,117
10000010,10023300,上城南邊吊橋,0,127
10000010,10023300,上城南邊吊橋,1,127
10000013,10023300,上城南邊吊橋,32,127
10000013,10023300,上城南邊吊橋,33,127
10000014,10023300,上城南邊吊橋,35,127
10000014,10023300,上城南邊吊橋,36,127
10000046,10023300,上城南邊吊橋,89,127
10000046,10023300,上城南邊吊橋,90,127
10000045,10023300,上城南邊吊橋,165,127
10000045,10023300,上城南邊吊橋,166,127
10000004,10023300,上城南邊吊橋,219,127
10000004,10023300,上城南邊吊橋,220,127
10000003,10023300,上城南邊吊橋,222,127
10000003,10023300,上城南邊吊橋,223,127
10000000,10023300,上城南邊吊橋,254,127
10000000,10023300,上城南邊吊橋,255,127
10000010,10023300,上城南邊吊橋,0,128
10000010,10023300,上城南邊吊橋,1,128
10000013,10023300,上城南邊吊橋,32,128
10000013,10023300,上城南邊吊橋,33,128
10000014,10023300,上城南邊吊橋,35,128
