奧克魯尼亞北部平原,瑞路斯山道,10003000,10000250,77,252
瑞路斯山道,奧克魯尼亞北部平原,10014000,10000251,78,1
瑞路斯山道,瑞路斯分岔路,10004000,10000252,2,209
瑞路斯分岔路,瑞路斯山道,10003000,10000253,252,209
瑞路斯分岔路,北方海角,10001000,10000254,194,252
北方海角,瑞路斯分岔路,10004000,10000255,193,2
奧克魯尼亞北部平原,奧克魯尼亞叢林,10015000,10000256,1,118
奧克魯尼亞叢林,奧克魯尼亞北部平原,10014000,10000257,252,118
奧克魯尼亞叢林,帕斯特街道,10017000,10000258,2,76
帕斯特街道,奧克魯尼亞叢林,10015000,10000259,252,74
奧克魯尼亞叢林,奧克魯尼亞東部平原,10025000,10000260,99,2
奧克魯尼亞東部平原,奧克魯尼亞叢林,10015000,10000261,99,252
奧克魯尼亞叢林,奧克魯尼亞東部平原,10025000,10000262,202,1
奧克魯尼亞東部平原,奧克魯尼亞叢林,10015000,10000263,202,252
帕斯特街道,東方海角,10018000,10000264,2,40
東方海角,帕斯特街道,10017000,10000265,251,40
不死島嶼,殺人蜂山路,10020000,10000266,1,167
殺人蜂山路,不死島嶼,10019000,10000267,252,167
殺人蜂山路,摩爾瑞斷崖,10028000,10000268,40,1
摩爾瑞斷崖,殺人蜂山路,10020000,10000269,40,252
殺人蜂山路,奧克魯尼亞西部平原,10022000,10000270,1,158
奧克魯尼亞西部平原,殺人蜂山路,10020000,10000271,252,158
奧克魯尼亞西部平原,果樹森林,10030000,10000272,192,1
果樹森林,奧克魯尼亞西部平原,10022000,10000273,192,252
不死島嶼,不死島嶼,10019000,10000275,110,111
瑞路斯山道,瑞路斯分岔路,10004000,10000276,2,57
瑞路斯分岔路,瑞路斯山道,10003000,10000277,252,57
奧克魯尼亞東部平原,樂天娜湖泊,10032000,10000278,61,2
樂天娜湖泊,奧克魯尼亞東部平原,10025000,10000279,62,252
摩爾瑞斷崖,軍艦島,10035000,10000280,244,1
軍艦島,摩爾瑞斷崖,10028000,10000281,1,244
果樹森林,步伐沙漠,10042000,10000282,217,1
步伐沙漠,果樹森林,10030000,10000283,217,252
奧克魯尼亞南部平原,樂天娜湖泊下游,10043000,10000284,154,2
樂天娜湖泊下游,奧克魯尼亞南部平原,10031000,10000285,154,252
樂天娜湖泊,奧克魯尼亞東海岸,10034000,10000288,1,223
奧克魯尼亞東海岸,樂天娜湖泊,10032000,10000289,252,223
步伐沙漠,南方海角,10046000,10000290,56,2
南方海角,步伐沙漠,10042000,10000293,56,251
步伐沙漠,樂天娜湖泊下游,10043000,10000298,1,27
樂天娜湖泊下游,步伐沙漠,10042000,10000299,252,27
南方海角,樂天娜湖泊下游,10043000,10000302,1,226
樂天娜湖泊下游,南方海角,10046000,10000303,199,1
大陸之洞窟B1F,大陸之洞窟B2F,20001001,10000321,105,106
大陸之洞窟B2F,大陸之洞窟B1F,20000001,10000322,105,106
大陸之洞窟B2F,大陸之洞窟B3F,20002001,10000323,20,62
大陸之洞窟B3F,大陸之洞窟B2F,20001001,10000324,20,62
冰結的坑道B1F,冰結的坑道B1F,20010001,10000326,42,66
冰結的坑道B1F,冰結的坑道B1F,20010001,10000327,57,65
冰結的坑道B1F,冰結的坑道B1F,20010001,10000328,89,65
冰結的坑道B1F,冰結的坑道B1F,20010001,10000329,69,65
冰結的坑道B1F,冰結的坑道B1F,20010001,10000330,99,112
冰結的坑道B1F,冰結的坑道B1F,20010001,10000331,110,111
冰結的坑道B1F,冰結的坑道B2F,20011001,10000334,11,108
冰結的坑道B2F,冰結的坑道B1F,20010001,10000335,10,108
冰結的坑道B2F,冰結的坑道B3F,20012001,10000338,113,64
冰結的坑道B3F,冰結的坑道B2F,20011001,10000339,115,64
冰結的坑道B3F,冰結的坑道B3F,20012001,10000340,57,64
冰結的坑道B3F,冰結的坑道B3F,20012001,10000341,76,64
冰結的坑道B1F,冰結的坑道B1F,20010002,10000345,42,66
冰結的坑道B1F,冰結的坑道B1F,20010002,10000346,57,65
冰結的坑道B1F,冰結的坑道B1F,20010002,10000347,89,65
冰結的坑道B1F,冰結的坑道B1F,20010002,10000348,73,64
冰結的坑道B1F,冰結的坑道B1F,20010002,10000349,99,112
冰結的坑道B1F,冰結的坑道B1F,20010002,10000350,110,111
上城,裁縫阿姨的家,30020000,10000364,3,5
裁縫阿姨的家,上城,10023000,10000365,84,98
瑪歐斯之故鄉,大陸之洞窟B5F,20004000,10000367,54,18
下城,武器製造所,30013000,10000370,3,5
武器製造所,下城,10024000,10000371,120,207
東方海角,東方海角,10018100,10000430,194,64
東方海角,東方海角,10018000,10000431,187,64
東方海角,民家,30020001,10000432,3,5
10030001,東方海角,10018100,10000433,202,63
東方海角,商人之店,30060000,10000434,4,7
商人之店,東方海角,10018100,10000435,220,66
東方海角,合成商店,30011000,10000436,3,5
合成商店,東方海角,10018100,10000437,225,71
北方高原,北方海角,10001000,10000469,90,2
北方高原,北方中央山脈,10050000,10000470,52,251
北方中央山脈,北方高原,10049000,10000471,55,2
北方高原,北方中央山脈,10050000,10000472,194,251
北方中央山脈,北方高原,10049000,10000473,194,2
北方中央山脈,諾頓海濱長廊,10065000,10000474,49,195
諾頓海濱長廊,北方中央山脈,10050000,10000475,102,142
北方中央山脈,永恆之北部極地,10051000,10000476,251,119
永恆之北部極地,北方中央山脈,10050000,10000477,2,120
北方中央山脈,永恆之北部極地,10051000,10000478,251,37
永恆之北部極地,,10050001,10000479,2,36
永恆之北部極地,愛伊斯島之地下通道,20015000,10000480,8,6
愛伊斯島之地下通道,永恆之北部極地,10051000,10000481,95,122
愛伊斯島之地下通道,愛伊斯島,10051100,10000482,62,150
永恆之北部極地,永恆之北部極地,10051000,10000483,95,122
北方中央山脈,北部地牢,20014000,10000484,241,12
北部地牢,,10050001,10000485,226,134
北部地牢,北部地牢,20014000,10000486,88,88
北部地牢,北部地牢,20014000,10000487,117,116
北部地牢,北部地牢,20014000,10000488,114,156
北部地牢,北部地牢,20014000,10000489,114,138
北部地牢,北部地牢,20014000,10000490,165,164
北部地牢,北部地牢,20014000,10000491,136,137
愛伊斯島,永恆深淵聳立的門,20013100,10000493,62,57
永恆深淵聳立的門,永恆之北部極地,10051000,10000494,119,58
奧克魯尼亞東部平原,訓練所1F,20080016,10000498,25,43
訓練所1F,奧克魯尼亞東部平原,20013003,10000499,63,58
無限回廊B1F,步伐沙漠,10042000,10000500,79,134
無限回廊B40F,無限回廊B41F,20070040,10000579,22,83
無限回廊B41F,無限回廊B42F,20070041,10000581,22,83
無限回廊B42F,無限回廊B43F,20070042,10000583,22,83
無限回廊B43F,無限回廊B44F,20070043,10000585,22,83
無限回廊B44F,無限回廊B45F,20070044,10000587,22,83
無限回廊B45F,無限回廊B46F,20070045,10000589,22,83
無限回廊B46F,無限回廊B47F,20070046,10000591,22,83
無限回廊B47F,無限回廊B48F,20070047,10000593,22,83
無限回廊B48F,無限回廊B49F,20070048,10000595,22,83
無限回廊B49F,,20070049,10000597,22,83
諾頓海濱長廊,諾頓咖啡館,30010001,10000600,3,5
諾頓咖啡館,諾頓海濱長廊,10065000,10000601,65,186
諾頓海濱長廊,諾頓武器商人,30012001,10000602,3,5
諾頓武器商人,諾頓海濱長廊,10065000,10000603,65,172
諾頓海濱長廊,諾頓魔法商店,30001001,10000606,2,4
諾頓魔法商店,諾頓海濱長廊,10065000,10000607,65,152
諾頓海濱長廊,諾頓商店,30060001,10000608,4,7
諾頓商店,諾頓海濱長廊,10065000,10000609,65,146
諾頓海濱長廊,諾頓鑑定所,30011001,10000610,3,5
諾頓鑑定所,諾頓海濱長廊,10065000,10000611,65,132
諾頓海濱長廊,諾頓鑑定所,30011002,10000612,3,5
諾頓鑑定所,諾頓海濱長廊,10065000,10000613,38,186
諾頓海濱長廊,諾頓商店,30060002,10000614,4,7
諾頓商店,諾頓海濱長廊,10065000,10000615,38,172
諾頓海濱長廊,諾頓裁縫店,30020002,10000616,3,5
諾頓裁縫店,諾頓海濱長廊,10065000,10000617,38,152
諾頓海濱長廊,諾頓寶石商店,30021001,10000618,3,5
諾頓寶石商店,諾頓海濱長廊,10065000,10000619,38,146
諾頓海濱長廊,諾頓咖啡館,30010002,10000620,3,5
諾頓咖啡館,諾頓海濱長廊,10065000,10000621,38,132
諾頓海濱長廊,魔法行會總部門廊,30163000,10000622,11,23
魔法行會總部門廊,諾頓海濱長廊,10065000,10000623,59,80
大導師的房間,魔法行會總部門廊,30163000,10000625,11,3
總部的房間,魔法行會總部門廊,30163000,10000627,11,3
諾頓海濱長廊,諾頓宮殿宴會廳,30160000,10000628,10,21
諾頓宮殿宴會廳,諾頓海濱長廊,10065000,10000629,50,21
諾頓宮殿宴會廳,女王謁見之間,10067000,10000630,36,61
諾頓王國軍等候室,諾頓海濱長廊,10065000,10000633,32,6
諾頓王國軍等候室,諾頓海濱長廊,10065000,10000635,70,6
北方中央山脈,伊戈路雜貨商人,30171000,10000636,3,6
伊戈路雜貨商人,,10050001,10000637,222,134
永恆之北部極地,伊戈路,30170000,10000638,3,6
伊戈路,永恆之北部極地,10051000,10000639,164,128
北部地牢,伊戈路雜貨商人,30171001,10000640,3,6
伊戈路雜貨商人,北部地牢,20014000,10000641,14,160
20012002,道具的小部屋,30030001,10000648,1,1
道具的小部屋,20012002,20012002,10000649,113,64
20012002,20012002,20012002,10000650,56,64
20012002,20012002,20012002,10000651,79,64
20002003,活動木偶的小屋,30030002,10000652,1,1
活動木偶的小屋,20002003,20002003,10000653,70,69
20002003,20002003,20002003,10000654,97,31
20002003,20002003,20002003,10000655,97,48
寶物庫,諾頓宮殿宴會廳,30160000,10000662,20,20
鬼之寢岩,南方海角,10046000,10000666,195,251
鬼之寢岩,鐵火山,10064000,10000667,185,2
鐵火山,鬼之寢岩,10061000,10000668,185,251
鬼之寢岩,鐵火山,10064000,10000669,26,2
鐵火山,鬼之寢岩,10061000,10000670,26,251
鐵火山,阿伊恩薩烏斯路,10063000,10000671,251,38
阿伊恩薩烏斯路,鐵火山,10064000,10000672,2,38
鐵火山,阿伊恩薩烏斯路,10063000,10000673,251,206
阿伊恩薩烏斯路,鐵火山,10064000,10000674,2,207
阿伊恩薩烏斯路,阿伊恩市上層,10063100,10000675,139,156
阿伊恩市上層,阿伊恩薩烏斯路,10063000,10000676,161,156
阿伊恩市上層,阿伊恩市下層,10066000,10000681,111,68
阿伊恩市下層,阿伊恩市上層,10063100,10000682,111,64
阿伊恩市上層,阿伊恩市下層,10066000,10000683,113,138
阿伊恩市下層,阿伊恩市上層,10063100,10000684,113,140
阿伊恩市上層,阿伊恩市下層,10066000,10000685,51,68
阿伊恩市下層,阿伊恩市上層,10063100,10000686,51,64
阿伊恩市上層,阿伊恩市下層,10066000,10000687,49,137
阿伊恩市下層,阿伊恩市上層,10063100,10000688,49,141
阿伊恩市下層,南部地牢B1F,20020000,10000691,99,247
南部地牢B1F,阿伊恩市下層,10066000,10000692,197,80
阿伊恩市下層,南部地牢B1F,20020000,10000693,153,247
南部地牢B1F,阿伊恩市下層,10066000,10000694,197,124
南部地牢B2F,南部地牢B3F,20022000,10000695,126,241
南部地牢B1F,南部地牢B2F,20021000,10000696,179,73
南部地牢B2F,南部地牢B1F,20020000,10000697,180,70
南部地牢B1F,馬克特碼頭,20023000,10000698,127,251
馬克特碼頭,南部地牢B1F,20020000,10000699,126,3
愛伊斯島之地下通道,愛伊斯島之地下通道,20015000,10000700,7,36
南部地牢B3F,南部地牢B2F,20021000,10000701,126,241
阿伊恩市上層,富翁家,30072000,10000707,4,7
富翁家,阿伊恩市上層,10063100,10000708,130,132
阿伊恩市上層,傭兵軍團之大廳,30073000,10000709,4,8
傭兵軍團之大廳,阿伊恩市上層,10063100,10000710,47,155
傭兵軍團之大廳,傭兵軍團長官室,30075000,10000711,5,10
傭兵軍團長官室,傭兵軍團之大廳,30073000,10000712,4,1
阿伊恩市上層,空軍之大廳,30074000,10000713,4,8
空軍之大廳,阿伊恩市上層,10063100,10000714,43,71
空軍之大廳,空軍長官室,30076000,10000715,5,10
空軍長官室,空軍之大廳,30074000,10000716,4,1
阿伊恩市上層,議會大廳,30078000,10000717,9,17
議會大廳,阿伊恩市上層,10063100,10000718,50,103
阿伊恩市上層,合同舍大廳,30079000,10000719,9,19
合同舍大廳,阿伊恩市上層,10063100,10000720,125,103
阿伊恩市上層,阿伊恩市裁縫店,30020003,10000721,3,5
阿伊恩市裁縫店,阿伊恩市上層,10063100,10000722,137,169
阿伊恩市上層,阿伊恩市寶石商店,30021002,10000723,3,5
阿伊恩市寶石商店,阿伊恩市上層,10063100,10000724,137,177
阿伊恩市上層,阿伊恩市商店,30060003,10000725,4,7
阿伊恩市商店,阿伊恩市上層,10063100,10000726,125,172
阿伊恩市上層,阿伊恩市鑑定所,30011003,10000727,3,5
阿伊恩市鑑定所,阿伊恩市上層,10063100,10000728,121,170
阿伊恩市上層,阿伊恩市咖啡館,30010003,10000729,3,5
阿伊恩市咖啡館,阿伊恩市上層,10063100,10000730,119,167
阿伊恩市下層,阿伊恩市之民家,30071000,10000731,3,5
阿伊恩市之民家,阿伊恩市下層,10066000,10000732,85,77
阿伊恩市下層,大工場大廳,30081000,10000733,10,20
阿伊恩市下層,大工場大廳,30081000,10000734,10,20
大工場大廳,阿伊恩市下層,10066000,10000735,154,145
阿伊恩市下層,鋼鐵工廠大廳,30082000,10000736,10,20
阿伊恩市下層,鋼鐵工廠大廳,30082000,10000737,10,20
鋼鐵工廠大廳,阿伊恩市下層,10066000,10000738,154,60
阿伊恩市下層,阿伊恩市武器商店,30012002,10000739,3,5
阿伊恩市武器商店,阿伊恩市下層,10066000,10000740,121,52
阿伊恩市下層,阿伊恩市武器製造所,30013001,10000741,3,5
阿伊恩市武器製造所,阿伊恩市下層,10066000,10000742,135,63
阿伊恩市下層,阿伊恩市古董商店,30014001,10000743,3,5
阿伊恩市古董商店,阿伊恩市下層,10066000,10000744,139,63
阿伊恩市下層,阿伊恩市商店,30060004,10000745,4,7
阿伊恩市商店,阿伊恩市下層,10066000,10000746,121,155
阿伊恩市下層,阿伊恩市咖啡館,30010004,10000747,3,5
阿伊恩市咖啡館,阿伊恩市下層,10066000,10000748,135,144
阿伊恩市下層,阿伊恩市鑑定所,30011004,10000749,3,5
阿伊恩市鑑定所,阿伊恩市下層,10066000,10000750,139,144
阿伊恩市下層,動力制御室,30077000,10000769,8,12
動力制御室,阿伊恩市下層,10066000,10000770,175,102
鐵火山,避難所,30080000,10000771,3,6
避難所,鐵火山,10064000,10000772,51,111
鐵火山,避難所,30080001,10000773,3,6
避難所,鐵火山,10064000,10000774,211,127
鐵火山,避難所,30080002,10000775,3,6
避難所,鐵火山,10064000,10000776,102,209
鐵火山,鐵火山,10064000,10000778,161,110
塔妮亞傳送室,白之聖堂,30120000,10000787,11,8
30122002,上城,10023000,10000792,123,143
情人教堂,下城,10024000,10000797,99,160
情人教堂,上城,10023000,10000799,126,149
約克之家,謎之團要塞,10054000,10000807,41,139
牛牛草原,東方海角,10018100,10000811,251,80
牛牛草原,帕斯特市,10057000,10000812,2,138
帕斯特市,牛牛草原,10056000,10000813,251,140
牛牛草原,謎之團要塞,10054001,10000814,2,202
謎之團要塞,牛牛草原,10056000,10000815,207,2
謎之團要塞,帕斯特市,10057000,10000816,166,2
帕斯特市,謎之團要塞,10054001,10000820,166,251
帕斯特市,榖倉地帶,10068000,10000821,134,2
榖倉地帶,帕斯特市,10057000,10000822,134,251
帕斯特市,東方地牢,20090000,10000823,111,251
東方地牢,帕斯特市,10057000,10000824,251,114
東方地牢,毒濕地,20091000,10000825,48,251
毒濕地,東方地牢,20090000,10000826,48,2
東方地牢,毒濕地,20091000,10000827,92,251
毒濕地,東方地牢,20090000,10000828,93,2
東方地牢,原始森林,20092000,10000829,122,251
原始森林,東方地牢,20090000,10000830,228,2
原始森林,原始森林,20092000,10000834,108,77
榖倉地帶,不死皇城,10069000,10000835,143,209
榖倉地帶,不死皇城,10069000,10000836,143,209
不死皇城,榖倉地帶,10068000,10000837,194,214
不死皇城,訓練所2F,20104000,10000839,7,22
不死皇城,法務官之間,20106000,10000840,15,16
不死皇城,倉庫2F,20127000,10000841,11,1
不死皇城,禮拜堂2F,20123000,10000842,30,19
不死皇城,禮拜堂2F,20123000,10000843,1,19
不死皇城,本館2F,20117000,10000844,7,1
不死皇城,本館2F,20117000,10000845,1,30
不死皇城,左門兵營3F,20115000,10000846,11,15
不死皇城,右門兵營3F,20102000,10000847,1,11
不死皇城,右門兵營3F,20102000,10000848,21,11
不死皇城,皇宮3F,20110000,10000849,6,21
不死皇城,本館4F,20119000,10000850,7,32
不死皇城,謁見之間,20111000,10000852,2,21
不死皇城,右門兵營3F,20102000,10000854,1,1
不死皇城,訓練所2F,20104000,10000855,1,22
不死皇城,左門兵營3F,20115000,10000856,1,1
不死皇城,連絡通路,20130000,10000857,1,36
右門兵營1F,右門兵營2F,20101000,10000858,1,1
右門兵營1F,城市入口,20129000,10000859,14,16
右門兵營1F,訓練所1F,20103000,10000860,1,11
右門兵營2F,右門兵營1F,20100000,10000861,1,1
右門兵營2F,右門兵營3F,20102000,10000862,1,22
右門兵營2F,訓練所2F,20104000,10000863,1,11
右門兵營3F,不死皇城,10069000,10000864,129,155
右門兵營3F,不死皇城,10069000,10000865,125,163
右門兵營3F,右門兵營2F,20101000,10000866,1,22
右門兵營3F,不死皇城,10069000,10000867,153,163
訓練所1F,訓練所2F,20104000,10000868,1,1
訓練所1F,右門兵營1F,20100000,10000869,22,11
訓練所2F,訓練所1F,20103000,10000870,1,1
訓練所2F,右門兵營2F,20101000,10000871,22,11
訓練所2F,不死皇城,10069000,10000872,159,173
訓練所2F,不死皇城,10069000,10000873,160,177
監獄,法務官之間,20106000,10000874,2,32
法務官之間,政務官之間,20107000,10000875,7,1
法務官之間,不死皇城,10069000,10000876,170,131
政務官之間,法務官之間,20106000,10000878,8,1
皇宮1F,城市入口,20129000,10000880,7,1
皇宮1F,皇宮2F,20109000,10000881,19,21
皇宮2F,大宴會場,20121000,10000882,8,49
皇宮2F,皇宮3F,20110000,10000883,19,1
皇宮2F,大宴會場,20121000,10000884,28,49
皇宮2F,連絡通路,20130000,10000885,7,1
皇宮2F,皇宮1F,20108000,10000886,18,21
皇宮3F,小宴會場,20122000,10000887,7,36
皇宮3F,皇宮2F,20109000,10000888,19,1
皇宮3F,小宴會場,20122000,10000889,31,36
皇宮3F,不死皇城,10069000,10000890,119,144
皇宮3F,謁見之間,20111000,10000891,31,21
謁見之間,不死皇城,10069000,10000892,127,118
謁見之間,皇宮3F,20110000,10000893,19,21
謁見之間,王之寢室,20112000,10000894,1,14
王之寢室,謁見之間,20111000,10000895,26,1
左門兵營1F,左門兵營2F,20114000,10000897,1,1
左門兵營1F,城市入口,20129000,10000898,1,16
左門兵營2F,左門兵營1F,20113000,10000899,1,1
左門兵營2F,左門兵營3F,20115000,10000900,23,1
左門兵營2F,連絡通路,20130000,10000901,1,16
左門兵營3F,不死皇城,10069000,10000902,88,161
左門兵營3F,左門兵營2F,20114000,10000903,23,1
左門兵營3F,不死皇城,10069000,10000904,98,171
本館1F,本館2F,20117000,10000905,14,33
本館2F,不死皇城,10069000,10000906,94,84
本館2F,不死皇城,10069000,10000907,84,113
本館2F,本館3F,20118000,10000908,14,28
本館2F,本館1F,20116000,10000909,18,30
本館3F,本館4F,20119000,10000910,14,1
本館3F,本館2F,20117000,10000911,14,28
本館4F,本館3F,20118000,10000912,14,33
本館4F,不死皇城,10069000,10000913,94,144
阿卡茲的房間,皇宮1F,20108000,10000914,18,1
大宴會場,皇宮2F,20109000,10000915,6,1
大宴會場,皇宮2F,20109000,10000916,32,1
小宴會場,禮拜堂3F,20124000,10000917,23,46
小宴會場,皇宮3F,20110000,10000918,8,1
小宴會場,皇宮3F,20110000,10000919,30,1
禮拜堂2F,禮拜堂3F,20124000,10000920,23,1
禮拜堂2F,不死皇城,10069000,10000921,111,82
禮拜堂2F,不死皇城,10069000,10000922,143,82
